metric,point,ci_low,ci_high
demoA_random_macroF1,0.8068860532286107,0.7861087598212215,0.8229336636248137
demoA_blind_macroF1,0.021413108757468543,0.02127396253597249,0.021566679352237873
demoB_zeroshot_mcc,-0.04196219788640181,-0.04565991407561271,-0.0379073593789973
