seed,source,target,model,budget,strategy,macro_f1,weighted_f1,mcc,auprc_macro,fp_rate,brier,ece
42,nf2018,nfunsw,rf,1.0,oracle,0.9820604480434348,0.9973799659246144,0.9641586075608756,0.9943237114854442,0.0017035745422842,0.0020830089056816,0.0006352372835102
42,nf2018,nfunsw,lgbm,0.0,zero_shot,0.405827344473993,0.7608591480465758,-0.0912287293200461,0.4986457704958005,0.3242371403661726,0.3403315885938697,0.3412615065426784
42,nf2018,nfunsw,lgbm,0.01,calibrate,0.4903704413077457,0.9436782682911834,0.0,0.5052702456458317,0.0,0.036064761034845,0.0007161448611602
42,nf2018,nfunsw,lgbm,0.01,buffer_only,0.9695074940473948,0.9955199125915472,0.9392332164697162,0.9842941396681236,0.003180470793374,0.0041215979402109,0.0038199505084132
42,nf2018,nfunsw,lgbm,0.01,augment,0.9467548269797312,0.992240335310851,0.8935177111051563,0.9203841183401688,0.0042005231037489,0.0063845825019473,0.0026772528107736
42,nf2018,nfunsw,lgbm,0.01,weighted_augment,0.9198313569992008,0.9878689066698828,0.8424583490515744,0.806103076415708,0.009846556233653,0.0117457596809588,0.0103884051803154
42,nf2018,nfunsw,lgbm,0.05,calibrate,0.4903704413077457,0.9436782682911834,0.0,0.5052654940710661,0.0,0.0360645624773639,9.5664398273377e-05
42,nf2018,nfunsw,lgbm,0.05,buffer_only,0.9732541547167028,0.9960759463693364,0.946671452344247,0.988968109696049,0.0027689625108979,0.0033232939255058,0.0025694364569521
42,nf2018,nfunsw,lgbm,0.05,augment,0.9693940530319752,0.9955049542473894,0.9389903786380602,0.9755431933503014,0.0031560592850915,0.0035618664791047,0.0005911854349558
42,nf2018,nfunsw,lgbm,0.05,weighted_augment,0.9738482553822104,0.9961619344076018,0.9478714343778408,0.9869607710070412,0.0027497820401046,0.0030203903057545,0.0004617438165638
42,nf2018,nfunsw,lgbm,0.1,calibrate,0.4903704413077457,0.9436782682911834,0.0,0.5052617301818656,0.0,0.036064670598285,6.73355863344816e-05
42,nf2018,nfunsw,lgbm,0.1,buffer_only,0.975306051464092,0.9963828913931908,0.9507206578374928,0.9914369206058548,0.0024707933740191,0.0028787780429493,0.0017350907819289
42,nf2018,nfunsw,lgbm,0.1,augment,0.97270589133985,0.9959907659087448,0.9456215273348756,0.9830560206038113,0.0029136878814298,0.0031232230722663,0.0007683166550499
42,nf2018,nfunsw,lgbm,0.1,weighted_augment,0.9748100680667772,0.996304029000488,0.9497857485579568,0.9811229403708304,0.0026538796861377,0.0029178476457645,0.0003677825238655
42,nf2018,nfunsw,lgbm,1.0,oracle,0.9798681663011298,0.997056946373428,0.9597934609968418,0.9949149643102884,0.001952920662598,0.0022427095099194,0.0003271334072049
42,nf2018,nfunsw,mlp,0.0,zero_shot,0.4834544971102385,0.9266946731424766,-0.033032334682282,0.4879933803086185,0.0351525719267654,0.0647636438438227,0.0475407120110606
42,nf2018,nfunsw,mlp,0.01,calibrate,0.4903704413077457,0.9436782682911834,0.0,0.5207416955209903,0.0,0.036322075009553,0.0009328814727452
42,nf2018,nfunsw,mlp,0.01,buffer_only,0.9313144689915722,0.9899857729983284,0.8626405831034418,0.9437403422194246,0.0054123801220575,0.0073286040446975,0.0027076686432133
42,nf2018,nfunsw,mlp,0.01,augment,0.930133264265987,0.9899869341237464,0.8607315444256831,0.9494976704428908,0.0039267654751525,0.0076586263173786,0.0036278841605859
42,nf2018,nfunsw,mlp,0.01,weighted_augment,0.9493570090024058,0.9926787085018268,0.8987940179953132,0.961550078491531,0.003285091543156,0.0063241890942601,0.0055808081498637
42,nf2018,nfunsw,mlp,0.05,calibrate,0.4903704413077457,0.9436782682911834,0.0,0.5207038327242445,0.0,0.0363175061496751,0.0030496447490385
42,nf2018,nfunsw,mlp,0.05,buffer_only,0.9590883684811256,0.9939104725427776,0.9192555328304256,0.9643876086006452,0.0051455972101133,0.0052639261520071,0.0026136516394841
42,nf2018,nfunsw,mlp,0.05,augment,0.9587134160305772,0.9939253565250696,0.9177038556289716,0.9739480652794212,0.0041394943330427,0.0048248602800475,0.0009905908562204
42,nf2018,nfunsw,mlp,0.05,weighted_augment,0.964858727438164,0.9948580434949884,0.9297944642441852,0.9793343834706244,0.0031787271142109,0.0040754374259337,0.0020096502511006
42,nf2018,nfunsw,mlp,0.1,calibrate,0.4903704413077457,0.9436782682911834,0.0,0.5207039999266612,0.0,0.0363174021171217,0.0032960020792716
42,nf2018,nfunsw,mlp,0.1,buffer_only,0.966673208905082,0.9950569673209998,0.9341392732887436,0.9791375995533362,0.0042319093286835,0.0039683855938609,0.0004932612940212
42,nf2018,nfunsw,mlp,0.1,augment,0.9644623969773438,0.9947738152976348,0.9291817724639084,0.977729383368966,0.0036512641673931,0.0041881860599599,0.0006848416509225
42,nf2018,nfunsw,mlp,0.1,weighted_augment,0.9655894534357256,0.994978307587221,0.9312029938821752,0.9834052200505868,0.0028910200523103,0.003712611828061,0.0012020465381902
42,nf2018,nfunsw,mlp,1.0,oracle,0.9735323172093936,0.9961179888861664,0.9472162857484124,0.9912653969267582,0.002720139494333,0.002977269552521,0.0005074470861605
42,nfunsw,nf2018,rf,0.0,zero_shot,0.4225658409470092,0.7379644694975384,-0.1524378782505255,0.5004180396614296,0.186724507118938,0.1980800866049382,0.1636787962962963
42,nfunsw,nf2018,rf,0.01,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.527552653909995,0.0,0.1043040407855875,0.0822816900319874
42,nfunsw,nf2018,rf,0.01,buffer_only,0.9858824947717766,0.9941605528085816,0.972064569285344,0.9835454505238233,0.0004045638839141,0.0058425308271604,0.0054699222222218
42,nfunsw,nf2018,rf,0.01,augment,0.9857056852004672,0.9940853216953348,0.9716881844623894,0.9832727560365776,0.000557063042648,0.0059364070987654,0.0057045740740746
42,nfunsw,nf2018,rf,0.01,weighted_augment,0.9849059911679032,0.9937478592106196,0.9700266838654568,0.9829390207037164,0.0010737957292673,0.0061817175185185,0.0059033000000001
42,nfunsw,nf2018,rf,0.05,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.527552653909995,0.0,0.1043094997027264,0.0827022353661503
42,nfunsw,nf2018,rf,0.05,buffer_only,0.9877560353859072,0.9949328089276732,0.9757787155533706,0.984168237748813,0.0001361149515972,0.0053063685308641,0.0053268037037037
42,nfunsw,nf2018,rf,0.05,augment,0.9876703784498492,0.9948971505059336,0.975604848056962,0.984049653074884,0.0001688833658706,0.0053240401851851,0.005430211111111
42,nfunsw,nf2018,rf,0.05,weighted_augment,0.9866059535491544,0.9944505298266958,0.9734127908929878,0.9835074689774892,0.0007612354700439,0.0056206809753086,0.005787537037037
42,nfunsw,nf2018,rf,0.1,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.527552653909995,0.0,0.1043081833335157,0.0823426689777135
42,nfunsw,nf2018,rf,0.1,buffer_only,0.9882010528613347,0.995115719646786,0.9766532810883258,0.9844137911143996,0.000113429126331,0.0051242709012345,0.0053420407407405
42,nfunsw,nf2018,rf,0.1,augment,0.9882073502679498,0.9951181465082536,0.9766636810502516,0.9842985621277588,0.0001235117153382,0.0051353000246913,0.0054177259259258
42,nfunsw,nf2018,rf,0.1,weighted_augment,0.9876298427128588,0.9948759367012148,0.9754734220139016,0.9839628826565224,0.0004499355344465,0.0053112656543209,0.0057253777777779
42,nfunsw,nf2018,rf,1.0,oracle,0.9888493684091012,0.9953821856048092,0.9779260631698198,0.9852800623709808,9.200362469074808e-05,0.0048138578641975,0.0050995592592596
42,nfunsw,nf2018,lgbm,0.0,zero_shot,0.4489806099478844,0.7794059190145803,-0.1012843997477991,0.4320335033511931,0.1068325924730952,0.1830388878917427,0.1808071769211798
42,nfunsw,nf2018,lgbm,0.01,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.647123008360058,0.0,0.1024526177930889,0.0431097104881635
42,nfunsw,nf2018,lgbm,0.01,buffer_only,0.986309234763166,0.9943352083808,0.97289722912403,0.9851015898933768,0.0004083448547918,0.0054822911134397,0.0049484266403338
42,nfunsw,nf2018,lgbm,0.01,augment,0.9858217837179069,0.9941345510647308,0.9719333012735528,0.985297926972452,0.0004663197415832,0.0056765201248446,0.0025966798659452
42,nfunsw,nf2018,lgbm,0.01,weighted_augment,0.9760882986435048,0.990023406682672,0.9521780406789964,0.9740170199694824,0.0054496393583944,0.0093571427599872,0.0087230276973722
42,nfunsw,nf2018,lgbm,0.05,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.647123008360058,0.0,0.1024669053588802,0.045239631763202
42,nfunsw,nf2018,lgbm,0.05,buffer_only,0.9876576055811962,0.9948917072116988,0.9755774175570824,0.9869871368076432,0.0001814866021296,0.0049987343022596,0.0027520461291311
42,nfunsw,nf2018,lgbm,0.05,augment,0.987104091267018,0.9946611632126156,0.9744538089311158,0.986397950019268,0.0003957416185328,0.0052070971317386,0.0013945179288052
42,nfunsw,nf2018,lgbm,0.05,weighted_augment,0.9832501366433152,0.993048914230511,0.9666238972696536,0.9740099242765242,0.002054327510218,0.0065357556455616,0.0038303797316325
42,nfunsw,nf2018,lgbm,0.1,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.647123008360058,0.0,0.1024817141395943,0.0462777122448529
42,nfunsw,nf2018,lgbm,0.1,buffer_only,0.9882240831569036,0.9951249736318304,0.976695937075325,0.987492287613525,0.00012603236259,0.0048042906578679,0.0017025693518333
42,nfunsw,nf2018,lgbm,0.1,augment,0.9870566244954002,0.9946384937680254,0.974326786983324,0.982342044905445,0.000583529838792,0.0051791929560342,0.0009561735052418
42,nfunsw,nf2018,lgbm,0.1,weighted_augment,0.9874153248900132,0.9947883687655492,0.9750581451871742,0.9851835389122736,0.0004222084146767,0.0050961807912205,0.0018646997295426
42,nfunsw,nf2018,lgbm,1.0,oracle,0.9878843458694138,0.9949818418805516,0.975987840543454,0.9848699790001536,0.0003604525570075,0.0048746506885122,0.0003435315656506
42,nfunsw,nf2018,mlp,0.0,zero_shot,0.4683920869241773,0.7441704438985615,-0.052118316501075,0.4852055832003739,0.2095678728383874,0.251284726146906,0.2563766956133381
42,nfunsw,nf2018,mlp,0.01,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.5120663490742305,0.0,0.1042463545401431,0.0175114946605056
42,nfunsw,nf2018,mlp,0.01,buffer_only,0.9802328151290556,0.9918343611513613,0.960853333899183,0.980792468624297,0.0013031746291812,0.0079762619552505,0.0028550445384776
42,nfunsw,nf2018,mlp,0.01,augment,0.9821513736339168,0.9926111129033022,0.9645491645660532,0.9815995427152812,0.0015338138527211,0.0069780093693971,0.0031418931168154
42,nfunsw,nf2018,mlp,0.01,weighted_augment,0.9848112895792936,0.9937169274492568,0.9699160537975354,0.9822439089420304,0.0006805747579863,0.006063567196992,0.0031589947861955
42,nfunsw,nf2018,mlp,0.05,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.5120578774143024,0.0,0.1042352137741033,0.0186491328868924
42,nfunsw,nf2018,mlp,0.05,buffer_only,0.984773789530078,0.9937029772686852,0.9698572673293718,0.9839675340050872,0.0006112569585618,0.006015834539249,0.0012723393972769
42,nfunsw,nf2018,mlp,0.05,augment,0.9860128378172086,0.9942155343414438,0.9723374904715174,0.984047760675696,0.000316341230101,0.0055978476929002,0.0009280762316436
42,nfunsw,nf2018,mlp,0.05,weighted_augment,0.9863749024927004,0.9943644593203478,0.9730523093398205,0.9845498251152612,0.0002772711976981,0.0055653903751009,0.0018029270373521
42,nfunsw,nf2018,mlp,0.1,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.5120589463840591,0.0,0.1042312640645699,0.0187490641996345
42,nfunsw,nf2018,mlp,0.1,buffer_only,0.9855602301367914,0.9940293723662572,0.9714434853189052,0.9850107561797796,0.0003680144987629,0.0057512636742915,0.0009130258643906
42,nfunsw,nf2018,mlp,0.1,augment,0.985787096228698,0.9941217438009364,0.9718809957653454,0.984407927370276,0.0003919606476551,0.0056533553361022,0.0016173430488953
42,nfunsw,nf2018,mlp,0.1,weighted_augment,0.9862692365720768,0.994321837226808,0.9728535702626788,0.985798372107888,0.0002419821361729,0.00546705285218,0.0002509646921946
42,nfunsw,nf2018,mlp,1.0,oracle,0.987101913361502,0.994663466346974,0.9744861830318816,0.9862231375941376,0.0002079533982736,0.0051696409953055,0.0003710895646303
43,nf2018,nfunsw,rf,0.0,zero_shot,0.4909070354400403,0.9437265157375114,0.020824868577831,0.4881413813957507,3.4873583260680037e-06,0.0559149807912283,0.1341725612838856
43,nf2018,nfunsw,rf,0.01,calibrate,0.4903704413077457,0.9436782682911834,0.0,0.558858925022092,0.0,0.0360619904675079,0.0089391800040227
43,nf2018,nfunsw,rf,0.01,buffer_only,0.9661056765552116,0.9949602793790772,0.933210654343754,0.986589947328874,0.0044969485614646,0.0037011518551825,0.0006125704110351
43,nf2018,nfunsw,rf,0.01,augment,0.9654882299797484,0.994912149710843,0.931359348900454,0.9858992202852964,0.0037890148212728,0.0038651039779158,0.0012597143739179
43,nf2018,nfunsw,rf,0.05,calibrate,0.4903704413077457,0.9436782682911834,0.0,0.558858925022092,0.0,0.0360083993041782,0.0179014778660489
43,nf2018,nfunsw,rf,0.05,buffer_only,0.9723891756156544,0.9959442435073548,0.9449879663323988,0.99003370571362,0.0029380993897122,0.0030172186392195,0.0005905858377067
43,nf2018,nfunsw,rf,0.05,augment,0.9721851854098512,0.9959201895640954,0.944523520674746,0.9904192768644184,0.0028282476024411,0.0030697001015619,0.0005583555919452
43,nf2018,nfunsw,rf,0.1,calibrate,0.4903704413077457,0.9436782682911834,0.0,0.558858925022092,0.0,0.0360615605646904,0.0088657555463959
43,nf2018,nfunsw,rf,0.1,buffer_only,0.9756590430064456,0.99643036847075,0.9514658302133068,0.9921388633482006,0.0025457715780296,0.0027089209308499,0.0004706633737345
43,nf2018,nfunsw,rf,0.1,augment,0.9750928213503064,0.9963497650807814,0.9503105307590376,0.9921337524165434,0.0025318221447253,0.0027492372231095,0.0005062939299979
43,nf2018,nfunsw,lgbm,0.0,zero_shot,0.495041366825705,0.899736541405985,0.0037403074510768,0.5088326384776948,0.0950235396687009,0.1183591401015959,0.1190612056950567
43,nf2018,nfunsw,lgbm,0.01,calibrate,0.4903704413077457,0.9436782682911834,0.0,0.5073875787503992,0.0,0.0363608170361005,1.722899297995628e-05
43,nf2018,nfunsw,lgbm,0.01,buffer_only,0.9674565473326744,0.9951836002918776,0.9355446760765692,0.9850864703934186,0.0039790758500435,0.0044673840751424,0.0041751676525796
43,nf2018,nfunsw,lgbm,0.01,augment,0.931569190559936,0.9898142503813034,0.864158724010612,0.874812838789875,0.0073234524847428,0.0090992041437998,0.0053293452941952
43,nf2018,nfunsw,lgbm,0.05,calibrate,0.4903704413077457,0.9436782682911834,0.0,0.5073879189070589,0.0,0.03636173575354,3.2340760148907854e-05
43,nf2018,nfunsw,lgbm,0.05,buffer_only,0.971760788121486,0.9958540857306576,0.9437098100548076,0.9890029184976994,0.0029415867480383,0.0034580225360286,0.0028448598817334
43,nf2018,nfunsw,lgbm,0.05,augment,0.9640728328350948,0.99471864316614,0.9283843768918788,0.9623691112614884,0.003646033129904,0.0041960996826722,0.0014290078169289
43,nf2018,nfunsw,lgbm,0.1,calibrate,0.4903704413077457,0.9436782682911834,0.0,0.5074242878571888,0.0,0.036360576737143,9.789269170057402e-05
43,nf2018,nfunsw,lgbm,0.1,buffer_only,0.9749924896989816,0.9963332381785206,0.950126596515632,0.9917256307894402,0.0025823888404533,0.0028562931952813,0.0016884869501268
43,nf2018,nfunsw,lgbm,0.1,augment,0.9727936860862076,0.9960013412877056,0.945822197447134,0.983918432705806,0.0029572798605056,0.0030030638572906,0.0008932537494837
43,nf2018,nfunsw,mlp,0.0,zero_shot,0.4871493270584891,0.929470855296792,-0.0253423920233327,0.4720452415619099,0.0300627724498692,0.0630490872430768,0.0419064658417781
43,nf2018,nfunsw,mlp,0.01,calibrate,0.4903704413077457,0.9436782682911834,0.0,0.5551655709081595,0.0,0.0361113114793601,0.0050120548894433
43,nf2018,nfunsw,mlp,0.01,buffer_only,0.931584855242878,0.9899928311943098,0.8632335436358136,0.9358340532875392,0.0056913687881429,0.0076487910836029,0.001885218057008
43,nf2018,nfunsw,mlp,0.01,augment,0.9322665574449718,0.9901573623107224,0.8645348826613594,0.9315952051679552,0.0050340017436791,0.007963332286682,0.0018437076869569
43,nf2018,nfunsw,mlp,0.05,calibrate,0.4903704413077457,0.9436782682911834,0.0,0.5551959391964701,0.0,0.0359343026473633,0.0056051531551864
43,nf2018,nfunsw,mlp,0.05,buffer_only,0.9624518340470144,0.994421068917476,0.9258329485034033,0.974432819954969,0.004720139494333,0.0044608732951457,0.0006600458806599
43,nf2018,nfunsw,mlp,0.05,augment,0.9543940145378956,0.9933646638278136,0.9087882198414676,0.9680450227386924,0.0034734088927637,0.0052517412856219,0.0008723163487824
43,nf2018,nfunsw,mlp,0.1,calibrate,0.4903704413077457,0.9436782682911834,0.0,0.5552004827184919,0.0,0.0359099444733182,0.00571402715237
43,nf2018,nfunsw,mlp,0.1,buffer_only,0.9667241867323214,0.995074127817088,0.9340947177526524,0.9805422254786058,0.004055797733217,0.0038735566820769,0.0006047247343397
43,nf2018,nfunsw,mlp,0.1,augment,0.9607354136666008,0.9941973438549014,0.92199603451748,0.9770393341208612,0.0043748910200523,0.0043297894880932,0.0007486339959161
43,nfunsw,nf2018,rf,0.0,zero_shot,0.3762567714424761,0.6559544447144708,-0.2228124967563244,0.5009933402145426,0.3312722840971104,0.2136937079999999,0.1123260518518518
43,nfunsw,nf2018,rf,0.01,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.5261831827207879,0.0,0.1043759905665571,0.049940984915657
43,nfunsw,nf2018,rf,0.01,buffer_only,0.9861236380297884,0.994263097935826,0.9725797144454422,0.9829957088397936,0.0001953501620146,0.0058856962345679,0.0058719000000001
43,nfunsw,nf2018,rf,0.01,augment,0.986109349105674,0.994255129053654,0.9725268835181716,0.9829040100646194,0.0003112999355974,0.0059324033333333,0.0060402
43,nfunsw,nf2018,rf,0.05,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.5261831827207879,0.0,0.1043563847591648,0.036124643908867
43,nfunsw,nf2018,rf,0.05,buffer_only,0.9879459044429176,0.9950107835422142,0.9761511440487112,0.9842724549116192,0.0001298133334677,0.0052517416419753,0.0055523296296293
43,nfunsw,nf2018,rf,0.05,augment,0.987894157761872,0.9949888727117524,0.9760416951601342,0.9841170672245484,0.0001726643367483,0.0052779588518518,0.005653462962963
43,nfunsw,nf2018,rf,0.1,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.5261831827207879,0.0,0.1043417145754442,0.0194418728029945
43,nfunsw,nf2018,rf,0.1,buffer_only,0.9882237894207804,0.9951249119487244,0.9766960790160448,0.984698950889499,0.0001222513917123,0.0050841785185185,0.0051304962962966
43,nfunsw,nf2018,rf,0.1,augment,0.9882823450400616,0.995148804879648,0.9768089734663844,0.9846519150682396,0.0001310736570936,0.0050970513209876,0.0052478925925928
43,nfunsw,nf2018,lgbm,0.0,zero_shot,0.4533977786209627,0.7851643302845809,-0.0915525562667357,0.4070528962288955,0.0957619097431838,0.1677514855895978,0.162466988170499
43,nfunsw,nf2018,lgbm,0.01,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.7572114318991455,0.0,0.1015741743105682,0.0776710729861188
43,nfunsw,nf2018,lgbm,0.01,buffer_only,0.986088229084354,0.9942462762981904,0.972483276288828,0.9852377243382212,0.0003226428482305,0.0055804607546045,0.0051127835614242
43,nfunsw,nf2018,lgbm,0.01,augment,0.985843357514637,0.9941412910999096,0.97195303618248,0.9855647013898112,0.0005784885442884,0.005699208591468,0.0023219196419419
43,nfunsw,nf2018,lgbm,0.05,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.7572114318991455,0.0,0.101494383296818,0.0767041353722374
43,nfunsw,nf2018,lgbm,0.05,buffer_only,0.988048494377108,0.9950516545317828,0.9763372176268776,0.9872174598329632,0.0002066930746477,0.004855553197141,0.0027862170097673
43,nfunsw,nf2018,lgbm,0.05,augment,0.987448088701072,0.9948029802210124,0.9751352180734556,0.9859015782026618,0.0003516302916262,0.005068071386733,0.0013037184281262
43,nfunsw,nf2018,lgbm,0.1,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.7572114318991455,0.0,0.1013925696648392,0.076261055381733
43,nfunsw,nf2018,lgbm,0.1,buffer_only,0.9881598016796678,0.9950982216397944,0.9765656505731356,0.9874560379623152,0.0001499785114821,0.0047897038892306,0.0016075613224371
43,nfunsw,nf2018,lgbm,0.1,augment,0.9860917687762292,0.9942376324494028,0.97238556133158,0.9796514407190507,0.0008734042727491,0.0056456413815414,0.001272488225511
43,nfunsw,nf2018,mlp,0.0,zero_shot,0.5169668712010841,0.7659620300036208,0.0500432021939958,0.4637423337307308,0.1987795026006778,0.2375846508168217,0.2275502275648539
43,nfunsw,nf2018,mlp,0.01,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.4715757682650582,0.0,0.1043254835653899,0.0094999765072579
43,nfunsw,nf2018,mlp,0.01,buffer_only,0.9681401834607444,0.9869107942817028,0.9371677054005424,0.9775504501688006,0.0023492432386788,0.0119935951247249,0.0051159378127691
43,nfunsw,nf2018,mlp,0.01,augment,0.9814447133195195,0.9923345915580748,0.96327409559472,0.982753912152548,0.0010385066677421,0.0069594662167932,0.0044778443683669
43,nfunsw,nf2018,mlp,0.05,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.4716705664960059,0.0,0.1043255440929159,0.0170249715237865
43,nfunsw,nf2018,mlp,0.05,buffer_only,0.9855222630887563,0.9940087012276906,0.971313736835567,0.985089152932832,0.0006377237547057,0.0057623056327295,0.0013873141344978
43,nfunsw,nf2018,mlp,0.05,augment,0.9845369147978276,0.9936018802495734,0.9693517861582288,0.9829807731410208,0.0008204706804613,0.0060888586773321,0.0014735396362684
43,nfunsw,nf2018,mlp,0.1,calibrate,0.4685396118095222,0.8261363319365111,0.0,0.4715570625655857,0.0,0.1043257653250971,0.0257235324335783
43,nfunsw,nf2018,mlp,0.1,buffer_only,0.986275187568756,0.9943230877338836,0.9728513526137949,0.9850390077858174,0.0003075189647197,0.0055265946533238,0.0010378313980999
43,nfunsw,nf2018,mlp,0.1,augment,0.9863636086656647,0.9943615341756424,0.973050386315444,0.9851614148899632,0.0001827469257555,0.0054707504586756,0.0007478715624257
