seed,source,target,model,budget,strategy,n_train,macro_f1,weighted_f1,mcc,auprc_macro,fp_rate,brier,ece,mcc_best_thr,thr_best,buffer_est,thr_applied,single_class_buffer,fit_s
42,nf2018v2,nfunswv2,rf,0.1,rethreshold,139072,0.07550494894476081,0.9436911708691015,0.035150879869758504,0.482504028346021,0.9606426871472963,0.07024142205555556,0.17243268333333336,0.035150879869758504,0.02,0.03328799662855335,0.02,0,
42,nf2018v2,nftonv2,rf,0,zero_shot,249999,0.2772332725386562,0.2247675123618267,-0.10391177406559164,0.5745387800434103,0.16703769935403817,0.5436683319527708,0.5687160269134679,0.289746575725313,0.0033333333333333335,,,,179
42,nf2018v2,nftonv2,rf,0.0001,calibrate,213,0.42062190755396933,0.6107334447783608,0.0,0.5002462167402513,1.0,0.19894697960048607,0.14414438643059999,0.3231021574532543,0.6805995773851158,,,0,
42,nf2018v2,nftonv2,rf,0.0001,rethreshold,213,0.6448723582311443,0.2247675123618267,0.289746575725313,0.5745387800434103,0.5143790372614138,0.5436683319527708,0.5687160269134679,0.289746575725313,0.0033333333333333335,0.249986149805007,0.0033333333333333335,0,
42,nf2018v2,nftonv2,rf,0.001,calibrate,2100,0.42062190755396933,0.6107334447783608,0.0,0.5002462167402513,1.0,0.1989059280933146,0.15213934924299533,0.3231021574532543,0.6962914499717513,,,0,
42,nf2018v2,nftonv2,rf,0.001,rethreshold,2100,0.6448723582311443,0.2247675123618267,0.289746575725313,0.5745387800434103,0.5143790372614138,0.5436683319527708,0.5687160269134679,0.289746575725313,0.0033333333333333335,0.26799230206406754,0.0033333333333333335,0,
42,nf2018v2,nftonv2,rf,0.01,calibrate,21000,0.42062190755396933,0.6107334447783608,0.0,0.5002462167402513,1.0,0.1989015074801545,4.112555585344957e-05,0.3231021574532543,0.702458801011598,,,0,
42,nf2018v2,nftonv2,rf,0.01,rethreshold,21000,0.6448723582311443,0.2247675123618267,0.289746575725313,0.5745387800434103,0.5143790372614138,0.5436683319527708,0.5687160269134679,0.289746575725313,0.0033333333333333335,0.29326796628716684,0.0033333333333333335,0,
42,nf2018v2,nftonv2,rf,0.05,calibrate,105000,0.42062190755396933,0.6107334447783608,0.0,0.5002462167402513,1.0,0.1989094495980655,5.568285609491852e-06,0.3231021574532543,0.7161246033020325,,,0,
42,nf2018v2,nftonv2,rf,0.05,rethreshold,105000,0.6448723582311443,0.2247675123618267,0.289746575725313,0.5745387800434103,0.5143790372614138,0.5436683319527708,0.5687160269134679,0.289746575725313,0.0033333333333333335,0.29437108098483816,0.0033333333333333335,0,
42,nf2018v2,nftonv2,rf,0.1,calibrate,210000,0.42062190755396933,0.6107334447783608,0.0,0.5002462167402513,1.0,0.19890949244453143,5.738457507065142e-06,0.3231021574532543,0.7161546266875317,,,0,
42,nf2018v2,nftonv2,rf,0.1,rethreshold,210000,0.6448723582311443,0.2247675123618267,0.289746575725313,0.5745387800434103,0.5143790372614138,0.5436683319527708,0.5687160269134679,0.289746575725313,0.0033333333333333335,0.2949454266290624,0.0033333333333333335,0,
42,nf2018v2,nfbotv2,rf,0,zero_shot,249999,0.04942952056622739,0.0897631688794609,0.014045895673138357,0.5141361806847943,0.0011918951132300357,0.6092299578888889,0.7367188000000001,0.1770706314836578,0.013333333333333334,,,,179
42,nf2018v2,nfbotv2,rf,0.0001,calibrate,211,0.49894904562319464,0.9937119087536106,0.0,0.5141361806847943,1.0,0.004177813283184552,0.0005956636815108718,0.1770706314836578,0.9951774245439738,,,0,
42,nf2018v2,nfbotv2,rf,0.0001,rethreshold,211,0.33487419804661456,0.0897631688794609,-0.03600570518080927,0.5141361806847943,0.7794994040524433,0.6092299578888889,0.7367188000000001,0.1770706314836578,0.013333333333333334,0.0693343798979097,0.19,0,
42,nf2018v2,nfbotv2,rf,0.001,calibrate,2101,0.49894904562319464,0.9937119087536106,0.0,0.5034378693890359,1.0,0.004177183924075483,7.645106263487467e-05,0.06977573228126333,0.9956443694900772,,,0,
42,nf2018v2,nfbotv2,rf,0.001,rethreshold,2101,0.5564274622858929,0.0897631688794609,0.13453131514057917,0.5141361806847943,0.9249106078665077,0.6092299578888889,0.7367188000000001,0.1770706314836578,0.013333333333333334,0.33269780685756056,0.016666666666666666,0,
42,nf2018v2,nfbotv2,rf,0.01,calibrate,21000,0.49894904562319464,0.9937119087536106,0.0,0.5034378693890359,1.0,0.004175997735017211,2.845720238231486e-06,0.06977573228126333,0.9949930466861864,,,0,
42,nf2018v2,nfbotv2,rf,0.01,rethreshold,21000,0.56199583263255,0.0897631688794609,0.1770706314836578,0.5141361806847943,0.9261025029797377,0.6092299578888889,0.7367188000000001,0.1770706314836578,0.013333333333333334,0.08400314890736434,0.013333333333333334,0,
42,nf2018v2,nfbotv2,rf,0.05,calibrate,105000,0.49894904562319464,0.9937119087536106,0.0,0.5034378693890359,1.0,0.004176921456021779,2.9984424086526573e-05,0.06977573228126333,0.9944472506044338,,,0,
42,nf2018v2,nfbotv2,rf,0.05,rethreshold,105000,0.56199583263255,0.0897631688794609,0.1770706314836578,0.5141361806847943,0.9261025029797377,0.6092299578888889,0.7367188000000001,0.1770706314836578,0.013333333333333334,0.11915212588883824,0.013333333333333334,0,
42,nf2018v2,nfbotv2,rf,0.1,calibrate,210001,0.49894904562319464,0.9937119087536106,0.0,0.5034378693890359,1.0,0.004176201701964848,1.8044885039980585e-05,0.06977573228126333,0.9947344987724653,,,0,
42,nf2018v2,nfbotv2,rf,0.1,rethreshold,210001,0.56199583263255,0.0897631688794609,0.1770706314836578,0.5141361806847943,0.9261025029797377,0.6092299578888889,0.7367188000000001,0.1770706314836578,0.013333333333333334,0.1506511291514737,0.013333333333333334,0,
42,nf2018v2,nf2018v2,lgbm,0,in_domain,249999,0.9884304423158621,0.9952096972137982,0.9771010127012018,0.9876854383019344,0.00011910028243781263,0.004707917336759448,0.001484195722557914,0.9771980359431484,0.4879350140426531,,,,9
42,nf2018v2,nfunswv2,lgbm,0,zero_shot,249999,0.5229656159971565,0.9463616587623261,0.13982493245919478,0.4971670698700526,0.0008210265950260339,0.038379585545913496,0.03917741717952016,0.14038199353569736,0.6269026400140946,,,,9
42,nf2018v2,nfunswv2,lgbm,0.0001,calibrate,144,0.49037055157195203,0.943678896856096,0.0,0.5594734817208111,0.0,0.03737695686529453,0.033996007170331334,0.24388567980464845,0.06956936661862165,,,0,
42,nf2018v2,nfunswv2,lgbm,0.0001,rethreshold,144,0.49037055157195203,0.9463616587623261,0.0,0.4971670698700526,0.0,0.038379585545913496,0.03917741717952016,0.14038199353569736,0.6269026400140946,0.0,inf,0,
42,nf2018v2,nfunswv2,lgbm,0.001,calibrate,1392,0.49037055157195203,0.943678896856096,0.0,0.5594734817208111,0.0,0.036385714340923185,0.0034844528219929224,0.24388567980464845,0.03898519961621753,,,0,
42,nf2018v2,nfunswv2,lgbm,0.001,rethreshold,1392,0.5132535884610294,0.9463616587623261,0.026534427002699236,0.4971670698700526,0.03851030440340466,0.038379585545913496,0.03917741717952016,0.14038199353569736,0.6269026400140946,0.022188627934443435,0.12114636304791523,0,
42,nf2018v2,nfunswv2,lgbm,0.01,calibrate,13907,0.49037055157195203,0.943678896856096,0.0,0.4971670698700526,0.0,0.03600528897509743,0.0016861411680971613,0.14038199353569736,0.14348646348159275,,,0,
42,nf2018v2,nfunswv2,lgbm,0.01,rethreshold,13907,0.517087329866619,0.9463616587623261,0.13269456619852604,0.4971670698700526,0.0004988516020411344,0.038379585545913496,0.03917741717952016,0.14038199353569736,0.6269026400140946,0.13567010286202374,0.7578504142916874,0,
42,nf2018v2,nfunswv2,lgbm,0.05,calibrate,69537,0.49037055157195203,0.943678896856096,0.0,0.4971670698700526,0.0,0.03592155813960954,0.0015074269190864802,0.14038199353569736,0.17544342868827192,,,0,
42,nf2018v2,nfunswv2,lgbm,0.05,rethreshold,69537,0.5221860197042538,0.9463616587623261,0.1400149369137676,0.4971670698700526,0.0007430810322071066,0.038379585545913496,0.03917741717952016,0.14038199353569736,0.6269026400140946,0.12321168886006047,0.5585746254043137,0,
42,nf2018v2,nfunswv2,lgbm,0.1,calibrate,139072,0.49037055157195203,0.943678896856096,0.0,0.4971670698700526,0.0,0.03591178511244782,0.0014286243374534667,0.14038199353569736,0.179608800379589,,,0,
42,nf2018v2,nfunswv2,lgbm,0.1,rethreshold,139072,0.5225069862776242,0.9463616587623261,0.13942121613742034,0.4971670698700526,0.0007898483698984629,0.038379585545913496,0.03917741717952016,0.14038199353569736,0.6269026400140946,0.12324154517883305,0.5231411182060306,0,
42,nf2018v2,nftonv2,lgbm,0,zero_shot,249999,0.39051857471335655,0.37414445234653504,0.059200855397791845,0.6894333094193617,0.17501186088098974,0.5689354021866492,0.5671041344722694,0.4771420726765807,0.0002351938611200719,,,,9
42,nf2018v2,nftonv2,lgbm,0.0001,calibrate,213,0.42062190755396933,0.6107334447783608,0.0,0.6894333094193617,1.0,0.19852549329332603,0.017425522052638504,0.4771420726765807,0.7239566972794589,,,0,
42,nf2018v2,nftonv2,lgbm,0.0001,rethreshold,213,0.7133265509979083,0.37414445234653504,0.4761583795939519,0.6894333094193617,0.5816028612094449,0.5689354021866492,0.5671041344722694,0.4771420726765807,0.0002351938611200719,0.4055092844041108,0.00023600236756615825,0,
42,nf2018v2,nftonv2,lgbm,0.001,calibrate,2100,0.42062190755396933,0.6107334447783608,0.0,0.6894333094193617,1.0,0.19777476160688942,0.02244729146539972,0.4771420726765807,0.70831990961866,,,0,
42,nf2018v2,nftonv2,lgbm,0.001,rethreshold,2100,0.7135733713053023,0.37414445234653504,0.4771420726765807,0.6894333094193617,0.5818765738476698,0.5689354021866492,0.5671041344722694,0.4771420726765807,0.0002351938611200719,0.4707003324178225,0.0002351938611200719,0,
42,nf2018v2,nftonv2,lgbm,0.01,calibrate,21000,0.42062190755396933,0.6107334447783608,0.0,0.6894333094193617,1.0,0.1977516859328715,0.019455184873970525,0.4771420726765807,0.7070149425976455,,,0,
42,nf2018v2,nftonv2,lgbm,0.01,rethreshold,21000,0.7135733713053023,0.37414445234653504,0.4771420726765807,0.6894333094193617,0.5818765738476698,0.5689354021866492,0.5671041344722694,0.4771420726765807,0.0002351938611200719,0.4756206462568688,0.0002351938611200719,0,
42,nf2018v2,nftonv2,lgbm,0.05,calibrate,105000,0.42062190755396933,0.6107334447783608,0.0,0.6894333094193617,1.0,0.19773288828916283,0.01656376053232563,0.4771420726765807,0.705811287507333,,,0,
42,nf2018v2,nftonv2,lgbm,0.05,rethreshold,105000,0.7135733713053023,0.37414445234653504,0.4771420726765807,0.6894333094193617,0.5818765738476698,0.5689354021866492,0.5671041344722694,0.4771420726765807,0.0002351938611200719,0.4798189796909683,0.0002351938611200719,0,
42,nf2018v2,nftonv2,lgbm,0.1,calibrate,210000,0.42062190755396933,0.6107334447783608,0.0,0.6894333094193617,1.0,0.1977350167266837,0.016835583681253662,0.4771420726765807,0.7059564900723252,,,0,
42,nf2018v2,nftonv2,lgbm,0.1,rethreshold,210000,0.7135733713053023,0.37414445234653504,0.4771420726765807,0.6894333094193617,0.5818765738476698,0.5689354021866492,0.5671041344722694,0.4771420726765807,0.0002351938611200719,0.47823715253621696,0.0002351938611200719,0,
42,nf2018v2,nfbotv2,lgbm,0,zero_shot,249999,0.16980458127603548,0.3300092708311367,-0.0015907870976558753,0.5376571789251455,0.20858164481525626,0.4880526504794962,0.569039099394422,0.2516226242911011,0.03431983900549515,,,,9
42,nf2018v2,nfbotv2,lgbm,0.0001,calibrate,211,0.49894904562319464,0.9937119087536106,0.0,0.5376571789251455,1.0,0.0041766369556548765,0.0005537068237266851,0.2516226242911011,0.9948378721704956,,,0,
42,nf2018v2,nfbotv2,lgbm,0.0001,rethreshold,211,0.6047065359011328,0.3300092708311367,0.24674407679919763,0.5376571789251455,0.5554231227651967,0.4880526504794962,0.569039099394422,0.2516226242911011,0.03431983900549515,0.7054211845550483,0.03981112583257874,0,
42,nf2018v2,nfbotv2,lgbm,0.001,calibrate,2101,0.49894904562319464,0.9937119087536106,0.0,0.5376571789251455,1.0,0.004172186495559541,0.00016326102877506354,0.2516226242911011,0.9936152235180586,,,0,
42,nf2018v2,nfbotv2,lgbm,0.001,rethreshold,2101,0.6047065359011328,0.3300092708311367,0.24674407679919763,0.5376571789251455,0.5554231227651967,0.4880526504794962,0.569039099394422,0.2516226242911011,0.03431983900549515,0.39606817739130445,0.03981112583257874,0,
42,nf2018v2,nfbotv2,lgbm,0.01,calibrate,21000,0.49894904562319464,0.9937119087536106,0.0,0.5376571789251455,1.0,0.004171993092216973,3.818525755694413e-05,0.2516226242911011,0.993692801848228,,,0,
42,nf2018v2,nfbotv2,lgbm,0.01,rethreshold,21000,0.6047065359011328,0.3300092708311367,0.24674407679919763,0.5376571789251455,0.5554231227651967,0.4880526504794962,0.569039099394422,0.2516226242911011,0.03431983900549515,0.2588780276428083,0.03981112583257874,0,
42,nf2018v2,nfbotv2,lgbm,0.05,calibrate,105000,0.49894904562319464,0.9937119087536106,0.0,0.5376571789251455,1.0,0.00416670580176476,5.508291696998402e-05,0.2516226242911011,0.9918917020804565,,,0,
42,nf2018v2,nfbotv2,lgbm,0.05,rethreshold,105000,0.6047065359011328,0.3300092708311367,0.24674407679919763,0.5376571789251455,0.5554231227651967,0.4880526504794962,0.569039099394422,0.2516226242911011,0.03431983900549515,0.25041424731009077,0.03981112583257874,0,
42,nf2018v2,nfbotv2,lgbm,0.1,calibrate,210001,0.49894904562319464,0.9937119087536106,0.0,0.5376571789251455,1.0,0.004165624566204499,5.015469597358102e-05,0.2516226242911011,0.9915073744280212,,,0,
42,nf2018v2,nfbotv2,lgbm,0.1,rethreshold,210001,0.6047065359011328,0.3300092708311367,0.24674407679919763,0.5376571789251455,0.5554231227651967,0.4880526504794962,0.569039099394422,0.2516226242911011,0.03431983900549515,0.2511121356944135,0.03981112583257874,0,
42,nf2018v2,nf2018v2,mlp,0,in_domain,249999,0.9845727758384921,0.9936267602249542,0.9695325588164551,0.9844199243166253,0.00031192931114665213,0.006014303186138338,0.0007311196166006191,0.9695569280417095,0.49868709269465705,,,,30
42,nf2018v2,nfunswv2,mlp,0,zero_shot,249999,0.48467871570150534,0.9181498377878126,-0.029812324021384014,0.48050208248097664,0.053584976252585195,0.07455404478960584,0.060391996640676904,0.06566264669141926,0.999999993950387,,,,30
42,nf2018v2,nfunswv2,mlp,0.0001,calibrate,144,0.49037055157195203,0.943678896856096,0.0,0.4803357841083887,0.0,0.03737140269970579,0.031607128387469596,0.06566264669141926,0.07160603722143569,,,0,
42,nf2018v2,nfunswv2,mlp,0.0001,rethreshold,144,0.5022462739225094,0.9181498377878126,0.050136855243122114,0.48050208248097664,0.001418609243304476,0.07455404478960584,0.060391996640676904,0.06566264669141926,0.999999993950387,0.30611483744878115,0.9999997839671211,0,
42,nf2018v2,nfunswv2,mlp,0.001,calibrate,1392,0.49037055157195203,0.943678896856096,0.0,0.5376367077485785,0.0,0.03624267231975014,0.0016174291252079192,0.208569732006218,0.04162561491917371,,,0,
42,nf2018v2,nfunswv2,mlp,0.001,rethreshold,1392,0.5022462739225094,0.9181498377878126,0.050136855243122114,0.48050208248097664,0.001418609243304476,0.07455404478960584,0.060391996640676904,0.06566264669141926,0.999999993950387,0.1282169241049143,0.9999997839671211,0,
42,nf2018v2,nfunswv2,mlp,0.01,calibrate,13907,0.49037055157195203,0.943678896856096,0.0,0.5376063798337258,0.0,0.03613088113448603,0.005116041728493472,0.208569732006218,0.043208465258398894,,,0,
42,nf2018v2,nfunswv2,mlp,0.01,rethreshold,13907,0.501815695045965,0.9181498377878126,0.06052590527909047,0.48050208248097664,0.0008054374824622483,0.07455404478960584,0.060391996640676904,0.06566264669141926,0.999999993950387,0.09024691830523761,0.999999954370329,0,
42,nf2018v2,nfunswv2,mlp,0.05,calibrate,69537,0.49037055157195203,0.943678896856096,0.0,0.5375894320303406,0.0,0.03599762146900191,0.006915995443361793,0.208569732006218,0.047165556602840615,,,0,
42,nf2018v2,nfunswv2,mlp,0.05,rethreshold,69537,0.501297394754605,0.9181498377878126,0.06522153865809446,0.48050208248097664,0.0005716007940054665,0.07455404478960584,0.060391996640676904,0.06566264669141926,0.999999993950387,0.07782454615417278,0.9999999997170981,0,
42,nf2018v2,nfunswv2,mlp,0.1,calibrate,139072,0.49037055157195203,0.943678896856096,0.0,0.5375892560744289,0.0,0.03597049326707965,0.007030254372716078,0.208569732006218,0.04786825927561261,,,0,
42,nf2018v2,nfunswv2,mlp,0.1,rethreshold,139072,0.5014234670680395,0.9181498377878126,0.06566264669141926,0.48050208248097664,0.0005767971648600618,0.07455404478960584,0.060391996640676904,0.06566264669141926,0.999999993950387,0.07217185097231163,0.9999999926519112,0,
42,nf2018v2,nftonv2,mlp,0,zero_shot,249999,0.3959680623350248,0.39113987933337835,0.016155447494915324,0.5592644535724319,0.24484507864676472,0.5420710725131835,0.5243761150203138,0.21402570848805536,1.5290449705437788e-42,,,,30
42,nf2018v2,nftonv2,mlp,0.0001,calibrate,213,0.42062190755396933,0.6107334447783608,0.0,0.5584424770241849,1.0,0.1988019564346668,0.0017943489375922806,0.20819689819611312,0.7230605622934407,,,0,
42,nf2018v2,nftonv2,mlp,0.0001,rethreshold,213,0.6034752338535363,0.39113987933337835,0.2074377733811745,0.5592644535724319,0.5551439728477063,0.5420710725131835,0.5243761150203138,0.21402570848805536,1.5290449705437788e-42,0.249986149805007,0.005654258276828858,0,
42,nf2018v2,nftonv2,mlp,0.001,calibrate,2100,0.42062190755396933,0.6107334447783608,0.0,0.5585634169340948,1.0,0.19884364404372806,0.016377457147454113,0.20819689819611312,0.7234930185697022,,,0,
42,nf2018v2,nftonv2,mlp,0.001,rethreshold,2100,0.6019753125398282,0.39113987933337835,0.203966766535336,0.5592644535724319,0.5815663661910149,0.5420710725131835,0.5243761150203138,0.21402570848805536,1.5290449705437788e-42,0.21927298645759088,0.004249277627909281,0,
42,nf2018v2,nftonv2,mlp,0.01,calibrate,21000,0.42062190755396933,0.6107334447783608,0.0,0.5588925548395572,1.0,0.19876415704765515,0.002542239360177628,0.20819689819611312,0.7187150553011862,,,0,
42,nf2018v2,nftonv2,mlp,0.01,rethreshold,21000,0.6023688152333945,0.39113987933337835,0.20767062257837363,0.5592644535724319,0.5251268201890442,0.5420710725131835,0.5243761150203138,0.21402570848805536,1.5290449705437788e-42,0.21066062548343736,0.007297633563809116,0,
42,nf2018v2,nftonv2,mlp,0.05,calibrate,105000,0.42062190755396933,0.6107334447783608,0.0,0.5586667087611032,1.0,0.19875443158549227,0.0035704369103765387,0.20819689819611312,0.7170189842226432,,,0,
42,nf2018v2,nftonv2,mlp,0.05,rethreshold,105000,0.4875958406897807,0.39113987933337835,0.21334715752916042,0.5592644535724319,0.9328126710703989,0.5420710725131835,0.5243761150203138,0.21402570848805536,1.5290449705437788e-42,0.2096268960577723,2.209772780273666e-42,0,
42,nf2018v2,nftonv2,mlp,0.1,calibrate,210000,0.42062190755396933,0.6107334447783608,0.0,0.5586666996472681,1.0,0.1987548892899256,0.0034560237771759676,0.20819689819611312,0.7172087237030403,,,0,
42,nf2018v2,nftonv2,mlp,0.1,rethreshold,210000,0.4875669100408426,0.39113987933337835,0.2133817210757615,0.5592644535724319,0.9328491660888288,0.5420710725131835,0.5243761150203138,0.21402570848805536,1.5290449705437788e-42,0.21213243497003864,2.1428606063673848e-42,0,
42,nf2018v2,nfbotv2,mlp,0,zero_shot,249999,0.1593721999445393,0.31237904673702865,-0.05298704483115231,0.533666844168806,0.5065554231227652,0.7274575423066602,0.7115381529285754,0.26605649415146393,8.317870326778077e-06,,,,30
42,nf2018v2,nfbotv2,mlp,0.0001,calibrate,211,0.49894904562319464,0.9937119087536106,0.0,0.6447285525020594,1.0,0.00416775402529465,0.0005281957620044686,0.40988135002120296,0.992120019145505,,,0,
42,nf2018v2,nfbotv2,mlp,0.0001,rethreshold,211,0.004177475490318116,0.31237904673702865,0.0,0.533666844168806,0.0,0.7274575423066602,0.7115381529285754,0.26605649415146393,8.317870326778077e-06,0.0,inf,0,
42,nf2018v2,nfbotv2,mlp,0.001,calibrate,2101,0.49894904562319464,0.9937119087536106,0.0,0.6447285525019355,1.0,0.004156462595177346,6.550071902078347e-05,0.40988135002120296,0.9884400201114709,,,0,
42,nf2018v2,nfbotv2,mlp,0.001,rethreshold,2101,0.003872481640573589,0.31237904673702865,-0.2897333402629172,0.533666844168806,0.11442193087008343,0.7274575423066602,0.7115381529285754,0.26605649415146393,8.317870326778077e-06,0.001431300316308817,0.9992513751787003,0,
42,nf2018v2,nfbotv2,mlp,0.01,calibrate,21000,0.49894904562319464,0.9937119087536106,0.0,0.6447285525019355,1.0,0.004146923503114396,8.020963209154353e-05,0.40988135002120296,0.9844354293327829,,,0,
42,nf2018v2,nfbotv2,mlp,0.01,rethreshold,21000,0.5711501535171541,0.31237904673702865,0.2607045136690821,0.533666844168806,0.9213349225268176,0.7274575423066602,0.7115381529285754,0.26605649415146393,8.317870326778077e-06,0.2814933996682814,8.487021805891494e-06,0,
42,nf2018v2,nfbotv2,mlp,0.05,calibrate,105000,0.49894904562319464,0.9937119087536106,0.0,0.6447285525019355,1.0,0.00414162729434682,0.00011413662463977126,0.40988135002120296,0.981918155257747,,,0,
42,nf2018v2,nfbotv2,mlp,0.05,rethreshold,105000,0.5713911929726092,0.31237904673702865,0.26605649415146393,0.533666844168806,0.9213349225268176,0.7274575423066602,0.7115381529285754,0.26605649415146393,8.317870326778077e-06,0.27558754030474586,8.30462675748181e-06,0,
42,nf2018v2,nfbotv2,mlp,0.1,calibrate,210001,0.49894904562319464,0.9937119087536106,0.0,0.6447285525019355,1.0,0.0041408963770797605,2.1508643506473746e-05,0.40988135002120296,0.9813489860316115,,,0,
42,nf2018v2,nfbotv2,mlp,0.1,rethreshold,210001,0.5713911929726092,0.31237904673702865,0.26605649415146393,0.533666844168806,0.9213349225268176,0.7274575423066602,0.7115381529285754,0.26605649415146393,8.317870326778077e-06,0.2981677461198002,8.30398126936407e-06,0,
42,nfunswv2,nf2018v2,rf,0,zero_shot,250002,0.35222852571984775,0.6087742512241946,-0.2515364848700282,0.5095274836806666,0.4070053651841517,0.21959388419724565,0.2005044808109293,0.2496680356179555,0.31,,,,50
42,nfunswv2,nf2018v2,rf,0.0001,calibrate,217,0.46853899442765923,0.8261331950887618,0.0,0.5095274836806666,0.0,0.10521952590417989,0.028977102890734407,0.2496680356179555,0.1470831457940175,,,0,
42,nfunswv2,nf2018v2,rf,0.0001,rethreshold,217,0.44909812637094726,0.6087742512241946,0.23573367993303873,0.5095274836806666,0.5690951781399939,0.21959388419724565,0.2005044808109293,0.2496680356179555,0.31,0.30534187264622914,0.32666666666666666,0,
42,nfunswv2,nf2018v2,rf,0.001,calibrate,2102,0.46853899442765923,0.8261331950887618,0.0,0.5095274836806666,0.0,0.10437910526831355,0.0010093848343318834,0.2496680356179555,0.11927789714721075,,,0,
42,nfunswv2,nf2018v2,rf,0.001,rethreshold,2102,0.44397460980130665,0.6087742512241946,0.2496680356179555,0.5095274836806666,0.5848447726318894,0.21959388419724565,0.2005044808109293,0.2496680356179555,0.31,0.26112643988766965,0.31,0,
42,nfunswv2,nf2018v2,rf,0.01,calibrate,21001,0.46853899442765923,0.8261331950887618,0.0,0.5227066836578621,0.0,0.10437676629076399,1.9041763565819103e-05,0.27970407007389264,0.11821416239780819,,,0,
42,nfunswv2,nf2018v2,rf,0.01,rethreshold,21001,0.44397460980130665,0.6087742512241946,0.2496680356179555,0.5095274836806666,0.5848447726318894,0.21959388419724565,0.2005044808109293,0.2496680356179555,0.31,0.25373888554663704,0.31,0,
42,nfunswv2,nf2018v2,rf,0.05,calibrate,105000,0.46853899442765923,0.8261331950887618,0.0,0.5227066836578621,0.0,0.10437671677378071,5.53417057115313e-05,0.27970407007389264,0.11809468981026996,,,0,
42,nfunswv2,nf2018v2,rf,0.05,rethreshold,105000,0.44397460980130665,0.6087742512241946,0.2496680356179555,0.5095274836806666,0.5848447726318894,0.21959388419724565,0.2005044808109293,0.2496680356179555,0.31,0.2520825429013567,0.31,0,
42,nfunswv2,nf2018v2,rf,0.1,calibrate,210000,0.46853899442765923,0.8261331950887618,0.0,0.5227066836578621,0.0,0.10437674124097215,5.55885177547788e-05,0.27970407007389264,0.11803872026714923,,,0,
42,nfunswv2,nf2018v2,rf,0.1,rethreshold,210000,0.44397460980130665,0.6087742512241946,0.2496680356179555,0.5095274836806666,0.5848447726318894,0.21959388419724565,0.2005044808109293,0.2496680356179555,0.31,0.2511665669414032,0.31,0,
42,nfunswv2,nfunswv2,rf,0,in_domain,250002,0.9772486117707236,0.9966654152140437,0.9546258462155925,0.9918375852102627,0.002374741480549984,0.002633185222222222,0.0007102000000000819,0.9552873264725891,0.4666666666666667,,,,50
42,nfunswv2,nftonv2,rf,0,zero_shot,250002,0.22078412947580991,0.13205171693281917,-0.10484183535530633,0.7143160311015387,0.04713331630232473,0.4521943065826441,0.5264735823679119,0.5648249566571932,0.08666666666666667,,,,50
