seed,target,source,model,budget,rule,strategy,n_labels,n_fit,n_threshold,n_benign_fit,n_benign_threshold,mcc_at_threshold,mcc_at_half,mcc_at_mcc_opt,tpr_dep,fpr_dep,tpr_oracle,thr,fit_s
42,nfunswv2,any,mlp,0.0001,diversity,retrain_diversity,139,97,42,90,39,0.62714,0.71516,,0.49947,0.00448,0.80048,0.98655,0.3
42,nfunswv2,any,mlp,0.0001,uniform,retrain_uniform,139,97,42,95,41,0.14043,0.63246,,0.02117,3e-05,0.56682,0.98447,0.1
42,nfunswv2,any,mlp,0.0001,stratified,retrain_stratified,144,101,43,94,40,0.48222,0.67581,,0.29108,0.0023,0.81807,0.99853,0.2
42,nfunswv2,any,mlp,0.001,diversity,retrain_diversity,1391,973,418,899,386,0.62427,0.83517,,0.46295,0.00277,0.99153,0.66509,0.7
42,nfunswv2,any,mlp,0.001,uniform,retrain_uniform,1391,974,417,937,401,0.81477,0.80988,,0.80061,0.00585,0.88859,0.36894,1.4
42,nfunswv2,any,mlp,0.001,stratified,retrain_stratified,1392,975,417,937,401,0.77299,0.78422,,0.72837,0.00556,0.91929,0.56603,0.6
42,nfunswv2,any,mlp,0.01,uniform,retrain_uniform,13907,9734,4173,9355,4010,0.79252,0.72616,,0.81503,0.0087,0.89005,0.08103,0.7
42,nfunswv2,any,mlp,0.01,stratified,retrain_stratified,13907,9734,4173,9367,4015,0.71061,0.68055,,0.69675,0.0093,0.69767,0.12735,0.6
42,nftonv2,any,rf,0.0001,diversity,retrain_diversity,210,147,63,41,18,0.83253,0.855,,0.92861,0.06735,0.84431,0.62667,0.6
42,nftonv2,any,rf,0.0001,uniform,retrain_uniform,210,147,63,37,16,0.83062,0.82459,,0.91681,0.04699,0.7809,0.73667,0.7
42,nftonv2,any,rf,0.0001,stratified,retrain_stratified,213,150,63,41,17,0.80811,0.87197,,0.88116,0.01327,0.82837,0.85667,0.7
42,nftonv2,any,rf,0.001,diversity,retrain_diversity,2100,1470,630,410,176,0.90487,0.93377,,0.95375,0.02286,0.88439,0.78333,0.9
42,nftonv2,any,rf,0.001,uniform,retrain_uniform,2100,1470,630,384,165,0.62249,0.92264,,0.70121,0.00352,0.91445,1.0,0.9
42,nftonv2,any,rf,0.001,stratified,retrain_stratified,2100,1470,630,403,172,0.81233,0.925,,0.88315,0.0112,0.87445,0.93667,0.9
42,nftonv2,any,rf,0.01,uniform,retrain_uniform,21000,14700,6300,3959,1696,0.93105,0.96363,,0.96388,0.00943,0.96601,0.86333,1.5
42,nftonv2,any,rf,0.01,stratified,retrain_stratified,21000,14700,6300,4028,1726,0.89366,0.96377,,0.93928,0.00779,0.9569,0.95,1.4
42,nftonv2,any,lgbm,0.0001,diversity,retrain_diversity,210,147,63,41,18,0.83564,0.83793,,0.93076,0.06755,0.34173,0.96007,1.7
42,nftonv2,any,lgbm,0.0001,uniform,retrain_uniform,210,147,63,37,16,0.54358,0.79074,,0.64089,0.03233,0.31415,0.99999,0.0
42,nftonv2,any,lgbm,0.0001,stratified,retrain_stratified,213,150,63,41,17,0.76911,0.86586,,0.85544,0.02148,0.57155,0.99928,0.0
42,nftonv2,any,lgbm,0.001,diversity,retrain_diversity,2100,1470,630,410,176,0.86476,0.93385,,0.92498,0.01792,0.84404,0.99984,0.4
42,nftonv2,any,lgbm,0.001,uniform,retrain_uniform,2100,1470,630,384,165,0.69128,0.91069,,0.77723,0.00921,0.79234,1.0,0.3
42,nftonv2,any,lgbm,0.001,stratified,retrain_stratified,2100,1470,630,403,172,0.74908,0.91713,,0.83376,0.01429,0.76671,0.99999,0.3
42,nftonv2,any,lgbm,0.01,uniform,retrain_uniform,21000,14700,6300,3959,1696,0.90782,0.96474,,0.94912,0.00905,0.9544,0.99144,0.7
42,nftonv2,any,lgbm,0.01,stratified,retrain_stratified,21000,14700,6300,4028,1726,0.85508,0.96574,,0.91266,0.00754,0.94091,0.99844,3.2
42,nftonv2,any,mlp,0.0001,diversity,retrain_diversity,210,147,63,41,18,0.63811,0.63374,,0.8355,0.15235,0.06176,0.99188,0.5
42,nftonv2,any,mlp,0.0001,uniform,retrain_uniform,210,147,63,37,16,0.04173,0.67779,,0.0321,0.0167,0.0,1.0,0.4
42,nftonv2,any,mlp,0.0001,stratified,retrain_stratified,213,150,63,41,17,0.38075,0.69999,,0.5241,0.10438,0.0,0.99719,0.4
42,nftonv2,any,mlp,0.001,diversity,retrain_diversity,2100,1470,630,410,176,0.33504,0.74443,,0.32991,0.00828,0.3449,0.95899,0.9
42,nftonv2,any,mlp,0.001,uniform,retrain_uniform,2100,1470,630,384,165,-0.05497,0.68183,,0.00032,0.00544,0.08121,1.0,0.4
42,nftonv2,any,mlp,0.001,stratified,retrain_stratified,2100,1470,630,403,172,0.42143,0.69653,,0.48292,0.02973,0.1901,0.94231,5.0
42,nftonv2,any,mlp,0.01,uniform,retrain_uniform,21000,14700,6300,3959,1696,0.59253,0.9245,,0.67048,0.0064,0.76702,0.98494,3.8
42,nftonv2,any,mlp,0.01,stratified,retrain_stratified,21000,14700,6300,4028,1726,0.65964,0.92054,,0.74817,0.01188,0.66305,0.96971,3.1
42,nfbotv2,any,rf,0.0001,diversity,retrain_diversity,210,147,63,6,3,0.4982,0.72339,,0.99368,0.24791,0.0,0.97,0.6
42,nfbotv2,any,rf,0.0001,uniform,retrain_uniform,210,147,63,1,0,,0.09543,,,,0.0,,0.7
42,nfbotv2,any,rf,0.0001,stratified,retrain_stratified,211,148,63,1,0,,0.19301,,,,0.0,,0.6
42,nfbotv2,any,rf,0.001,diversity,retrain_diversity,2100,1470,630,16,7,0.6839,0.85466,,0.99541,0.01192,0.99495,0.92667,0.8
42,nfbotv2,any,rf,0.001,uniform,retrain_uniform,2100,1470,630,4,2,0.56045,0.68687,,0.99272,0.08462,0.98042,0.96667,0.9
42,nfbotv2,any,rf,0.001,stratified,retrain_stratified,2101,1470,631,6,3,0.844,0.81257,,0.99957,0.19666,0.97401,0.62,0.8
42,nfbotv2,any,rf,0.01,uniform,retrain_uniform,21000,14700,6300,50,21,0.81876,0.92004,,0.99795,0.00119,0.99812,0.96,1.0
42,nfbotv2,any,rf,0.01,stratified,retrain_stratified,21000,14700,6300,62,26,0.84925,0.89037,,0.99856,0.02503,0.99379,0.95,1.1
42,nfbotv2,any,lgbm,0.0001,diversity,retrain_diversity,210,147,63,6,3,0.02411,0.4991,,0.14572,0.0143,0.08707,1.0,0.5
42,nfbotv2,any,lgbm,0.0001,uniform,retrain_uniform,210,147,63,1,0,,0.06528,,,,0.43201,,0.1
42,nfbotv2,any,lgbm,0.0001,stratified,retrain_stratified,211,148,63,1,0,,0.40546,,,,0.08764,,0.0
42,nfbotv2,any,lgbm,0.001,diversity,retrain_diversity,2100,1470,630,16,7,0.70955,0.7607,,0.99623,0.02861,0.99511,0.99995,0.1
42,nfbotv2,any,lgbm,0.001,uniform,retrain_uniform,2100,1470,630,4,2,0.22597,0.51261,,0.94671,0.13826,0.02402,1.0,0.1
42,nfbotv2,any,lgbm,0.001,stratified,retrain_stratified,2101,1470,631,6,3,0.62451,0.69516,,0.9962,0.17759,0.47946,0.99997,0.1
42,nfbotv2,any,lgbm,0.01,uniform,retrain_uniform,21000,14700,6300,50,21,0.73093,0.88097,,0.99647,0.00954,0.99648,1.0,0.3
42,nfbotv2,any,lgbm,0.01,stratified,retrain_stratified,21000,14700,6300,62,26,0.0,0.07254,,0.0,0.0,0.0,1.0,0.2
42,nfbotv2,any,mlp,0.0001,diversity,retrain_diversity,210,147,63,6,3,0.0,0.68186,,0.0,0.0,0.0,1.0,0.2
42,nfbotv2,any,mlp,0.0001,uniform,retrain_uniform,210,147,63,1,0,,0.05178,,,,0.0,,0.1
42,nfbotv2,any,mlp,0.0001,stratified,retrain_stratified,211,148,63,1,0,,0.03445,,,,0.0,,0.1
42,nfbotv2,any,mlp,0.001,diversity,retrain_diversity,2100,1470,630,16,7,-0.01204,0.62108,,0.0841,0.13588,0.0,1.0,4.5
42,nfbotv2,any,mlp,0.001,uniform,retrain_uniform,2100,1470,630,4,2,-0.28602,0.48571,,0.00216,0.25268,0.0,1.0,0.6
42,nfbotv2,any,mlp,0.001,stratified,retrain_stratified,2101,1470,631,6,3,-0.00993,0.54215,,0.13259,0.18474,0.0,1.0,1.1
42,nfbotv2,any,mlp,0.01,uniform,retrain_uniform,21000,14700,6300,50,21,0.0,0.62965,,0.0,0.0,0.0,1.0,1.0
42,nfbotv2,any,mlp,0.01,stratified,retrain_stratified,21000,14700,6300,62,26,0.0,0.46445,,0.0,0.0,0.0,1.0,0.9
42,nfunswv2,nf2018v2,rf,0.0001,stratified,calibrate,144,101,43,94,40,-0.01555,0.0,,0.0,0.00636,0.0,0.07549,
42,nfunswv2,nf2018v2,rf,0.0001,stratified,rethreshold,144,101,43,94,40,-0.01555,-0.01923,0.21133,0.0,0.00636,0.0,0.99333,
42,nfunswv2,nf2018v2,rf,0.001,stratified,calibrate,1392,975,417,937,401,-0.01299,0.0,,0.0,0.00444,0.0,0.06231,
42,nfunswv2,nf2018v2,rf,0.001,stratified,rethreshold,1392,975,417,937,401,-0.01299,-0.01923,0.17737,0.0,0.00444,0.0,1.0,
42,nfunswv2,nf2018v2,rf,0.01,stratified,calibrate,13907,9734,4173,9367,4015,-0.01299,0.0,,0.0,0.00444,0.0,0.10858,
42,nfunswv2,nf2018v2,rf,0.01,stratified,rethreshold,13907,9734,4173,9367,4015,-0.01299,-0.01923,0.21133,0.0,0.00444,0.0,1.0,
42,nftonv2,nf2018v2,rf,0.0001,stratified,calibrate,213,150,63,41,17,0.0,0.0,,0.0,0.0,0.0,0.72688,
42,nftonv2,nf2018v2,rf,0.0001,stratified,rethreshold,213,150,63,41,17,0.0,0.10686,0.26623,0.0,0.0,0.0,1.0,
42,nftonv2,nf2018v2,rf,0.001,stratified,calibrate,2100,1470,630,403,172,0.0,0.0,,0.0,0.0,0.0,0.73307,
42,nftonv2,nf2018v2,rf,0.001,stratified,rethreshold,2100,1470,630,403,172,0.0,0.10686,0.32232,0.0,0.0,0.0,1.0,
42,nftonv2,nf2018v2,rf,0.01,stratified,calibrate,21000,14700,6300,4028,1726,0.0,0.0,,0.0,0.0,0.0,0.73471,
42,nftonv2,nf2018v2,rf,0.01,stratified,rethreshold,21000,14700,6300,4028,1726,0.0,0.10686,0.32189,0.0,0.0,0.0,1.0,
42,nfbotv2,nf2018v2,rf,0.0001,stratified,calibrate,211,148,63,1,0,,0.0,,,,0.0472,,
42,nfbotv2,nf2018v2,rf,0.001,stratified,calibrate,2101,1470,631,6,3,-1e-05,0.0,,0.13226,0.1323,0.0,0.99601,
42,nfbotv2,nf2018v2,rf,0.001,stratified,rethreshold,2101,1470,631,6,3,-0.05826,0.01405,-0.00137,0.19353,0.55066,0.0472,0.28,
42,nfbotv2,nf2018v2,rf,0.01,stratified,calibrate,21000,14700,6300,62,26,-0.11227,0.0,,0.00295,0.10369,0.0,0.99664,
42,nfbotv2,nf2018v2,rf,0.01,stratified,rethreshold,21000,14700,6300,62,26,0.01405,0.01405,0.12189,0.04719,0.00119,0.0472,0.49,
42,nfunswv2,nf2018v2,lgbm,0.0001,stratified,calibrate,144,101,43,94,40,0.23553,0.0,,0.1159,0.00404,0.12278,0.06941,
42,nfunswv2,nf2018v2,lgbm,0.0001,stratified,rethreshold,144,101,43,94,40,0.23553,-0.13982,0.12186,0.1159,0.00404,0.12278,0.99995,
42,nfunswv2,nf2018v2,lgbm,0.001,stratified,calibrate,1392,975,417,937,401,0.23809,0.0,,0.10757,0.0031,0.12278,0.03915,
42,nfunswv2,nf2018v2,lgbm,0.001,stratified,rethreshold,1392,975,417,937,401,0.23809,-0.13982,0.23809,0.10757,0.0031,0.12278,0.99995,
42,nfunswv2,nf2018v2,lgbm,0.01,stratified,calibrate,13907,9734,4173,9367,4015,0.07779,0.0,,0.04737,0.00794,0.05081,0.06465,
42,nfunswv2,nf2018v2,lgbm,0.01,stratified,rethreshold,13907,9734,4173,9367,4015,0.18171,-0.13982,0.24003,0.12411,0.0102,0.12278,0.99994,
42,nftonv2,nf2018v2,lgbm,0.0001,stratified,calibrate,213,150,63,41,17,0.06488,0.0,,0.0484,0.01971,0.04337,0.77176,
42,nftonv2,nf2018v2,lgbm,0.0001,stratified,rethreshold,213,150,63,41,17,0.06488,0.0592,0.27727,0.0484,0.01971,0.04337,0.99613,
42,nftonv2,nf2018v2,lgbm,0.001,stratified,calibrate,2100,1470,630,403,172,0.05892,0.0,,0.01802,0.00261,0.04337,0.79229,
42,nftonv2,nf2018v2,lgbm,0.001,stratified,rethreshold,2100,1470,630,403,172,0.05892,0.0592,0.44985,0.01802,0.00261,0.04337,0.99798,
42,nftonv2,nf2018v2,lgbm,0.01,stratified,calibrate,21000,14700,6300,4028,1726,0.08714,0.0,,0.04287,0.00783,0.04337,0.7866,
42,nftonv2,nf2018v2,lgbm,0.01,stratified,rethreshold,21000,14700,6300,4028,1726,0.08714,0.0592,0.47714,0.04287,0.00783,0.04337,0.99642,
42,nfbotv2,nf2018v2,lgbm,0.0001,stratified,calibrate,211,148,63,1,0,,0.0,,,,0.00112,,
42,nfbotv2,nf2018v2,lgbm,0.001,stratified,calibrate,2101,1470,631,6,3,0.24674,0.0,,0.98876,0.55542,0.00112,0.9951,
42,nfbotv2,nf2018v2,lgbm,0.001,stratified,rethreshold,2101,1470,631,6,3,0.24674,-0.00159,0.24674,0.98876,0.55542,0.00112,0.03981,
42,nfbotv2,nf2018v2,lgbm,0.01,stratified,calibrate,21000,14700,6300,62,26,-0.01033,0.0,,0.00096,0.00596,0.00112,0.99826,
42,nfbotv2,nf2018v2,lgbm,0.01,stratified,rethreshold,21000,14700,6300,62,26,-0.01033,-0.00159,0.25162,0.00096,0.00596,0.00112,0.91047,
42,nfunswv2,nf2018v2,mlp,0.0001,stratified,calibrate,144,101,43,94,40,-0.0449,0.0,,0.02514,0.09252,0.01733,0.07017,
42,nfunswv2,nf2018v2,mlp,0.0001,stratified,rethreshold,144,101,43,94,40,0.0,0.02981,0.20367,0.0,0.0,0.0,1.0,
42,nfunswv2,nf2018v2,mlp,0.001,stratified,calibrate,1392,975,417,937,401,0.0,0.0,,0.0,0.0,0.0,0.04203,
42,nfunswv2,nf2018v2,mlp,0.001,stratified,rethreshold,1392,975,417,937,401,0.0,0.02981,0.17214,0.0,0.0,0.0,1.0,
42,nfunswv2,nf2018v2,mlp,0.01,stratified,calibrate,13907,9734,4173,9367,4015,0.0,0.0,,0.0,0.0,0.0,0.04375,
42,nfunswv2,nf2018v2,mlp,0.01,stratified,rethreshold,13907,9734,4173,9367,4015,0.0,0.02981,0.20752,0.0,0.0,0.0,1.0,
42,nftonv2,nf2018v2,mlp,0.0001,stratified,calibrate,213,150,63,41,17,-0.02465,0.0,,0.08227,0.09781,0.01541,0.77513,
42,nftonv2,nf2018v2,mlp,0.0001,stratified,rethreshold,213,150,63,41,17,0.0,-0.01616,0.02528,0.0,0.0,0.0,1.0,
42,nftonv2,nf2018v2,mlp,0.001,stratified,calibrate,2100,1470,630,403,172,-0.00778,0.0,,0.00054,0.00099,0.01541,0.7326,
42,nftonv2,nf2018v2,mlp,0.001,stratified,rethreshold,2100,1470,630,403,172,-0.00778,0.01616,0.19871,0.00054,0.00099,0.01541,1.0,
42,nftonv2,nf2018v2,mlp,0.01,stratified,calibrate,21000,14700,6300,4028,1726,0.01963,0.0,,0.01679,0.01139,0.01541,0.7403,
42,nftonv2,nf2018v2,mlp,0.01,stratified,rethreshold,21000,14700,6300,4028,1726,0.01963,0.01616,0.2139,0.01679,0.01139,0.01541,0.99478,
42,nfbotv2,nf2018v2,mlp,0.0001,stratified,calibrate,211,148,63,1,0,,0.0,,,,0.0,,
42,nfbotv2,nf2018v2,mlp,0.001,stratified,calibrate,2101,1470,631,6,3,0.03932,0.0,,0.53242,0.22884,0.0,0.9971,
42,nfbotv2,nf2018v2,mlp,0.001,stratified,rethreshold,2101,1470,631,6,3,0.03932,0.05299,0.38794,0.53242,0.22884,0.0,0.97264,
42,nfbotv2,nf2018v2,mlp,0.01,stratified,calibrate,21000,14700,6300,62,26,0.0,0.0,,0.0,0.0,0.0,0.99792,
42,nfbotv2,nf2018v2,mlp,0.01,stratified,rethreshold,21000,14700,6300,62,26,0.0,0.05299,0.3576,0.0,0.0,0.0,1.0,
42,nf2018v2,nfunswv2,rf,0.0001,stratified,calibrate,217,151,66,129,56,-0.00795,0.0,,0.0,0.00053,0.0003,0.15358,
42,nf2018v2,nfunswv2,rf,0.0001,stratified,rethreshold,217,151,66,129,56,-0.02917,-0.25154,0.2057,0.00046,0.00809,0.00055,0.85667,
42,nf2018v2,nfunswv2,rf,0.001,stratified,calibrate,2102,1472,630,1296,555,-0.01495,0.0,,4e-05,0.00197,0.00055,0.12178,
42,nf2018v2,nfunswv2,rf,0.001,stratified,rethreshold,2102,1472,630,1296,555,-0.0084,0.2371,0.27608,0.0,0.0006,0.0003,0.97667,
42,nf2018v2,nfunswv2,rf,0.01,stratified,calibrate,21001,14701,6300,12960,5554,-0.00585,0.0,,0.0,0.00029,0.0003,0.11873,
42,nf2018v2,nfunswv2,rf,0.01,stratified,rethreshold,21001,14701,6300,12960,5554,-0.00585,0.2371,0.2797,0.0,0.00029,0.0003,0.99,
42,nftonv2,nfunswv2,rf,0.0001,stratified,calibrate,213,150,63,41,17,-0.08461,0.0,,0.0,0.00984,0.0,0.83829,
42,nftonv2,nfunswv2,rf,0.0001,stratified,rethreshold,213,150,63,41,17,-0.08461,-0.10484,0.55243,0.0,0.00984,0.0,0.86333,
42,nftonv2,nfunswv2,rf,0.001,stratified,calibrate,2100,1470,630,403,172,-0.04926,0.0,,0.0,0.00334,0.0,0.94545,
42,nftonv2,nfunswv2,rf,0.001,stratified,rethreshold,2100,1470,630,403,172,-0.04926,-0.10484,0.56482,0.0,0.00334,0.0,0.87,
42,nftonv2,nfunswv2,rf,0.01,stratified,calibrate,21000,14700,6300,4028,1726,-0.00892,0.0,,0.0,0.00011,0.0,0.96861,
42,nftonv2,nfunswv2,rf,0.01,stratified,rethreshold,21000,14700,6300,4028,1726,-0.00892,-0.10484,0.56482,0.0,0.00011,0.0,0.89667,
42,nfbotv2,nfunswv2,rf,0.0001,stratified,calibrate,211,148,63,1,0,,0.0,,,,0.08366,,
42,nfbotv2,nfunswv2,rf,0.001,stratified,calibrate,2101,1470,631,6,3,0.05521,0.0,,0.46911,0.04291,0.08366,0.99627,
42,nfbotv2,nfunswv2,rf,0.001,stratified,rethreshold,2101,1470,631,6,3,0.05521,0.05201,0.17975,0.46911,0.04291,0.08366,0.56333,
42,nfbotv2,nfunswv2,rf,0.01,stratified,calibrate,21000,14700,6300,62,26,0.05069,0.0,,0.47128,0.07986,0.08366,0.99684,
42,nfbotv2,nfunswv2,rf,0.01,stratified,rethreshold,21000,14700,6300,62,26,0.05069,0.05201,0.19787,0.47128,0.07986,0.08366,0.47333,
42,nf2018v2,nfunswv2,lgbm,0.0001,stratified,calibrate,217,151,66,129,56,-0.02931,0.0,,0.00038,0.00799,0.00059,0.16791,
42,nf2018v2,nfunswv2,lgbm,0.0001,stratified,rethreshold,217,151,66,129,56,-0.02931,0.10394,0.55107,0.00038,0.00799,0.00059,1.0,
42,nf2018v2,nfunswv2,lgbm,0.001,stratified,calibrate,2102,1472,630,1296,555,-0.00957,0.0,,0.00017,0.0011,0.00059,0.13971,
42,nf2018v2,nfunswv2,lgbm,0.001,stratified,rethreshold,2102,1472,630,1296,555,-0.00957,0.10394,0.56111,0.00017,0.0011,0.00059,1.0,
42,nf2018v2,nfunswv2,lgbm,0.01,stratified,calibrate,21001,14701,6300,12960,5554,-0.00307,0.0,,0.0,8e-05,0.00059,0.14593,
42,nf2018v2,nfunswv2,lgbm,0.01,stratified,rethreshold,21001,14701,6300,12960,5554,-0.00307,0.10394,0.5637,0.0,8e-05,0.00059,1.0,
42,nftonv2,nfunswv2,lgbm,0.0001,stratified,calibrate,213,150,63,41,17,-0.05097,0.0,,0.00019,0.00434,0.00045,0.7315,
42,nftonv2,nfunswv2,lgbm,0.0001,stratified,rethreshold,213,150,63,41,17,-0.05097,0.10337,0.24625,0.00019,0.00434,0.00045,1.0,
42,nftonv2,nfunswv2,lgbm,0.001,stratified,calibrate,2100,1470,630,403,172,-0.09718,0.10331,,0.00093,0.01666,0.00045,0.73697,
42,nftonv2,nfunswv2,lgbm,0.001,stratified,rethreshold,2100,1470,630,403,172,-0.09718,0.10337,0.2496,0.00093,0.01666,0.00045,1.0,
42,nftonv2,nfunswv2,lgbm,0.01,stratified,calibrate,21000,14700,6300,4028,1726,-0.06353,0.10594,,0.00025,0.00659,0.00045,0.73808,
42,nftonv2,nfunswv2,lgbm,0.01,stratified,rethreshold,21000,14700,6300,4028,1726,-0.06353,0.10337,0.24919,0.00025,0.00659,0.00045,1.0,
42,nfbotv2,nfunswv2,lgbm,0.0001,stratified,calibrate,211,148,63,1,0,,0.0,,,,0.0,,
42,nfbotv2,nfunswv2,lgbm,0.001,stratified,calibrate,2101,1470,631,6,3,0.03499,0.0,,0.6962,0.44696,0.0,0.99562,
42,nfbotv2,nfunswv2,lgbm,0.001,stratified,rethreshold,2101,1470,631,6,3,0.03499,0.00183,0.13753,0.6962,0.44696,0.0,0.22359,
