seed,target,source,model,budget,rule,strategy,n_labels,n_fit,n_threshold,n_benign_fit,n_benign_threshold,mcc_at_threshold,mcc_at_half,mcc_at_mcc_opt,tpr_dep,fpr_dep,tpr_oracle,thr,fit_s
42,nfbotv2,nfunswv2,lgbm,0.01,stratified,calibrate,21000,14700,6300,62,26,-0.02085,0.0,,0.00932,0.04052,0.0,0.9983,
42,nfbotv2,nfunswv2,lgbm,0.01,stratified,rethreshold,21000,14700,6300,62,26,-0.02085,0.00183,0.13754,0.00932,0.04052,0.0,0.90015,
42,nf2018v2,nfunswv2,mlp,0.0001,stratified,calibrate,217,151,66,129,56,0.0,0.0,,0.0,0.0,0.0,0.15936,
42,nf2018v2,nfunswv2,mlp,0.0001,stratified,rethreshold,217,151,66,129,56,0.0,0.09189,0.27519,0.0,0.0,0.0,1.0,
42,nf2018v2,nfunswv2,mlp,0.001,stratified,calibrate,2102,1472,630,1296,555,0.0,0.0,,0.0,0.0,0.0,0.13329,
42,nf2018v2,nfunswv2,mlp,0.001,stratified,rethreshold,2102,1472,630,1296,555,0.0,0.09189,0.27519,0.0,0.0,0.0,1.0,
42,nf2018v2,nfunswv2,mlp,0.01,stratified,calibrate,21001,14701,6300,12960,5554,0.0,0.0,,0.0,0.0,0.0,0.1329,
42,nf2018v2,nfunswv2,mlp,0.01,stratified,rethreshold,21001,14701,6300,12960,5554,0.0,0.09189,0.28053,0.0,0.0,0.0,1.0,
42,nftonv2,nfunswv2,mlp,0.0001,stratified,calibrate,213,150,63,41,17,-0.00785,0.0,,0.0226,0.02525,0.00054,0.72906,
42,nftonv2,nfunswv2,mlp,0.0001,stratified,rethreshold,213,150,63,41,17,-0.03242,0.02353,0.11225,0.06175,0.07989,0.00087,0.37864,
42,nftonv2,nfunswv2,mlp,0.001,stratified,calibrate,2100,1470,630,403,172,-0.02612,0.0,,4e-05,0.00111,0.00087,0.75636,
42,nftonv2,nfunswv2,mlp,0.001,stratified,rethreshold,2100,1470,630,403,172,-0.02612,0.02353,0.1944,4e-05,0.00111,0.00087,0.99264,
42,nftonv2,nfunswv2,mlp,0.01,stratified,calibrate,21000,14700,6300,4028,1726,-0.074,0.0,,0.0003,0.00878,0.00054,0.72855,
42,nftonv2,nfunswv2,mlp,0.01,stratified,rethreshold,21000,14700,6300,4028,1726,-0.06299,0.02353,0.19421,0.00086,0.00854,0.00087,0.91476,
42,nfbotv2,nfunswv2,mlp,0.0001,stratified,calibrate,211,148,63,1,0,,0.0,,,,0.0,,
42,nfbotv2,nfunswv2,mlp,0.001,stratified,calibrate,2101,1470,631,6,3,-0.14364,0.0,,0.00053,0.06317,0.0,0.99592,
42,nfbotv2,nfunswv2,mlp,0.001,stratified,rethreshold,2101,1470,631,6,3,0.02579,0.05589,0.08628,0.65254,0.46246,0.0,1.0,
42,nfbotv2,nfunswv2,mlp,0.01,stratified,calibrate,21000,14700,6300,62,26,0.0,0.0,,0.0,0.0,0.0,0.99605,
42,nfbotv2,nfunswv2,mlp,0.01,stratified,rethreshold,21000,14700,6300,62,26,-0.21795,-0.05589,0.46741,1e-05,0.04887,0.0,1.0,
42,nf2018v2,nftonv2,rf,0.0001,stratified,calibrate,217,151,66,129,56,0.0,0.0,,0.0,0.0,0.00084,0.27905,
42,nf2018v2,nftonv2,rf,0.0001,stratified,rethreshold,217,151,66,129,56,0.0,0.10718,0.19306,0.0,0.0,0.00084,1.0,
42,nf2018v2,nftonv2,rf,0.001,stratified,calibrate,2102,1472,630,1296,555,-0.02432,0.0,,0.00042,0.00583,0.00084,0.27568,
42,nf2018v2,nftonv2,rf,0.001,stratified,rethreshold,2102,1472,630,1296,555,-0.02432,0.10718,0.19627,0.00042,0.00583,0.00084,1.0,
42,nf2018v2,nftonv2,rf,0.01,stratified,calibrate,21001,14701,6300,12960,5554,-0.02432,0.0,,0.00042,0.00583,0.00084,0.30005,
42,nf2018v2,nftonv2,rf,0.01,stratified,rethreshold,21001,14701,6300,12960,5554,-0.02432,0.10718,0.18719,0.00042,0.00583,0.00084,1.0,
42,nfunswv2,nftonv2,rf,0.0001,stratified,calibrate,144,101,43,94,40,0.03208,0.0,,0.1159,0.07197,0.02911,0.0736,
42,nfunswv2,nftonv2,rf,0.0001,stratified,rethreshold,144,101,43,94,40,0.24173,-0.05008,0.24173,0.09156,0.00166,0.10717,0.96,
42,nfunswv2,nftonv2,rf,0.001,stratified,calibrate,1392,975,417,937,401,0.16998,0.0,,0.10717,0.00865,0.10717,0.04571,
42,nfunswv2,nftonv2,rf,0.001,stratified,rethreshold,1392,975,417,937,401,0.06394,0.05143,-0.05259,0.01006,0.00046,0.02911,0.72,
42,nfunswv2,nftonv2,rf,0.01,stratified,calibrate,13907,9734,4173,9367,4015,0.25418,0.0,,0.10333,0.00199,0.10717,0.04156,
42,nfunswv2,nftonv2,rf,0.01,stratified,rethreshold,13907,9734,4173,9367,4015,0.25418,-0.05008,0.24334,0.10333,0.00199,0.10717,0.93,
42,nfbotv2,nftonv2,rf,0.0001,stratified,calibrate,211,148,63,1,0,,0.0,,,,0.00208,,
42,nfbotv2,nftonv2,rf,0.001,stratified,calibrate,2101,1470,631,6,3,0.00627,0.0,,0.08274,0.05602,0.00208,0.99602,
42,nfbotv2,nftonv2,rf,0.001,stratified,rethreshold,2101,1470,631,6,3,0.00627,-0.00224,0.03447,0.08274,0.05602,0.00208,0.43,
42,nfbotv2,nftonv2,rf,0.01,stratified,calibrate,21000,14700,6300,62,26,0.00292,0.0,,0.00203,0.0,0.00208,0.99788,
42,nfbotv2,nftonv2,rf,0.01,stratified,rethreshold,21000,14700,6300,62,26,-0.00367,0.00207,0.02071,0.04328,0.05483,0.0,0.89333,
42,nf2018v2,nftonv2,lgbm,0.0001,stratified,calibrate,217,151,66,129,56,0.17597,0.0,,0.03999,0.0006,0.09304,0.18959,
42,nf2018v2,nftonv2,lgbm,0.0001,stratified,rethreshold,217,151,66,129,56,0.35126,-0.04538,0.35126,0.36222,0.05244,0.00291,0.99962,
42,nf2018v2,nftonv2,lgbm,0.001,stratified,calibrate,2102,1472,630,1296,555,0.17836,0.0,,0.08087,0.00881,0.09304,0.14223,
42,nf2018v2,nftonv2,lgbm,0.001,stratified,rethreshold,2102,1472,630,1296,555,-0.00885,-0.04538,0.41078,4e-05,0.00075,0.00291,0.99999,
42,nf2018v2,nftonv2,lgbm,0.01,stratified,calibrate,21001,14701,6300,12960,5554,0.1823,0.0,,0.08404,0.00909,0.09304,0.1443,
42,nf2018v2,nftonv2,lgbm,0.01,stratified,rethreshold,21001,14701,6300,12960,5554,-0.01963,-0.04538,0.41067,0.0022,0.00708,0.00291,0.99995,
42,nfunswv2,nftonv2,lgbm,0.0001,stratified,calibrate,144,101,43,94,40,0.0001,0.0,,0.0606,0.06047,0.00688,0.07016,
42,nfunswv2,nftonv2,lgbm,0.0001,stratified,rethreshold,144,101,43,94,40,0.11992,0.06339,0.11992,0.02501,0.00059,0.13945,0.99997,
42,nfunswv2,nftonv2,lgbm,0.001,stratified,calibrate,1392,975,417,937,401,0.18914,0.0,,0.09645,0.0051,0.13945,0.05739,
42,nfunswv2,nftonv2,lgbm,0.001,stratified,rethreshold,1392,975,417,937,401,0.18914,0.06339,0.14225,0.09645,0.0051,0.13945,0.9997,
42,nfunswv2,nftonv2,lgbm,0.01,stratified,calibrate,13907,9734,4173,9367,4015,0.2119,0.0,,0.13906,0.00898,0.13945,0.06023,
42,nfunswv2,nftonv2,lgbm,0.01,stratified,rethreshold,13907,9734,4173,9367,4015,0.2119,0.06339,0.21581,0.13906,0.00898,0.13945,0.9995,
42,nfbotv2,nftonv2,lgbm,0.0001,stratified,calibrate,211,148,63,1,0,,0.0,,,,0.00222,,
42,nfbotv2,nftonv2,lgbm,0.001,stratified,calibrate,2101,1470,631,6,3,0.02116,0.0,,0.41514,0.25387,0.00222,0.9958,
42,nfbotv2,nftonv2,lgbm,0.001,stratified,rethreshold,2101,1470,631,6,3,0.02116,-0.00206,0.21444,0.41514,0.25387,0.00222,0.03158,
42,nfbotv2,nftonv2,lgbm,0.01,stratified,calibrate,21000,14700,6300,62,26,-0.00923,0.0,,0.00197,0.00834,0.00222,0.99702,
42,nfbotv2,nftonv2,lgbm,0.01,stratified,rethreshold,21000,14700,6300,62,26,-0.00923,-0.00206,0.27636,0.00197,0.00834,0.00222,0.98692,
42,nf2018v2,nftonv2,mlp,0.0001,stratified,calibrate,217,151,66,129,56,0.33151,0.0,,0.14169,0.0023,0.22108,0.14968,
42,nf2018v2,nftonv2,mlp,0.0001,stratified,rethreshold,217,151,66,129,56,0.33151,-0.00736,0.33151,0.14169,0.0023,0.22108,0.99903,
42,nf2018v2,nftonv2,mlp,0.001,stratified,calibrate,2102,1472,630,1296,555,0.0,0.0,,0.0,0.0,0.0,0.12679,
42,nf2018v2,nftonv2,mlp,0.001,stratified,rethreshold,2102,1472,630,1296,555,0.38895,-0.00736,0.3833,0.19312,0.00307,0.22108,0.998,
42,nf2018v2,nftonv2,mlp,0.01,stratified,calibrate,21001,14701,6300,12960,5554,0.0,0.0,,0.0,0.0,0.0,0.12472,
42,nf2018v2,nftonv2,mlp,0.01,stratified,rethreshold,21001,14701,6300,12960,5554,0.37479,-0.00736,0.39622,0.22036,0.00929,0.22108,0.99628,
42,nfunswv2,nftonv2,mlp,0.0001,stratified,calibrate,144,101,43,94,40,0.0,0.0,,0.0,0.0,0.0,0.07388,
42,nfunswv2,nftonv2,mlp,0.0001,stratified,rethreshold,144,101,43,94,40,0.0,0.04449,0.0172,0.0,0.0,0.0,1.0,
42,nfunswv2,nftonv2,mlp,0.001,stratified,calibrate,1392,975,417,937,401,0.0,0.0,,0.0,0.0,0.0,0.04571,
42,nfunswv2,nftonv2,mlp,0.001,stratified,rethreshold,1392,975,417,937,401,0.0,-0.04449,0.06308,0.0,0.0,0.0,1.0,
42,nfunswv2,nftonv2,mlp,0.01,stratified,calibrate,13907,9734,4173,9367,4015,0.0,0.0,,0.0,0.0,0.0,0.04791,
42,nfunswv2,nftonv2,mlp,0.01,stratified,rethreshold,13907,9734,4173,9367,4015,0.0,-0.04449,0.08772,0.0,0.0,0.0,1.0,
42,nfbotv2,nftonv2,mlp,0.0001,stratified,calibrate,211,148,63,1,0,,0.0,,,,0.0,,
42,nfbotv2,nftonv2,mlp,0.001,stratified,calibrate,2101,1470,631,6,3,0.05687,0.0,,0.61355,0.18474,0.0,0.99721,
42,nfbotv2,nftonv2,mlp,0.001,stratified,rethreshold,2101,1470,631,6,3,0.05687,0.12847,0.05687,0.61355,0.18474,1e-05,0.99758,
42,nfbotv2,nftonv2,mlp,0.01,stratified,calibrate,21000,14700,6300,62,26,0.0,0.0,,0.0,0.0,0.0,0.99817,
42,nfbotv2,nftonv2,mlp,0.01,stratified,rethreshold,21000,14700,6300,62,26,0.0,0.12847,0.46647,0.0,0.0,1e-05,1.0,
42,nf2018v2,nfbotv2,rf,0.0001,stratified,calibrate,217,151,66,129,56,0.0471,-0.02426,,0.03531,0.01585,0.01837,0.37549,
42,nf2018v2,nfbotv2,rf,0.0001,stratified,rethreshold,217,151,66,129,56,0.0471,0.63831,0.73615,0.03531,0.01585,0.01837,0.77,
42,nf2018v2,nfbotv2,rf,0.001,stratified,calibrate,2102,1472,630,1296,555,-0.02584,0.27269,,4e-05,0.0057,0.01837,0.88032,
42,nf2018v2,nfbotv2,rf,0.001,stratified,rethreshold,2102,1472,630,1296,555,-0.02584,0.63831,0.73535,4e-05,0.0057,0.01837,0.94,
42,nf2018v2,nfbotv2,rf,0.01,stratified,calibrate,21001,14701,6300,12960,5554,0.03784,0.27086,,0.01824,0.00738,0.01837,0.9018,
42,nf2018v2,nfbotv2,rf,0.01,stratified,rethreshold,21001,14701,6300,12960,5554,0.03784,0.63831,0.75938,0.01824,0.00738,0.01837,0.84,
42,nfunswv2,nfbotv2,rf,0.0001,stratified,calibrate,144,101,43,94,40,-0.04816,0.0,,0.02435,0.09871,0.01389,0.06963,
42,nfunswv2,nfbotv2,rf,0.0001,stratified,rethreshold,144,101,43,94,40,0.05414,0.10704,0.08931,0.02646,0.00496,0.02646,0.83,
42,nfunswv2,nfbotv2,rf,0.001,stratified,calibrate,1392,975,417,937,401,0.05414,0.0,,0.02646,0.00496,0.02646,0.06685,
42,nfunswv2,nfbotv2,rf,0.001,stratified,rethreshold,1392,975,417,937,401,0.04662,-0.10443,0.04662,0.01389,0.00194,0.01389,0.75667,
42,nfunswv2,nfbotv2,rf,0.01,stratified,calibrate,13907,9734,4173,9367,4015,0.14328,0.0,,0.02329,8e-05,0.02646,0.09751,
42,nfunswv2,nfbotv2,rf,0.01,stratified,rethreshold,13907,9734,4173,9367,4015,0.14328,0.10704,0.14328,0.02329,8e-05,0.02646,0.84667,
42,nftonv2,nfbotv2,rf,0.0001,stratified,calibrate,213,150,63,41,17,0.07869,0.0,,0.11928,0.06531,0.01365,0.8598,
42,nftonv2,nfbotv2,rf,0.0001,stratified,rethreshold,213,150,63,41,17,0.07869,0.08053,0.6019,0.11928,0.06531,0.01365,0.83667,
42,nftonv2,nfbotv2,rf,0.001,stratified,calibrate,2100,1470,630,403,172,0.04959,0.0,,0.01335,0.00213,0.01365,0.91672,
42,nftonv2,nfbotv2,rf,0.001,stratified,rethreshold,2100,1470,630,403,172,0.04959,0.08053,0.62755,0.01335,0.00213,0.01365,0.99667,
42,nftonv2,nfbotv2,rf,0.01,stratified,calibrate,21000,14700,6300,4028,1726,0.00694,0.0,,0.01379,0.01201,0.01365,0.92707,
42,nftonv2,nfbotv2,rf,0.01,stratified,rethreshold,21000,14700,6300,4028,1726,0.00694,0.08053,0.62755,0.01379,0.01201,0.01365,0.98667,
42,nf2018v2,nfbotv2,lgbm,0.0001,stratified,calibrate,217,151,66,129,56,0.33686,0.0,,0.14819,0.00265,0.14819,0.37053,
42,nf2018v2,nfbotv2,lgbm,0.0001,stratified,rethreshold,217,151,66,129,56,0.33686,0.33686,0.33686,0.14819,0.00265,0.14819,1.0,
42,nf2018v2,nfbotv2,lgbm,0.001,stratified,calibrate,2102,1472,630,1296,555,0.33686,0.33686,,0.14819,0.00265,0.14819,0.75047,
42,nf2018v2,nfbotv2,lgbm,0.001,stratified,rethreshold,2102,1472,630,1296,555,0.33686,0.33686,0.33686,0.14819,0.00265,0.14819,1.0,
42,nf2018v2,nfbotv2,lgbm,0.01,stratified,calibrate,21001,14701,6300,12960,5554,0.33686,0.33686,,0.14819,0.00265,0.14819,0.87104,
42,nf2018v2,nfbotv2,lgbm,0.01,stratified,rethreshold,21001,14701,6300,12960,5554,0.33686,0.33686,0.33686,0.14819,0.00265,0.14819,1.0,
42,nfunswv2,nfbotv2,lgbm,0.0001,stratified,calibrate,144,101,43,94,40,0.0,0.0,,0.0,0.0,0.0,0.11167,
42,nfunswv2,nfbotv2,lgbm,0.0001,stratified,rethreshold,144,101,43,94,40,0.0,0.01322,0.01323,0.0,0.0,0.0,1.0,
42,nfunswv2,nfbotv2,lgbm,0.001,stratified,calibrate,1392,975,417,937,401,0.0,0.0,,0.0,0.0,0.0,0.03945,
42,nfunswv2,nfbotv2,lgbm,0.001,stratified,rethreshold,1392,975,417,937,401,0.0,0.01322,0.01323,0.0,0.0,0.0,1.0,
42,nfunswv2,nfbotv2,lgbm,0.01,stratified,calibrate,13907,9734,4173,9367,4015,0.0,0.0,,0.0,0.0,0.0,0.03813,
42,nfunswv2,nfbotv2,lgbm,0.01,stratified,rethreshold,13907,9734,4173,9367,4015,0.0,-0.01322,-0.01322,0.0,0.0,0.0,1.0,
42,nftonv2,nfbotv2,lgbm,0.0001,stratified,calibrate,213,150,63,41,17,0.05249,0.0,,0.01609,0.00301,0.0161,0.76999,
42,nftonv2,nfbotv2,lgbm,0.0001,stratified,rethreshold,213,150,63,41,17,0.05249,0.05249,0.05249,0.01609,0.00301,0.0161,1.0,
42,nftonv2,nfbotv2,lgbm,0.001,stratified,calibrate,2100,1470,630,403,172,0.05249,0.0,,0.01609,0.00301,0.0161,0.87593,
42,nftonv2,nfbotv2,lgbm,0.001,stratified,rethreshold,2100,1470,630,403,172,0.05249,0.05249,0.05249,0.01609,0.00301,0.0161,1.0,
42,nftonv2,nfbotv2,lgbm,0.01,stratified,calibrate,21000,14700,6300,4028,1726,0.05249,0.0,,0.01609,0.00301,0.0161,0.88765,
42,nftonv2,nfbotv2,lgbm,0.01,stratified,rethreshold,21000,14700,6300,4028,1726,0.05249,0.05249,0.05249,0.01609,0.00301,0.0161,1.0,
42,nf2018v2,nfbotv2,mlp,0.0001,stratified,calibrate,217,151,66,129,56,0.54925,0.0,,0.58638,0.04898,0.06727,0.41487,
42,nf2018v2,nfbotv2,mlp,0.0001,stratified,rethreshold,217,151,66,129,56,0.54925,0.3409,0.54925,0.58638,0.04898,0.06727,0.99646,
42,nf2018v2,nfbotv2,mlp,0.001,stratified,calibrate,2102,1472,630,1296,555,0.14645,0.0,,0.06394,0.00859,0.06727,0.37054,
42,nf2018v2,nfbotv2,mlp,0.001,stratified,rethreshold,2102,1472,630,1296,555,0.14645,0.3409,0.56088,0.06394,0.00859,0.06727,1.0,
42,nf2018v2,nfbotv2,mlp,0.01,stratified,calibrate,21001,14701,6300,12960,5554,0.15075,0.0,,0.06647,0.00872,0.06727,0.36112,
42,nf2018v2,nfbotv2,mlp,0.01,stratified,rethreshold,21001,14701,6300,12960,5554,0.15075,0.3409,0.56097,0.06647,0.00872,0.06727,1.0,
42,nfunswv2,nfbotv2,mlp,0.0001,stratified,calibrate,144,101,43,94,40,0.0,0.0,,0.0,0.0,0.0,0.08325,
42,nfunswv2,nfbotv2,mlp,0.0001,stratified,rethreshold,144,101,43,94,40,0.0,0.04618,0.03341,0.0,0.0,0.0,1.0,
42,nfunswv2,nfbotv2,mlp,0.001,stratified,calibrate,1392,975,417,937,401,0.0,0.0,,0.0,0.0,0.0,0.04522,
42,nfunswv2,nfbotv2,mlp,0.001,stratified,rethreshold,1392,975,417,937,401,0.0,0.04618,0.04995,0.0,0.0,0.0,1.0,
42,nfunswv2,nfbotv2,mlp,0.01,stratified,calibrate,13907,9734,4173,9367,4015,0.0,0.0,,0.0,0.0,0.0,0.04474,
42,nfunswv2,nfbotv2,mlp,0.01,stratified,rethreshold,13907,9734,4173,9367,4015,0.0,-0.04618,0.09661,0.0,0.0,0.0,1.0,
42,nftonv2,nfbotv2,mlp,0.0001,stratified,calibrate,213,150,63,41,17,0.0,0.0,,0.0,0.0,0.0,0.81514,
42,nftonv2,nfbotv2,mlp,0.0001,stratified,rethreshold,213,150,63,41,17,0.0,0.3481,0.24044,0.0,0.0,0.0,1.0,
42,nftonv2,nfbotv2,mlp,0.001,stratified,calibrate,2100,1470,630,403,172,0.0,0.20905,,0.0,0.0,0.0,0.84145,
42,nftonv2,nfbotv2,mlp,0.001,stratified,rethreshold,2100,1470,630,403,172,0.0,0.3481,0.36152,0.0,0.0,0.0,1.0,
42,nftonv2,nfbotv2,mlp,0.01,stratified,calibrate,21000,14700,6300,4028,1726,0.0,0.16693,,0.0,0.0,0.0,0.83943,
42,nftonv2,nfbotv2,mlp,0.01,stratified,rethreshold,21000,14700,6300,4028,1726,0.0,0.3481,0.36177,0.0,0.0,0.0,1.0,
