seed,source,target,model,budget,strategy,n_train,macro_f1,weighted_f1,mcc,auprc_macro,fp_rate,brier,ece,mcc_best_thr,thr_best,buffer_est,thr_applied,single_class_buffer,fit_s
42,nf2018v2,nfunswv2,rf,0.1,calibrate,139072,0.490370551571952,0.943678896856096,0.0,0.5342698227202077,0.0,0.035349363861413,0.0120035801319755,0.2130184955724854,0.0787613924865022,,,0.0,
42,nf2018v2,nfunswv2,rf,0.1,rethreshold,139072,0.0755049489447608,0.9436911708691016,0.0351508798697585,0.482504028346021,0.9606426871472964,0.0702414220555555,0.1724326833333333,0.0351508798697585,0.02,0.0332879966285533,0.02,0.0,
42,nf2018v2,nftonv2,rf,0.0,zero_shot,249999,0.2772332725386562,0.2247675123618267,-0.1039117740655916,0.5745387800434103,0.1670376993540381,0.5436683319527708,0.5687160269134679,0.289746575725313,0.0033333333333333,,,,179.0
42,nf2018v2,nftonv2,rf,0.0001,calibrate,213,0.4206219075539693,0.6107334447783608,0.0,0.5002462167402513,1.0,0.198946979600486,0.1441443864305999,0.3231021574532543,0.6805995773851158,,,0.0,
42,nf2018v2,nftonv2,rf,0.0001,rethreshold,213,0.6448723582311443,0.2247675123618267,0.289746575725313,0.5745387800434103,0.5143790372614138,0.5436683319527708,0.5687160269134679,0.289746575725313,0.0033333333333333,0.249986149805007,0.0033333333333333,0.0,
42,nf2018v2,nftonv2,rf,0.001,calibrate,2100,0.4206219075539693,0.6107334447783608,0.0,0.5002462167402513,1.0,0.1989059280933146,0.1521393492429953,0.3231021574532543,0.6962914499717513,,,0.0,
42,nf2018v2,nftonv2,rf,0.001,rethreshold,2100,0.6448723582311443,0.2247675123618267,0.289746575725313,0.5745387800434103,0.5143790372614138,0.5436683319527708,0.5687160269134679,0.289746575725313,0.0033333333333333,0.2679923020640675,0.0033333333333333,0.0,
42,nf2018v2,nftonv2,rf,0.01,calibrate,21000,0.4206219075539693,0.6107334447783608,0.0,0.5002462167402513,1.0,0.1989015074801545,4.112555585344957e-05,0.3231021574532543,0.702458801011598,,,0.0,
42,nf2018v2,nftonv2,rf,0.01,rethreshold,21000,0.6448723582311443,0.2247675123618267,0.289746575725313,0.5745387800434103,0.5143790372614138,0.5436683319527708,0.5687160269134679,0.289746575725313,0.0033333333333333,0.2932679662871668,0.0033333333333333,0.0,
42,nf2018v2,nftonv2,rf,0.05,calibrate,105000,0.4206219075539693,0.6107334447783608,0.0,0.5002462167402513,1.0,0.1989094495980655,5.568285609491852e-06,0.3231021574532543,0.7161246033020325,,,0.0,
42,nf2018v2,nftonv2,rf,0.05,rethreshold,105000,0.6448723582311443,0.2247675123618267,0.289746575725313,0.5745387800434103,0.5143790372614138,0.5436683319527708,0.5687160269134679,0.289746575725313,0.0033333333333333,0.2943710809848381,0.0033333333333333,0.0,
42,nf2018v2,nftonv2,rf,0.1,calibrate,210000,0.4206219075539693,0.6107334447783608,0.0,0.5002462167402513,1.0,0.1989094924445314,5.738457507065142e-06,0.3231021574532543,0.7161546266875317,,,0.0,
42,nf2018v2,nftonv2,rf,0.1,rethreshold,210000,0.6448723582311443,0.2247675123618267,0.289746575725313,0.5745387800434103,0.5143790372614138,0.5436683319527708,0.5687160269134679,0.289746575725313,0.0033333333333333,0.2949454266290624,0.0033333333333333,0.0,
42,nf2018v2,nfbotv2,rf,0.0,zero_shot,249999,0.0494295205662273,0.0897631688794609,0.0140458956731383,0.5141361806847943,0.00119189511323,0.6092299578888889,0.7367188000000001,0.1770706314836578,0.0133333333333333,,,,179.0
42,nf2018v2,nfbotv2,rf,0.0001,calibrate,211,0.4989490456231946,0.9937119087536106,0.0,0.5141361806847943,1.0,0.0041778132831845,0.0005956636815108,0.1770706314836578,0.9951774245439738,,,0.0,
42,nf2018v2,nfbotv2,rf,0.0001,rethreshold,211,0.3348741980466145,0.0897631688794609,-0.0360057051808092,0.5141361806847943,0.7794994040524433,0.6092299578888889,0.7367188000000001,0.1770706314836578,0.0133333333333333,0.0693343798979097,0.19,0.0,
42,nf2018v2,nfbotv2,rf,0.001,calibrate,2101,0.4989490456231946,0.9937119087536106,0.0,0.5034378693890359,1.0,0.0041771839240754,7.645106263487467e-05,0.0697757322812633,0.9956443694900772,,,0.0,
42,nf2018v2,nfbotv2,rf,0.001,rethreshold,2101,0.5564274622858929,0.0897631688794609,0.1345313151405791,0.5141361806847943,0.9249106078665076,0.6092299578888889,0.7367188000000001,0.1770706314836578,0.0133333333333333,0.3326978068575605,0.0166666666666666,0.0,
42,nf2018v2,nfbotv2,rf,0.01,calibrate,21000,0.4989490456231946,0.9937119087536106,0.0,0.5034378693890359,1.0,0.0041759977350172,2.845720238231486e-06,0.0697757322812633,0.9949930466861864,,,0.0,
42,nf2018v2,nfbotv2,rf,0.01,rethreshold,21000,0.56199583263255,0.0897631688794609,0.1770706314836578,0.5141361806847943,0.9261025029797376,0.6092299578888889,0.7367188000000001,0.1770706314836578,0.0133333333333333,0.0840031489073643,0.0133333333333333,0.0,
42,nf2018v2,nfbotv2,rf,0.05,calibrate,105000,0.4989490456231946,0.9937119087536106,0.0,0.5034378693890359,1.0,0.0041769214560217,2.9984424086526573e-05,0.0697757322812633,0.9944472506044338,,,0.0,
42,nf2018v2,nfbotv2,rf,0.05,rethreshold,105000,0.56199583263255,0.0897631688794609,0.1770706314836578,0.5141361806847943,0.9261025029797376,0.6092299578888889,0.7367188000000001,0.1770706314836578,0.0133333333333333,0.1191521258888382,0.0133333333333333,0.0,
42,nf2018v2,nfbotv2,rf,0.1,calibrate,210001,0.4989490456231946,0.9937119087536106,0.0,0.5034378693890359,1.0,0.0041762017019648,1.8044885039980585e-05,0.0697757322812633,0.9947344987724652,,,0.0,
