seed,source,target,model,budget,strategy,n_train,macro_f1,weighted_f1,mcc,auprc_macro,fp_rate,brier,ece,mcc_best_thr,thr_best,single_class_buffer,fit_s
42,nf2018v2,nf2018v2,rf,0,in_domain,249999,0.9884052180472929,0.9951994302480829,0.9770527113321592,0.9846149472177047,0.00011342884041696441,0.005026432090061772,0.005231207177297355,0.9686953889998994,0.9966666666666667,0,48
42,nf2018v2,nfunswv2,rf,0,zero_shot,249999,0.49300494086008717,0.9436911708691015,0.01774516410626893,0.482504028346021,0.0005092443437503248,0.07024142205555556,0.17243268333333336,0.035150879869758504,0.02,0,48
42,nf2018v2,nfunswv2,rf,0.0001,calibrate,144,0.49037055157195203,0.943678896856096,0.0,0.5342698227202077,0.0,0.03712702784072348,0.03164538417300242,0.21133321358648405,0.07607224660946489,0,
42,nf2018v2,nfunswv2,rf,0.0001,buffer_only,144,0.9352576343039536,0.9900339590895173,0.8761985266844862,0.9040183839570883,0.010231654212697852,0.00965410088888889,0.010306666666666608,0.8691320965130049,0.54,0,1
42,nf2018v2,nfunswv2,rf,0.0001,augment,250143,0.7669343198986596,0.9704187709069406,0.5764482825552912,0.9268884147191772,0.0026657382484073125,0.014670388777777776,0.022605399999999887,0.8282358136764923,0.18666666666666668,0,48
42,nf2018v2,nfunswv2,rf,0.001,calibrate,1392,0.49037055157195203,0.943678896856096,0.0,0.5342698227202077,0.0,0.035842930521739445,0.003489674349744857,0.21133321358648405,0.05469462715521568,0,
42,nf2018v2,nfunswv2,rf,0.001,buffer_only,1392,0.9501122796415187,0.9925414930951967,0.9017121184941622,0.9594151987514061,0.0062616268797871565,0.0060686755000000005,0.0026485166666666213,0.8952025016327083,0.2833333333333333,0,1
42,nf2018v2,nfunswv2,rf,0.001,augment,251391,0.9185801551861363,0.988512929948639,0.8391895694903537,0.9644609660593753,0.0033308737177954917,0.007515333277777778,0.004039550000000129,0.9198133654795472,0.29,0,49
42,nf2018v2,nfunswv2,rf,0.01,calibrate,13907,0.49037055157195203,0.943678896856096,0.0,0.5342698227202077,0.0,0.03538360931660803,0.018177766455970995,0.21133321358648405,0.07751720172935493,0,
42,nf2018v2,nfunswv2,rf,0.01,buffer_only,13907,0.9706338461094373,0.9956693103423445,0.9416738256656513,0.9873924858643461,0.003419212022323609,0.0035354229444444453,0.000798616666666726,0.9390426066936438,0.3,0,2
42,nf2018v2,nfunswv2,rf,0.01,augment,263906,0.9687072022412124,0.9954067351691664,0.9375937705479682,0.9857482530857555,0.0031593934795938515,0.003904050666666666,0.0018167666666666963,0.9369749386615353,0.2733333333333333,0,56
42,nf2018v2,nfunswv2,rf,0.05,calibrate,69537,0.49037055157195203,0.943678896856096,0.0,0.5342698227202077,0.0,0.03534905237978768,0.012286194779111286,0.21133321358648405,0.08540253093958136,0,
42,nf2018v2,nfunswv2,rf,0.05,buffer_only,69537,0.9735993965965528,0.9961175067634205,0.947460954031949,0.9899997882727962,0.0029463422745554507,0.0030109805000000005,0.0006562500000001075,0.9432109442229145,0.26666666666666666,0,5
42,nf2018v2,nfunswv2,rf,0.1,calibrate,139072,0.49037055157195203,0.943678896856096,0.0,0.5342698227202077,0.0,0.03534936386141308,0.012003580131975554,0.21133321358648405,0.08604337750736965,0,
42,nf2018v2,nfunswv2,rf,0.1,buffer_only,139072,0.9759957363201459,0.9964767932505734,0.9521709432394554,0.9906366437298517,0.00259298905644298,0.0027886917777777778,0.0007113333333332641,0.9456290257432535,0.26,0,7
42,nf2018v2,nftonv2,rf,0,zero_shot,249999,0.2772332725386562,0.2247675123618267,-0.10391177406559164,0.5745387800434103,0.16703769935403817,0.5436683319527708,0.5687160269134679,0.289746575725313,0.0033333333333333335,0,48
42,nf2018v2,nftonv2,rf,0.0001,calibrate,213,0.42062190755396933,0.6107334447783608,0.0,0.5002462167402513,1.0,0.19894697960048607,0.14414438643059999,0.3223161750898652,0.6792352710147077,0,
42,nf2018v2,nftonv2,rf,0.0001,buffer_only,213,0.9364647322635933,0.9493791795148282,0.8729442246372302,0.9727572774937576,0.088372687128207,0.04051642019321208,0.025308543209382705,0.8861326043451798,0.62,0,2
42,nf2018v2,nftonv2,rf,0.0001,augment,250212,0.8533337915387206,0.8818315837374686,0.7078810965783987,0.8553344026681151,0.1778767198277435,0.10895366160164136,0.08475570711186889,0.7231723085476136,0.37,0,51
42,nf2018v2,nftonv2,rf,0.001,calibrate,2100,0.42062190755396933,0.6107334447783608,0.0,0.5002462167402513,1.0,0.1989059280933146,0.15213934924299533,0.3223161750898652,0.695440686913566,0,
42,nf2018v2,nftonv2,rf,0.001,buffer_only,2100,0.967705278851059,0.9744299835965797,0.9356466158206889,0.9927847804453904,0.06235173898762819,0.019882478967950392,0.007381536907684427,0.9354995771226279,0.4666666666666667,0,2
42,nf2018v2,nftonv2,rf,0.001,augment,252099,0.9210738622579232,0.9374907542266078,0.8423449477557687,0.9731882099075804,0.12853545491040472,0.04452185594261305,0.008586342931714711,0.8472123258740344,0.6266666666666667,0,50
42,nf2018v2,nftonv2,rf,0.01,calibrate,21000,0.42062190755396933,0.6107334447783608,0.0,0.5002462167402513,1.0,0.1989015074801545,4.112555585344957e-05,0.3223161750898652,0.7017948157122694,0,
42,nf2018v2,nftonv2,rf,0.01,buffer_only,21000,0.9834374089623901,0.9868651140680653,0.966984422109598,0.996993723512599,0.03467026750848509,0.010242898270046909,0.00431733825335776,0.9672557069315891,0.5966666666666667,0,3
42,nf2018v2,nftonv2,rf,0.01,augment,270999,0.9787496164786278,0.9831127608731284,0.9575155290211226,0.9964249593610311,0.034962227655924966,0.013432466662333314,0.007043885219426013,0.9575947666356335,0.5266666666666666,0,50
42,nf2018v2,nftonv2,rf,0.05,calibrate,105000,0.42062190755396933,0.6107334447783608,0.0,0.5002462167402513,1.0,0.1989094495980655,5.568285609602874e-06,0.3223161750898652,0.7158512118381379,0,
42,nf2018v2,nftonv2,rf,0.05,buffer_only,105000,0.9898907921081345,0.9919703972822287,0.9798130676390084,0.9981486858587068,0.020400715302361226,0.006677562332256108,0.0037644688223440704,0.97920732606697,0.59,0,14
42,nf2018v2,nftonv2,rf,0.1,calibrate,210000,0.42062190755396933,0.6107334447783608,0.0,0.5002462167402513,1.0,0.19890949244453143,5.738457507065142e-06,0.3223161750898652,0.7158820824860572,0,
42,nf2018v2,nftonv2,rf,0.1,buffer_only,210000,0.991219374676248,0.9930240050324997,0.9824624469465004,0.9983623291190087,0.01771833144775738,0.005785245870673799,0.0032266661333306386,0.9820131096690483,0.6,0,32
42,nf2018v2,nfbotv2,rf,0,zero_shot,249999,0.04942952056622739,0.0897631688794609,0.014045895673138357,0.5141361806847943,0.0011918951132300357,0.6092299578888889,0.7367188000000001,0.1770706314836578,0.013333333333333334,0,48
42,nf2018v2,nfbotv2,rf,0.0001,calibrate,211,0.49894904562319464,0.9937119087536106,0.0,0.5141361806847943,1.0,0.004177813283184552,0.0005956636815108718,0.1770706314836578,0.9951774245439738,0,
42,nf2018v2,nfbotv2,rf,0.0001,buffer_only,211,0.5495595677911442,0.994233162269195,0.216992622689214,0.7329232737913212,0.9463647199046484,0.003184733055555556,0.003739616666666546,0.4381574063568553,0.9933333333333333,0,1
42,nf2018v2,nfbotv2,rf,0.0001,augment,250210,0.7620630728528539,0.9943737624913233,0.5902701603468171,0.6511460709907855,0.03218116805721097,0.005993010833333333,0.008672916666666447,0.5831547068653096,0.48333333333333334,0,47
42,nf2018v2,nfbotv2,rf,0.001,calibrate,2101,0.49894904562319464,0.9937119087536106,0.0,0.5034378693890359,1.0,0.004177183924075483,7.645106263487467e-05,0.06977573228126333,0.9956443694900772,0,
42,nf2018v2,nfbotv2,rf,0.001,buffer_only,2101,0.8538906277817087,0.9977766193691682,0.7254914102759167,0.9257908096785659,0.41835518474374256,0.0014938797222222224,0.0012655166666666157,0.7117881700912531,0.8733333333333333,0,1
42,nf2018v2,nfbotv2,rf,0.001,augment,252100,0.860615694898478,0.9976004533302409,0.7224331848058307,0.8740645289567022,0.23361144219308702,0.0018020187222222222,0.0020371833333333216,0.771390941221788,0.5635825589225586,0,48
42,nf2018v2,nfbotv2,rf,0.01,calibrate,21000,0.49894904562319464,0.9937119087536106,0.0,0.5034378693890359,1.0,0.004175997735017211,2.845720238231486e-06,0.06977573228126333,0.9949930466861864,0,
42,nf2018v2,nfbotv2,rf,0.01,buffer_only,21000,0.9443655635561213,0.9990976783747287,0.8904987449953482,0.9815726305470895,0.1632896305125149,0.0006393544999999999,0.000302716666666559,0.844443022168621,0.9766666666666667,0,2
42,nf2018v2,nfbotv2,rf,0.01,augment,270999,0.9389385713194316,0.9989748435390703,0.8779166830702015,0.9742714616572397,0.11323003575685339,0.0007125921666666666,0.0004233833333337578,0.8347042079764933,0.86,0,49
42,nf2018v2,nfbotv2,rf,0.05,calibrate,105000,0.49894904562319464,0.9937119087536106,0.0,0.5034378693890359,1.0,0.004176921456021779,2.9984424086748618e-05,0.06977573228126333,0.9944472506044336,0,
42,nf2018v2,nfbotv2,rf,0.05,buffer_only,105000,0.9787924935385695,0.9996453154388606,0.9575865254951659,0.9930340120595462,0.04052443384982122,0.00029013766666666674,0.00018620000000002981,0.8524556025426255,0.9933333333333333,0,5
42,nf2018v2,nfbotv2,rf,0.1,calibrate,210001,0.49894904562319464,0.9937119087536106,0.0,0.5034378693890359,1.0,0.004176201701964848,1.8044885039980585e-05,0.06977573228126333,0.9947344987724653,0,
42,nf2018v2,nfbotv2,rf,0.1,buffer_only,210001,0.984299249781865,0.9997363232533405,0.9686476482794264,0.9957478683772164,0.021454112038140644,0.0002181892777777778,0.0001318166666666541,0.8542261634033028,0.9966666666666667,0,12
42,nf2018v2,nf2018v2,lgbm,0,in_domain,249999,0.9884304423158621,0.9952096972137982,0.9771010127012018,0.9876854383019344,0.00011910028243781263,0.004707917336759448,0.001484195722557914,0.9691339220811381,0.9948039393571124,0,4
42,nf2018v2,nfunswv2,lgbm,0,zero_shot,249999,0.5229656159971565,0.9463616587623261,0.13982493245919478,0.4971670698700526,0.0008210265950260339,0.0383795855459135,0.03917741717952009,0.1039898614949912,0.8916122495389559,0,4
42,nf2018v2,nfunswv2,lgbm,0.0001,calibrate,144,0.49037055157195203,0.943678896856096,0.0,0.5594734817208111,0.0,0.03737695686529453,0.033996007170331334,0.24298559711476175,0.06956936705861944,0,
42,nf2018v2,nfunswv2,lgbm,0.0001,buffer_only,144,0.8697386833450658,0.9810543979159116,0.7394773684828944,0.8597979175655568,0.009841926398603216,0.018937179923930958,0.018924746874750098,0.7302931078477918,0.0005759660896481417,0,1
42,nf2018v2,nfunswv2,lgbm,0.0001,augment,250143,0.8305394834852358,0.9774287952153964,0.6780614000517959,0.9028630095999484,0.0037465833861631036,0.01552033170326285,0.010505029955620014,0.7785281773727094,0.04581768993985804,0,8
42,nf2018v2,nfunswv2,lgbm,0.001,calibrate,1392,0.49037055157195203,0.943678896856096,0.0,0.5594734817208111,0.0,0.03638571434092319,0.0034844528219929224,0.24298559711476175,0.03898520030003126,0,
42,nf2018v2,nfunswv2,lgbm,0.001,buffer_only,1392,0.9389009712772827,0.9909664379973087,0.8783335913449848,0.9413415906727295,0.006121324866713088,0.008274576389537533,0.008187032063080232,0.8925369580419055,0.0003325121678391183,0,1
42,nf2018v2,nfunswv2,lgbm,0.001,augment,251391,0.9438076078525472,0.9917734441177747,0.8877027772217282,0.9492007352266294,0.0048378212656280855,0.006453805503423272,0.0016114442242967388,0.9002398208622453,0.3436184910426618,0,4
42,nf2018v2,nfunswv2,lgbm,0.01,calibrate,13907,0.49037055157195203,0.943678896856096,0.0,0.4971670698700526,0.0,0.03600528897509743,0.0016861411680971629,0.1039898614949912,0.24055703437277665,0,
42,nf2018v2,nfunswv2,lgbm,0.01,buffer_only,13907,0.9702103783423679,0.9956210427759311,0.9406611226839506,0.9853809813518211,0.003169786221303042,0.004039104994572826,0.003785767861384973,0.9410779828035302,0.010738400083919712,0,4
42,nf2018v2,nfunswv2,lgbm,0.01,augment,263906,0.9672410398956939,0.9951825933049177,0.9347395457155354,0.984684672853483,0.0034348011348873946,0.003836772697383052,0.0008785450826809858,0.932778614409011,0.2626264567901673,0,4
42,nf2018v2,nfunswv2,lgbm,0.05,calibrate,69537,0.49037055157195203,0.943678896856096,0.0,0.4971670698700526,0.0,0.03592155813960954,0.0015074269190864806,0.1039898614949912,0.30914083632831196,0,
