seed,source,target,model,budget,chose_rt,buffer_est,cv_est,rt2_mcc,bo_mcc,realised,oracle,regret,always_retrain_regret,always_rt_regret,correct
42,nf2018v2,nfunswv2,rf,0.0001,0.0,0.3401433029285876,0.9358576176957496,0.1532694460072396,0.8761985266844862,0.8761985266844862,0.8761985266844862,0.0,0.0,0.7229290806772466,True
42,nf2018v2,nfunswv2,rf,0.001,0.0,0.2531446096196038,0.9060216923915888,0.2105348516145728,0.9017121184941622,0.9017121184941622,0.9017121184941622,0.0,0.0,0.6911772668795895,True
42,nf2018v2,nfunswv2,rf,0.01,0.0,0.2194924512653471,0.9381582452348606,0.2130184955724854,0.9416738256656512,0.9416738256656512,0.9416738256656512,0.0,0.0,0.7286553300931657,True
42,nf2018v2,nfunswv2,rf,0.05,0.0,0.226800157118769,0.9473607608291452,0.2130184955724854,0.947460954031949,0.947460954031949,0.947460954031949,0.0,0.0,0.7344424584594635,True
42,nf2018v2,nfunswv2,rf,0.1,0.0,0.2209360844467434,0.9494563386460269,0.2130184955724854,0.9521709432394554,0.9521709432394554,0.9521709432394554,0.0,0.0,0.73915244766697,True
42,nf2018v2,nftonv2,rf,0.0001,0.0,0.3628305384890698,0.8317509721471161,0.2965437553964016,0.8729442246372302,0.8729442246372302,0.8729442246372302,0.0,0.0,0.5764004692408287,True
42,nf2018v2,nftonv2,rf,0.001,0.0,0.3287890725546364,0.9291181068479296,0.3221783690932353,0.9356466158206888,0.9356466158206888,0.9356466158206888,0.0,0.0,0.6134682467274535,True
42,nf2018v2,nftonv2,rf,0.01,0.0,0.3293400605942558,0.96059874035726,0.3230967368119067,0.966984422109598,0.966984422109598,0.966984422109598,0.0,0.0,0.6438876852976914,True
42,nf2018v2,nftonv2,rf,0.05,0.0,0.3249521768300087,0.976413349956983,0.3231021574532543,0.9798130676390084,0.9798130676390084,0.9798130676390084,0.0,0.0,0.6567109101857541,True
42,nf2018v2,nftonv2,rf,0.1,0.0,0.3253877448398088,0.9800184788845696,0.3231021574532543,0.9824624469465004,0.9824624469465004,0.9824624469465004,0.0,0.0,0.6593602894932461,True
