seed,source,target,model,budget,buffer_est,cv_est,cv_mode,rt,bo,chose_rt,realised,oracle,regret,always_retrain,correct
42,nfunswv2,nfbotv2,rf,0.01,0.3115382732696669,0.918989628793936,cv3,0.1978673650392327,0.8904987449953482,0,0.8904987449953482,0.8904987449953482,0.0,0.0,True
42,nfunswv2,nfbotv2,rf,0.05,0.2174990549372731,0.9541725696614096,cv3,0.1978673650392327,0.957586525495166,0,0.957586525495166,0.957586525495166,0.0,0.0,True
42,nfunswv2,nfbotv2,rf,0.1,0.2043060417911222,0.9688218499862036,cv3,0.1978673650392327,0.9686476482794264,0,0.9686476482794264,0.9686476482794264,0.0,0.0,True
42,nfunswv2,nf2018v2,lgbm,0.0001,0.6110802260034327,0.8894090263647848,cv3,0.5510748951988833,0.903267570215251,0,0.903267570215251,0.903267570215251,0.0,0.0,True
42,nfunswv2,nf2018v2,lgbm,0.001,0.5745334373772445,0.9678892798366636,cv3,0.5633813307313055,0.961725791726759,0,0.961725791726759,0.961725791726759,0.0,0.0,True
42,nfunswv2,nf2018v2,lgbm,0.01,0.5670411475335093,0.9717158536206956,cv3,0.5638600405365433,0.9736689500113244,0,0.9736689500113244,0.9736689500113244,0.0,0.0,True
42,nfunswv2,nf2018v2,lgbm,0.05,0.5652836593359304,0.9748192800028174,cv3,0.5639755697313199,0.9760078450582204,0,0.9760078450582204,0.9760078450582204,0.0,0.0,True
42,nfunswv2,nf2018v2,lgbm,0.1,0.5640898662713821,0.9753286031646132,cv3,0.5637773368907595,0.976906323321744,0,0.976906323321744,0.976906323321744,0.0,0.0,True
42,nfunswv2,nftonv2,lgbm,0.0001,0.2407565857399549,0.8436747689238814,cv3,0.2474711892436854,0.8467710817392476,0,0.8467710817392476,0.8467710817392476,0.0,0.0,True
42,nfunswv2,nftonv2,lgbm,0.001,0.2523272193715941,0.9289197669682926,cv3,0.2495969905876431,0.932430527676789,0,0.932430527676789,0.932430527676789,0.0,0.0,True
42,nfunswv2,nftonv2,lgbm,0.01,0.2601354058524325,0.9655493210946152,cv3,0.2496790206088515,0.9693389129460036,0,0.9693389129460036,0.9693389129460036,0.0,0.0,True
42,nfunswv2,nftonv2,lgbm,0.05,0.2497944111326338,0.9766571986917038,cv3,0.2495694180493621,0.980042821964238,0,0.980042821964238,0.980042821964238,0.0,0.0,True
42,nfunswv2,nftonv2,lgbm,0.1,0.2508354165035891,0.9798412917889756,cv3,0.2495206798023282,0.9815567289244258,0,0.9815567289244258,0.9815567289244258,0.0,0.0,True
42,nfunswv2,nfbotv2,lgbm,0.0001,0.2810129071203918,1.0,resub,0.1375325142510242,0.4054627247441705,0,0.4054627247441705,0.4054627247441705,0.0,0.0,True
42,nfunswv2,nfbotv2,lgbm,0.001,0.3326978068575605,0.6559047092369128,cv3,0.1318598615539203,0.7755071246652027,0,0.7755071246652027,0.7755071246652027,0.0,0.0,True
42,nfunswv2,nfbotv2,lgbm,0.01,0.1741718558569926,0.8098081080217957,cv3,0.1448203911634018,0.8772887146612782,0,0.8772887146612782,0.8772887146612782,0.0,0.0,True
