seed,source,target,model,budget,strategy,n_train,n_threshold,n_labels,mcc,macro_f1,fp_rate,auprc_macro,thr,tpr_dep,fpr_dep,tpr_oracle_fpr01,tpr_oracle_fpr001,fit_s
42,any,nf2018v2,rf,0.0001,retrain_stratified,151,66,217,0.9477164713688743,0.9734050439220864,0.0011116026360862513,0.9740353267774249,0.6766666666666666,0.8618184889564593,0.00013044316647950908,0.9400312513197348,0.9174796232949026,0.5
42,any,nf2018v2,rf,0.0001,retrain_labelblind,147,63,210,0.9320070653299213,0.965347737964492,0.0018942616349633058,0.9729322854180555,0.7633333333333333,0.8085645508678576,9.641451435441975e-05,0.928502048228388,0.8959837830989484,0.5
42,any,nf2018v2,rf,0.001,retrain_stratified,1472,630,2102,0.9579229906168112,0.9787393917460617,0.001412189063191207,0.9807437888664354,0.26,0.9511803707926855,0.005955014121890632,0.953545335529372,0.936863887833101,0.7
42,any,nf2018v2,rf,0.001,retrain_labelblind,1470,630,2100,0.959683328997073,0.9796886493905751,0.001797847120608886,0.9806485910931626,0.44333333333333336,0.9450568013851937,0.0024103628588604937,0.9523206216478737,0.9427340681616623,0.6
42,any,nf2018v2,rf,0.01,retrain_stratified,14701,6300,21001,0.9720862823884804,0.9858958193807164,0.00042535815156361656,0.9833783973024965,0.29,0.9565437729633853,0.0023196197865269223,0.9594155158579332,0.9556146796739727,3.8
42,any,nf2018v2,rf,0.01,retrain_labelblind,14700,6300,21000,0.9715752221224744,0.9856334067033476,0.00041968670954276835,0.9833304832473342,0.23,0.9579796444106592,0.0044350676603033086,0.9592888213184678,0.9552768275687318,4.0
42,any,nf2018v2,lgbm,0.0001,retrain_stratified,151,66,217,0.9588823253456893,0.9791350118945339,0.0007089302526060277,0.9747371775885958,0.9996100009318399,0.890747075467714,9.641451435441975e-05,0.9413404282275434,0.9340766079648634,0.1
42,any,nf2018v2,lgbm,0.0001,retrain_labelblind,147,63,210,0.8822629107718386,0.941098497010981,0.015517065369040732,0.9671217382333506,0.9998536542146185,0.6846150597575911,0.00021551479679223238,0.9017695004011994,0.8466151442206175,0.0
42,any,nf2018v2,lgbm,0.001,retrain_stratified,1472,630,2102,0.9515197794721167,0.9756228417498107,0.0028924354306325926,0.9810616592500012,0.030390586596706848,0.9399467882934246,0.00452581073263688,0.9504202035558934,0.9297689936230416,0.2
42,any,nf2018v2,lgbm,0.001,retrain_labelblind,1470,630,2100,0.9579223938197116,0.9788914901484524,0.002949149850841075,0.9798229977537045,0.025835564313024237,0.950251277503273,0.0051269835868467915,0.951349296845306,0.9329363571096753,0.6
