seed,source,target,model,budget,1,3,10,bo
44,nfbotv2,nfunswv2,mlp,0.01,0.6398,0.7274,0.7652,0.8485
44,nfbotv2,nfunswv2,rf,0.001,0.1929,0.8978,0.9086,0.9074
44,nfbotv2,nfunswv2,rf,0.01,0.1937,0.9338,0.9392,0.9391
44,nftonv2,nf2018v2,lgbm,0.001,0.9415,0.9445,0.9444,0.9614
44,nftonv2,nf2018v2,lgbm,0.01,0.9657,0.9688,0.9714,0.9731
44,nftonv2,nf2018v2,mlp,0.001,0.3133,0.8807,0.8997,0.9193
44,nftonv2,nf2018v2,mlp,0.01,0.9464,0.9698,0.9701,0.9579
44,nftonv2,nf2018v2,rf,0.001,0.31,0.9363,0.9627,0.9615
44,nftonv2,nf2018v2,rf,0.01,0.3144,0.9385,0.9725,0.973
44,nftonv2,nfbotv2,lgbm,0.001,0.0998,0.4901,0.4901,0.8125
44,nftonv2,nfbotv2,lgbm,0.01,0.6584,0.7171,0.7171,0.4397
44,nftonv2,nfbotv2,mlp,0.001,0.5987,0.704,0.7121,0.665
44,nftonv2,nfbotv2,mlp,0.01,0.8476,0.8925,0.8883,0.6992
44,nftonv2,nfbotv2,rf,0.001,0.0141,0.8532,0.8551,0.8319
44,nftonv2,nfbotv2,rf,0.01,0.0144,0.9164,0.9139,0.9183
44,nftonv2,nfunswv2,lgbm,0.001,0.8749,0.8772,0.877,0.887
44,nftonv2,nfunswv2,lgbm,0.01,0.8293,0.7931,0.7931,0.9367
44,nftonv2,nfunswv2,mlp,0.001,0.3871,0.6791,0.7051,0.8318
44,nftonv2,nfunswv2,mlp,0.01,0.7498,0.8836,0.8951,0.8485
44,nftonv2,nfunswv2,rf,0.001,0.1785,0.8534,0.9109,0.9074
44,nftonv2,nfunswv2,rf,0.01,0.1892,0.8927,0.934,0.9391
44,nfunswv2,nf2018v2,lgbm,0.001,0.7995,0.7813,0.8024,0.9614
44,nfunswv2,nf2018v2,lgbm,0.01,0.9053,0.7135,0.7135,0.9731
44,nfunswv2,nf2018v2,mlp,0.001,0.3208,0.791,0.8572,0.9193
44,nfunswv2,nf2018v2,mlp,0.01,0.8927,0.9484,0.9606,0.9579
44,nfunswv2,nf2018v2,rf,0.001,0.6903,0.9631,0.9641,0.9615
44,nfunswv2,nf2018v2,rf,0.01,0.6937,0.971,0.9734,0.973
44,nfunswv2,nfbotv2,lgbm,0.001,0.8243,0.8332,0.8332,0.8125
44,nfunswv2,nfbotv2,lgbm,0.01,0.8772,0.8857,0.8829,0.4397
44,nfunswv2,nfbotv2,mlp,0.001,0.5039,0.5406,0.634,0.665
44,nfunswv2,nfbotv2,mlp,0.01,0.5533,0.7811,0.8437,0.6992
44,nfunswv2,nfbotv2,rf,0.001,0.051,0.8574,0.846,0.8319
44,nfunswv2,nfbotv2,rf,0.01,0.0555,0.9076,0.9069,0.9183
44,nfunswv2,nftonv2,lgbm,0.001,0.5543,0.5543,0.5543,0.9394
44,nfunswv2,nftonv2,lgbm,0.01,0.8976,0.8325,0.8325,0.9697
44,nfunswv2,nftonv2,mlp,0.001,0.1359,0.2428,0.5514,0.9139
44,nfunswv2,nftonv2,mlp,0.01,0.6295,0.7508,0.7967,0.931
44,nfunswv2,nftonv2,rf,0.001,0.3393,0.8918,0.9358,0.9373
44,nfunswv2,nftonv2,rf,0.01,0.3484,0.9362,0.9657,0.9672
