seed,source,target,model,budget,rt2_mcc,buffer_est,rt1_mcc,bo_mcc,ceiling_2s
42,nf2018v2,nfunswv2,lgbm,0.001,0.238089206101564,0.3602200772402529,0.0265344270026992,0.8783335913449848,0.2438856798046484
42,nf2018v2,nfunswv2,lgbm,0.01,0.2403848321091293,0.2892656753325028,0.132694566198526,0.9406611226839506,0.2438856798046484
42,nf2018v2,nfunswv2,lgbm,0.05,0.2424976242963111,0.2581817078106814,0.1400149369137676,0.9454640344668888,0.2438856798046484
42,nf2018v2,nfunswv2,lgbm,0.1,0.2422781589971818,0.2587783625254428,0.1394212161374203,0.9488703253372784,0.2438856798046484
42,nf2018v2,nftonv2,lgbm,0.0001,0.4761583795939519,0.4055092844041108,0.4761583795939519,0.8467710817392476,0.4771420726765807
42,nf2018v2,nftonv2,lgbm,0.001,0.4771420726765807,0.4707003324178225,0.4771420726765807,0.932430527676789,0.4771420726765807
42,nf2018v2,nftonv2,lgbm,0.01,0.4771420726765807,0.4756206462568688,0.4771420726765807,0.9693389129460036,0.4771420726765807
42,nf2018v2,nftonv2,lgbm,0.05,0.4771420726765807,0.4798189796909683,0.4771420726765807,0.980042821964238,0.4771420726765807
42,nf2018v2,nftonv2,lgbm,0.1,0.4771420726765807,0.4782371525362169,0.4771420726765807,0.9815567289244258,0.4771420726765807
42,nf2018v2,nfbotv2,lgbm,0.0001,0.2467440767991976,0.7054211845550483,0.2467440767991976,0.4054627247441705,0.2516226242911011
42,nf2018v2,nfbotv2,lgbm,0.001,0.2467440767991976,0.3960681773913044,0.2467440767991976,0.7755071246652027,0.2516226242911011
42,nf2018v2,nfbotv2,lgbm,0.01,0.2467440767991976,0.2588780276428083,0.2467440767991976,0.8772887146612782,0.2516226242911011
42,nf2018v2,nfbotv2,lgbm,0.05,0.2467440767991976,0.2504142473100907,0.2467440767991976,0.080256899090869,0.2516226242911011
42,nf2018v2,nfbotv2,lgbm,0.1,0.2467440767991976,0.2511121356944135,0.2467440767991976,-0.0023371958334884,0.2516226242911011
42,nf2018v2,nfunswv2,mlp,0.0001,0.2036713783107234,0.3539826464506396,0.0501368552431221,0.6738046434465649,0.208569732006218
42,nf2018v2,nfunswv2,mlp,0.001,0.2036713783107234,0.2905259900124515,0.0501368552431221,0.8724595041636478,0.208569732006218
42,nf2018v2,nfunswv2,mlp,0.01,0.2058028226645409,0.2091588638122603,0.0605259052790904,0.9020094267814196,0.208569732006218
42,nf2018v2,nfunswv2,mlp,0.05,0.205829919927193,0.2102444723666821,0.0652215386580944,0.9212390576675296,0.208569732006218
42,nf2018v2,nfunswv2,mlp,0.1,0.2058331991060641,0.2111112660311256,0.0656626466914192,0.9232569489766432,0.208569732006218
42,nf2018v2,nftonv2,mlp,0.0001,0.2074377733811745,0.249986149805007,0.2074377733811745,0.6570746325098591,0.2140257084880553
42,nf2018v2,nftonv2,mlp,0.001,0.203966766535336,0.2192729864575908,0.203966766535336,0.9079778559277176,0.2140257084880553
42,nf2018v2,nftonv2,mlp,0.01,0.2076706225783736,0.2106606254834373,0.2076706225783736,0.9356558783057712,0.2140257084880553
42,nf2018v2,nftonv2,mlp,0.05,0.2133471575291604,0.2096268960577723,0.2133471575291604,0.943495210597836,0.2140257084880553
42,nf2018v2,nftonv2,mlp,0.1,0.2133817210757615,0.2121324349700386,0.2133817210757615,0.953793840451774,0.2140257084880553
42,nf2018v2,nfbotv2,mlp,0.0001,0.3957104228167786,1.0,0.0,0.0852131190162651,0.4098813500212029
42,nf2018v2,nfbotv2,mlp,0.001,0.3962723776669913,0.3991793405186802,-0.2897333402629172,0.6500893936409267,0.4098813500212029
42,nf2018v2,nfbotv2,mlp,0.01,0.4042546512196548,0.4094817773967338,0.2607045136690821,0.7544048080784458,0.4098813500212029
42,nf2018v2,nfbotv2,mlp,0.05,0.4080224050450424,0.4003028558878547,0.2660564941514639,0.8074495526479445,0.4098813500212029
42,nf2018v2,nfbotv2,mlp,0.1,0.4080224050450424,0.4077120005243048,0.2660564941514639,0.932578450959186,0.4098813500212029
42,nfunswv2,nf2018v2,rf,0.0001,0.2694436714577415,0.3373513874170664,0.2357336799330387,0.945363583798542,0.2797040700738926
42,nfunswv2,nf2018v2,rf,0.001,0.2797040700738926,0.28133058160645,0.2496680356179555,0.9617495449421696,0.2797040700738926
42,nfunswv2,nf2018v2,rf,0.01,0.2797040700738926,0.2799797027432767,0.2496680356179555,0.972867491168671,0.2797040700738926
42,nfunswv2,nf2018v2,rf,0.05,0.2797040700738926,0.2810892844662703,0.2496680356179555,0.9759352351671404,0.2797040700738926
42,nfunswv2,nf2018v2,rf,0.1,0.2797040700738926,0.2807658973364745,0.2496680356179555,0.9769556813096164,0.2797040700738926
42,nfunswv2,nftonv2,rf,0.0001,0.544699207411913,0.5406433747126563,0.544699207411913,0.8729442246372302,0.5648249566571932
42,nfunswv2,nftonv2,rf,0.001,0.5648249566571932,0.554186742688193,0.5648249566571932,0.9356466158206888,0.5648249566571932
42,nfunswv2,nftonv2,rf,0.01,0.5648249566571932,0.564337124283169,0.5648249566571932,0.966984422109598,0.5648249566571932
42,nfunswv2,nftonv2,rf,0.05,0.5648249566571932,0.5668817503752015,0.5648249566571932,0.9798130676390084,0.5648249566571932
42,nfunswv2,nftonv2,rf,0.1,0.5648249566571932,0.5654829029131992,0.5648249566571932,0.9824624469465004,0.5648249566571932
42,nfunswv2,nfbotv2,rf,0.0001,-0.0509413209851375,0.0748095274031311,0.0553686154952026,0.216992622689214,0.1978673650392327
42,nfunswv2,nfbotv2,rf,0.001,0.1978673650392327,0.3315033792969687,0.1978673650392327,0.7254914102759167,0.1978673650392327
42,nfunswv2,nfbotv2,rf,0.01,0.1978673650392327,0.3115382732696669,0.1978673650392327,0.8904987449953482,0.1978673650392327
42,nfunswv2,nfbotv2,rf,0.05,0.1978673650392327,0.2174990549372731,0.1978673650392327,0.957586525495166,0.1978673650392327
42,nfunswv2,nfbotv2,rf,0.1,0.1978673650392327,0.2043060417911222,0.1978673650392327,0.9686476482794264,0.1978673650392327
42,nfunswv2,nf2018v2,lgbm,0.0001,0.5510748951988833,0.6110802260034327,-0.0086137066893435,0.903267570215251,0.5640293467573478
42,nfunswv2,nf2018v2,lgbm,0.001,0.5633813307313055,0.5745334373772445,0.0623281902801818,0.961725791726759,0.5640293467573478
42,nfunswv2,nf2018v2,lgbm,0.01,0.5638600405365433,0.5670411475335093,0.0615764187911354,0.9736689500113244,0.5640293467573478
42,nfunswv2,nf2018v2,lgbm,0.05,0.5639755697313199,0.5652836593359304,0.0623281902801818,0.9760078450582204,0.5640293467573478
42,nfunswv2,nf2018v2,lgbm,0.1,0.5637773368907595,0.5640898662713821,0.0623281902801818,0.976906323321744,0.5640293467573478
42,nfunswv2,nftonv2,lgbm,0.0001,0.2474711892436854,0.2407565857399549,0.0971757035834912,0.8467710817392476,0.2499391482754746
42,nfunswv2,nftonv2,lgbm,0.001,0.2495969905876431,0.2523272193715941,0.1463636705097646,0.932430527676789,0.2499391482754746
42,nfunswv2,nftonv2,lgbm,0.01,0.2496790206088515,0.2601354058524325,0.1478965172900823,0.9693389129460036,0.2499391482754746
42,nfunswv2,nftonv2,lgbm,0.05,0.2495694180493621,0.2497944111326338,0.147744976027644,0.980042821964238,0.2499391482754746
42,nfunswv2,nftonv2,lgbm,0.1,0.2495206798023282,0.2508354165035891,0.1479242354932299,0.9815567289244258,0.2499391482754746
42,nfunswv2,nfbotv2,lgbm,0.0001,0.1375325142510242,0.2810129071203918,0.1375325142510242,0.4054627247441705,0.1548953955278207
42,nfunswv2,nfbotv2,lgbm,0.001,0.1318598615539203,0.3326978068575605,0.1375325142510242,0.7755071246652027,0.1548953955278207
42,nfunswv2,nfbotv2,lgbm,0.01,0.1448203911634018,0.1741718558569926,0.1448203911634018,0.8772887146612782,0.1548953955278207
42,nfunswv2,nfbotv2,lgbm,0.05,0.154809540394039,0.1703294376447471,0.154809540394039,0.001939572376869,0.1548953955278207
42,nfunswv2,nfbotv2,lgbm,0.1,0.154809540394039,0.1681574888137533,0.154809540394039,0.5489384344772246,0.1548953955278207
42,nfunswv2,nf2018v2,mlp,0.0001,0.27519092799696,0.3759836324575671,0.0074769015974172,0.8931536657894262,0.2810519926342105
42,nfunswv2,nf2018v2,mlp,0.001,0.2803855464069583,0.3124623319601469,0.1194366714979292,0.9401013519738656,0.2810519926342105
42,nfunswv2,nf2018v2,mlp,0.01,0.2807151612323332,0.2862059933951084,0.1196902239093678,0.9605731359993388,0.2810519926342105
42,nfunswv2,nf2018v2,mlp,0.05,0.2809702585885121,0.2826282538747323,0.1196373033112782,0.9702359922775567,0.2810519926342105
42,nfunswv2,nf2018v2,mlp,0.1,0.2809702585885121,0.2801439332832432,0.1196373033112782,0.9697527319466452,0.2810519926342105
42,nfunswv2,nftonv2,mlp,0.0001,0.1152963711143896,0.1669518985442521,0.184808380214487,0.6570746325098591,0.1949686809121795
42,nfunswv2,nftonv2,mlp,0.001,0.1941841006248856,0.2211270311003602,0.1941841006248856,0.9079778559277176,0.1949686809121795
42,nfunswv2,nftonv2,mlp,0.01,0.1942253114986512,0.2015967203787504,0.1942253114986512,0.9356558783057712,0.1949686809121795
42,nfunswv2,nftonv2,mlp,0.05,0.1940440243018505,0.2006439289754019,0.1940440243018505,0.943495210597836,0.1949686809121795
42,nfunswv2,nftonv2,mlp,0.1,0.1940670181190229,0.198577620811928,0.1940670181190229,0.953793840451774,0.1949686809121795
42,nfunswv2,nfbotv2,mlp,0.0001,0.0560657315041173,1.0,0.0,0.0852131190162651,0.5233620881409071
42,nfunswv2,nfbotv2,mlp,0.001,0.4674058837407877,0.3835226484096976,0.4674058837407877,0.6500893936409267,0.5233620881409071
42,nfunswv2,nfbotv2,mlp,0.01,0.5178175701749936,0.4589014325213641,0.5178175701749936,0.7544048080784458,0.5233620881409071
42,nfunswv2,nfbotv2,mlp,0.05,0.5206465058372604,0.5159168027515898,0.5206465058372604,0.8074495526479445,0.5233620881409071
42,nfunswv2,nfbotv2,mlp,0.1,0.5206465058372604,0.5332384182818545,0.5206465058372604,0.932578450959186,0.5233620881409071
42,nftonv2,nf2018v2,rf,0.0001,0.1820527477317436,0.2498261127145374,0.1820527477317436,0.945363583798542,0.1963547445948619
42,nftonv2,nf2018v2,rf,0.001,0.1963547445948619,0.1948964615049223,0.1963547445948619,0.9617495449421696,0.1963547445948619
42,nftonv2,nf2018v2,rf,0.01,0.1962707667999285,0.1966709388213602,0.1962707667999285,0.972867491168671,0.1963547445948619
42,nftonv2,nf2018v2,rf,0.05,0.1962707667999285,0.1990235798471627,0.1962707667999285,0.9759352351671404,0.1963547445948619
42,nftonv2,nf2018v2,rf,0.1,0.1963547445948619,0.1979298330269652,0.1963547445948619,0.9769556813096164,0.1963547445948619
42,nftonv2,nfunswv2,rf,0.0001,0.2417283819400471,0.3061148374487811,0.0614670042355973,0.8761985266844862,0.2569718295639525
42,nftonv2,nfunswv2,rf,0.001,0.2541764142557255,0.3012849152877177,0.0338369559223766,0.9017121184941622,0.2569718295639525
42,nftonv2,nfunswv2,rf,0.01,0.2547484774883744,0.2584359620778999,0.0994954722906384,0.9416738256656512,0.2569718295639525
42,nftonv2,nfunswv2,rf,0.05,0.2569718295639525,0.2602241151859306,0.0994954722906384,0.947460954031949,0.2569718295639525
42,nftonv2,nfunswv2,rf,0.1,0.2569718295639525,0.2524544977865504,0.0994954722906384,0.9521709432394554,0.2569718295639525
42,nftonv2,nfbotv2,rf,0.0001,0.0344741111504941,0.3476108935769035,0.0344741111504941,0.216992622689214,0.1445885766926021
42,nftonv2,nfbotv2,rf,0.001,0.0344741111504941,0.0550271442301184,0.0344741111504941,0.7254914102759167,0.1445885766926021
42,nftonv2,nfbotv2,rf,0.01,0.1343023550726566,0.1504466359517657,0.1343023550726566,0.8904987449953482,0.1445885766926021
42,nftonv2,nfbotv2,rf,0.05,0.1430806769970848,0.1397078181743519,0.1430806769970848,0.957586525495166,0.1445885766926021
42,nftonv2,nfbotv2,rf,0.1,0.1430806769970848,0.1603548361224898,0.1430806769970848,0.9686476482794264,0.1445885766926021
42,nftonv2,nf2018v2,lgbm,0.0001,0.3512635996669515,0.523270039987992,0.2262685407957174,0.903267570215251,0.4122182707384724
42,nftonv2,nf2018v2,lgbm,0.001,0.3891840579181252,0.4522028018234111,0.2568006666896023,0.961725791726759,0.4122182707384724
42,nftonv2,nf2018v2,lgbm,0.01,0.4122182707384724,0.4250773450646409,0.2568454278497824,0.9736689500113244,0.4122182707384724
42,nftonv2,nf2018v2,lgbm,0.05,0.4122182707384724,0.4156619367849852,0.2568571325834409,0.9760078450582204,0.4122182707384724
42,nftonv2,nf2018v2,lgbm,0.1,0.4122182707384724,0.4118967129649799,0.2569282947379727,0.976906323321744,0.4122182707384724
42,nftonv2,nfunswv2,lgbm,0.0001,0.1915932262436625,0.434433417644404,0.0411440424961503,0.7394773684828944,0.2194033999564328
42,nftonv2,nfunswv2,lgbm,0.001,0.2158123485781153,0.2512382483600384,0.0561475982021272,0.8783335913449848,0.2194033999564328
42,nftonv2,nfunswv2,lgbm,0.01,0.2192701442225516,0.2014960700950697,0.0602836346033524,0.9406611226839506,0.2194033999564328
42,nftonv2,nfunswv2,lgbm,0.05,0.2192701442225516,0.2150781495309491,0.0602836346033524,0.9454640344668888,0.2194033999564328
42,nftonv2,nfunswv2,lgbm,0.1,0.2192701442225516,0.209025090981054,0.0608598374559417,0.9488703253372784,0.2194033999564328
42,nftonv2,nfbotv2,lgbm,0.0001,0.2144354858338644,1.0,0.2144354858338644,0.4054627247441705,0.2763598423212492
42,nftonv2,nfbotv2,lgbm,0.001,0.2144354858338644,0.3326978068575605,0.2144354858338644,0.7755071246652027,0.2763598423212492
42,nftonv2,nfbotv2,lgbm,0.01,0.2763598423212492,0.2760661722784356,0.2763598423212492,0.8772887146612782,0.2763598423212492
42,nftonv2,nfbotv2,lgbm,0.05,0.2763598423212492,0.2997619923174723,0.2763598423212492,0.1297195199299362,0.2763598423212492
42,nftonv2,nfbotv2,lgbm,0.1,0.2763598423212492,0.2920288314987602,0.2763598423212492,0.7124832049997525,0.2763598423212492
42,nftonv2,nf2018v2,mlp,0.0001,0.2777687725073056,0.3719472560604476,0.3663644917679008,0.8931536657894262,0.3994594313432955
42,nftonv2,nf2018v2,mlp,0.001,0.3985305636495242,0.404050553502564,0.3985305636495242,0.9401013519738656,0.3994594313432955
42,nftonv2,nf2018v2,mlp,0.01,0.3983542202487165,0.4132097331301164,0.3983542202487165,0.9605731359993388,0.3994594313432955
42,nftonv2,nf2018v2,mlp,0.05,0.399184885032759,0.4020657963066186,0.399184885032759,0.9702359922775567,0.3994594313432955
42,nftonv2,nf2018v2,mlp,0.1,0.3973662811438815,0.3991590952742856,0.3973662811438815,0.9697527319466452,0.3994594313432955
42,nftonv2,nfunswv2,mlp,0.0001,0.0509918771115549,0.1352167966250947,0.0466305233335493,0.6738046434465649,0.0884389125200008
42,nftonv2,nfunswv2,mlp,0.001,0.0630802761478275,0.0803052589042764,0.0630802761478275,0.8724595041636478,0.0884389125200008
42,nftonv2,nfunswv2,mlp,0.01,0.0857155528339251,0.0921954865603946,0.0857155528339251,0.9020094267814196,0.0884389125200008
42,nftonv2,nfunswv2,mlp,0.05,0.0871078691591745,0.086678669720056,0.0871078691591745,0.9212390576675296,0.0884389125200008
42,nftonv2,nfunswv2,mlp,0.1,0.0871455665619929,0.0861248954141011,0.0871455665619929,0.9232569489766432,0.0884389125200008
42,nftonv2,nfbotv2,mlp,0.0001,0.0701680648379479,0.1069763170597789,-0.0705936029846497,0.0852131190162651,0.469502902718425
42,nftonv2,nfbotv2,mlp,0.001,0.1929632198507919,0.212847985415997,-0.3259119472047445,0.6500893936409267,0.469502902718425
42,nftonv2,nfbotv2,mlp,0.01,0.4664698034223938,0.4263224074845049,0.1278057501678331,0.7544048080784458,0.469502902718425
42,nftonv2,nfbotv2,mlp,0.05,0.4692369597185513,0.4544963223149584,0.1580180645625661,0.8074495526479445,0.469502902718425
42,nftonv2,nfbotv2,mlp,0.1,0.4689769943381813,0.4511026425365738,0.1580180645625661,0.932578450959186,0.469502902718425
42,nfbotv2,nf2018v2,rf,0.0001,0.7361487333562381,0.7434121621621622,0.7361487333562381,0.945363583798542,0.759382343103206
42,nfbotv2,nf2018v2,rf,0.001,0.7579883908454679,0.7531270178259537,0.7579883908454679,0.9617495449421696,0.759382343103206
42,nfbotv2,nf2018v2,rf,0.01,0.759382343103206,0.7677719023990078,0.759382343103206,0.972867491168671,0.759382343103206
42,nfbotv2,nf2018v2,rf,0.05,0.759382343103206,0.761388079961831,0.759382343103206,0.9759352351671404,0.759382343103206
42,nfbotv2,nf2018v2,rf,0.1,0.759382343103206,0.7606838383439731,0.759382343103206,0.9769556813096164,0.759382343103206
42,nfbotv2,nfunswv2,rf,0.0001,-0.068977258981859,0.0855186110494136,-0.068977258981859,0.8761985266844862,0.1484905458943646
42,nfbotv2,nfunswv2,rf,0.001,0.1432777741620017,0.1334650679203379,0.0466151716333405,0.9017121184941622,0.1484905458943646
42,nfbotv2,nfunswv2,rf,0.01,0.1432777741620017,0.1354317007330562,0.0271552698531398,0.9416738256656512,0.1484905458943646
42,nfbotv2,nfunswv2,rf,0.05,0.1484905458943646,0.1483488865841574,0.0466151716333405,0.947460954031949,0.1484905458943646
42,nfbotv2,nfunswv2,rf,0.1,0.1484905458943646,0.1501739048227389,0.0466151716333405,0.9521709432394554,0.1484905458943646
42,nfbotv2,nftonv2,rf,0.0001,0.6275547794198014,0.6660278314692459,0.0,0.8729442246372302,0.6275547794198014
42,nfbotv2,nftonv2,rf,0.001,0.6275547794198014,0.6175799117687552,0.0580430913004421,0.9356466158206888,0.6275547794198014
42,nfbotv2,nftonv2,rf,0.01,0.6275547794198014,0.6245981589503938,0.0581003921985164,0.966984422109598,0.6275547794198014
42,nfbotv2,nftonv2,rf,0.05,0.6275547794198014,0.6272556350849773,0.0581003921985164,0.9798130676390084,0.6275547794198014
42,nfbotv2,nftonv2,rf,0.1,0.6275547794198014,0.6284839717720847,0.0581003921985164,0.9824624469465004,0.6275547794198014
42,nfbotv2,nf2018v2,lgbm,0.0001,0.3123713646422369,0.3880796029063948,0.3144175354523602,0.903267570215251,0.3123713646422369
42,nfbotv2,nf2018v2,lgbm,0.001,0.3123713646422369,0.3315670304831876,0.3144175354523602,0.961725791726759,0.3123713646422369
42,nfbotv2,nf2018v2,lgbm,0.01,0.3123713646422369,0.318251731848242,0.3144175354523602,0.9736689500113244,0.3123713646422369
42,nfbotv2,nf2018v2,lgbm,0.05,0.3123713646422369,0.3136266833412224,0.3144175354523602,0.9760078450582204,0.3123713646422369
42,nfbotv2,nf2018v2,lgbm,0.1,0.3123713646422369,0.3133533462276229,0.3144175354523602,0.976906323321744,0.3123713646422369
42,nfbotv2,nfunswv2,lgbm,0.0001,-0.0335775440087658,0.0354755660060847,0.0,0.7394773684828944,0.0337010264857585
42,nfbotv2,nfunswv2,lgbm,0.001,0.0321225319279388,0.0388224668543845,0.0,0.8783335913449848,0.0337010264857585
42,nfbotv2,nfunswv2,lgbm,0.01,0.0336291480605365,0.0356283431570277,0.0,0.9406611226839506,0.0337010264857585
42,nfbotv2,nfunswv2,lgbm,0.05,0.0336291480605365,0.0306910150146703,0.0,0.9454640344668888,0.0337010264857585
42,nfbotv2,nfunswv2,lgbm,0.1,0.0337010264857585,0.0318629556675238,0.0,0.9488703253372784,0.0337010264857585
42,nfbotv2,nftonv2,lgbm,0.0001,-0.0091853538849098,0.0067184088759523,0.0,0.8467710817392476,0.0091853538849098
42,nfbotv2,nftonv2,lgbm,0.001,0.0081340521225009,0.0129269497748503,0.0,0.932430527676789,0.0091853538849098
42,nfbotv2,nftonv2,lgbm,0.01,0.0091853538849098,0.0132852937070337,0.0,0.9693389129460036,0.0091853538849098
42,nfbotv2,nftonv2,lgbm,0.05,0.0091853538849098,0.0120410522113849,0.0,0.980042821964238,0.0091853538849098
42,nfbotv2,nftonv2,lgbm,0.1,0.0091853538849098,0.0122894204390821,0.0,0.9815567289244258,0.0091853538849098
42,nfbotv2,nf2018v2,mlp,0.0001,0.5442323022916508,0.727030129095126,0.5442323022916508,0.8931536657894262,0.561227118132872
42,nfbotv2,nf2018v2,mlp,0.001,0.5608485111161038,0.6002879001660243,0.5608485111161038,0.9401013519738656,0.561227118132872
42,nfbotv2,nf2018v2,mlp,0.01,0.5609695129536018,0.5734020209893675,0.5609695129536018,0.9605731359993388,0.561227118132872
42,nfbotv2,nf2018v2,mlp,0.05,0.5611916548526216,0.5657617037546759,0.5611916548526216,0.9702359922775567,0.561227118132872
42,nfbotv2,nf2018v2,mlp,0.1,0.5611916548526216,0.5604555839526817,0.5611916548526216,0.9697527319466452,0.561227118132872
42,nfbotv2,nfunswv2,mlp,0.0001,0.0908630944235291,0.227595747779643,0.0506044920883677,0.6738046434465649,0.0970193405820909
42,nfbotv2,nfunswv2,mlp,0.001,0.0953700832143139,0.1051815142612299,0.0499525945587918,0.8724595041636478,0.0970193405820909
42,nfbotv2,nfunswv2,mlp,0.01,0.0918156394455554,0.1013063811950976,0.0537098141376951,0.9020094267814196,0.0970193405820909
42,nfbotv2,nfunswv2,mlp,0.05,0.0959965677576921,0.0968565807715828,0.0596748498392397,0.9212390576675296,0.0970193405820909
42,nfbotv2,nfunswv2,mlp,0.1,0.0965646730012589,0.0979582757655307,0.0592221860870537,0.9232569489766432,0.0970193405820909
42,nfbotv2,nftonv2,mlp,0.0001,0.3499611048013869,0.3661660094550231,-0.0269924098470361,0.6570746325098591,0.3647975824644616
42,nfbotv2,nftonv2,mlp,0.001,0.3615172256992645,0.3675177508618872,0.1065064835960257,0.9079778559277176,0.3647975824644616
42,nfbotv2,nftonv2,mlp,0.01,0.3646148456419511,0.362936614768523,0.10604989278729,0.9356558783057712,0.3647975824644616
42,nfbotv2,nftonv2,mlp,0.05,0.3646632327370037,0.3640663973224142,0.107108837903791,0.943495210597836,0.3647975824644616
42,nfbotv2,nftonv2,mlp,0.1,0.3646611843020298,0.3642059688729097,0.1065700877686623,0.953793840451774,0.3647975824644616
43,nf2018v2,nfunswv2,rf,0.0001,0.3047749715684082,0.3328214853224097,0.0278842017808626,0.8541612704446933,0.3289851435636112
43,nf2018v2,nfunswv2,rf,0.001,0.3289851435636112,0.3432494757901423,0.0218200521651798,0.8876498620602075,0.3289851435636112
43,nf2018v2,nfunswv2,rf,0.01,0.3289851435636112,0.3462882299632253,0.0235960703700014,0.9333871224876006,0.3289851435636112
43,nf2018v2,nfunswv2,rf,0.05,0.3289851435636112,0.34079279518881,0.040521272573147,0.9449085897825767,0.3289851435636112
43,nf2018v2,nfunswv2,rf,0.1,0.3289851435636112,0.3298873879267977,0.040521272573147,0.9487413598383624,0.3289851435636112
43,nf2018v2,nftonv2,rf,0.0001,0.4642220285648107,0.4276859367827457,0.4642220285648107,0.8998697579605488,0.4642220285648107
43,nf2018v2,nftonv2,rf,0.001,0.4642220285648107,0.4668663679837519,0.4642220285648107,0.9372897197889032,0.4642220285648107
43,nf2018v2,nftonv2,rf,0.01,0.4642220285648107,0.4676187423762284,0.4642220285648107,0.9674547870839578,0.4642220285648107
43,nf2018v2,nftonv2,rf,0.05,0.4642220285648107,0.4598065473834019,0.4642220285648107,0.9795349682932952,0.4642220285648107
43,nf2018v2,nftonv2,rf,0.1,0.4642220285648107,0.4584790511183112,0.4642220285648107,0.9822223304966742,0.4642220285648107
43,nf2018v2,nfbotv2,rf,0.0001,0.0149420625502965,0.1972901301260014,-0.0125046563052814,0.1193465373377832,0.1958495139640368
43,nf2018v2,nfbotv2,rf,0.001,0.0403558649087108,0.0768451460273014,0.00032212693488,0.8190903714645061,0.1958495139640368
43,nf2018v2,nfbotv2,rf,0.01,0.1924906016633329,0.2573457609260973,0.1924906016633329,0.9236789835902104,0.1958495139640368
43,nf2018v2,nfbotv2,rf,0.05,0.1924906016633329,0.1929228479342395,0.1924906016633329,0.960531783068614,0.1958495139640368
43,nf2018v2,nfbotv2,rf,0.1,0.1924906016633329,0.1963671111002016,0.1924906016633329,0.9680798070122372,0.1958495139640368
43,nf2018v2,nfunswv2,lgbm,0.0001,0.1305293659355892,0.3061148374487811,0.1305293659355892,0.7913860739936909,0.1582531984254941
43,nf2018v2,nfunswv2,lgbm,0.001,0.1491016761218808,0.2988669891590643,0.1491016761218808,0.8823004750301502,0.1582531984254941
43,nf2018v2,nfunswv2,lgbm,0.01,0.1561761637403722,0.1735571475376458,0.1561761637403722,0.9375647280032764,0.1582531984254941
43,nf2018v2,nfunswv2,lgbm,0.05,0.1558133525249471,0.1550756718159346,0.1558133525249471,0.9437814831699084,0.1582531984254941
43,nf2018v2,nfunswv2,lgbm,0.1,0.1558133525249471,0.1654316618983779,0.1558133525249471,0.948507923485147,0.1582531984254941
43,nf2018v2,nftonv2,lgbm,0.0001,0.2373730689917267,0.2566016377844968,0.2373730689917267,0.8982740453634082,0.3093936407446748
43,nf2018v2,nftonv2,lgbm,0.001,0.3012226653738714,0.2803199113119268,0.3012226653738714,0.9363269288868392,0.3093936407446748
43,nf2018v2,nftonv2,lgbm,0.01,0.308659822048429,0.3025029150020081,0.308659822048429,0.9700660027920842,0.3093936407446748
43,nf2018v2,nftonv2,lgbm,0.05,0.3093936407446748,0.3036210201901548,0.3093936407446748,0.9810633269653732,0.3093936407446748
43,nf2018v2,nftonv2,lgbm,0.1,0.3093936407446748,0.3006904076850155,0.3093936407446748,0.9829808413165918,0.3093936407446748
