seed,source,target,model,budget,rt2_mcc,buffer_est,rt1_mcc,bo_mcc,ceiling_2s
43,nf2018v2,nfbotv2,lgbm,0.0001,0.264688694352809,0.496415724396973,0.264688694352809,0.4760882171206886,0.3224626479987653
43,nf2018v2,nfbotv2,lgbm,0.001,0.2942479751191748,0.429488600458997,0.2942479751191748,0.7953362520672728,0.3224626479987653
43,nf2018v2,nfbotv2,lgbm,0.01,0.3221972505653795,0.3144784272342543,0.3221972505653795,0.3593710346079696,0.3224626479987653
43,nf2018v2,nfbotv2,lgbm,0.05,0.3218362713056108,0.3207443707376476,0.3218362713056108,0.4330552454636567,0.3224626479987653
43,nf2018v2,nfbotv2,lgbm,0.1,0.3106102431515619,0.3258339057272542,0.3106102431515619,0.0005376165102734,0.3224626479987653
43,nf2018v2,nfunswv2,mlp,0.0001,0.0920762191656675,0.1751282566650533,-0.0143938714452067,0.6828866112401478,0.1514960851038429
43,nf2018v2,nfunswv2,mlp,0.001,0.0752061670630151,0.1334650679203379,0.0752061670630151,0.8004468049647817,0.1514960851038429
43,nf2018v2,nfunswv2,mlp,0.01,0.1499935857704043,0.171635293243742,0.0871173624654912,0.9031449378854092,0.1514960851038429
43,nf2018v2,nfunswv2,mlp,0.05,0.1507151686958876,0.164786988672278,0.0871173624654912,0.9216934413288318,0.1514960851038429
43,nf2018v2,nfunswv2,mlp,0.1,0.1507151686958876,0.157115745471767,0.0871173624654912,0.9345482394634088,0.1514960851038429
43,nf2018v2,nftonv2,mlp,0.0001,0.2346499935269741,0.2614268104470287,0.2346499935269741,0.620701676145297,0.2444013656038078
43,nf2018v2,nftonv2,mlp,0.001,0.2135450442233088,0.232649947830162,0.2135450442233088,0.9028662553438564,0.2444013656038078
43,nf2018v2,nftonv2,mlp,0.01,0.2442323419435935,0.2405151424693841,0.2442323419435935,0.9306256590773838,0.2444013656038078
43,nf2018v2,nftonv2,mlp,0.05,0.2442583592694333,0.2446682757377287,0.2442583592694333,0.946530596823746,0.2444013656038078
43,nf2018v2,nftonv2,mlp,0.1,0.2442583592694333,0.2437954100952095,0.2442583592694333,0.9545982930342436,0.2444013656038078
43,nf2018v2,nfbotv2,mlp,0.0001,0.1632406909527047,1.0,0.0,0.114265324383953,0.3099009801542529
43,nf2018v2,nfbotv2,mlp,0.001,0.2906980324217514,0.4706178158333436,0.1268654676824112,0.6862381707570958,0.3099009801542529
43,nf2018v2,nfbotv2,mlp,0.01,0.3079960011306148,0.3017754748686359,0.1868099228512133,0.7417089862030137,0.3099009801542529
43,nf2018v2,nfbotv2,mlp,0.05,0.3079960011306148,0.33373032591313,0.1868099228512133,0.7730766267256767,0.3099009801542529
43,nf2018v2,nfbotv2,mlp,0.1,0.3047226537125984,0.2872389291225697,0.1902143316856771,0.9271065619153076,0.3099009801542529
43,nfunswv2,nf2018v2,rf,0.0001,0.2190781619995943,0.2930700052188785,0.2434298980536776,0.9497424493707902,0.2515937392140749
43,nfunswv2,nf2018v2,rf,0.001,0.2485285456050387,0.2505620517742439,0.2459441641209746,0.9622659906267894,0.2515937392140749
43,nfunswv2,nf2018v2,rf,0.01,0.2515937392140749,0.2549341127728152,0.2453531504419621,0.9725067511454404,0.2515937392140749
43,nfunswv2,nf2018v2,rf,0.05,0.2515937392140749,0.2532532903819227,0.2459441641209746,0.9762028618687908,0.2515937392140749
43,nfunswv2,nf2018v2,rf,0.1,0.2515937392140749,0.2510722264470769,0.2459441641209746,0.9767128671652786,0.2515937392140749
43,nfunswv2,nftonv2,rf,0.0001,0.2678118265927099,0.3097548511915272,0.2678118265927099,0.8998697579605488,0.2890846786622975
43,nfunswv2,nftonv2,rf,0.001,0.2890846786622975,0.2634196866246891,0.2890846786622975,0.9372897197889032,0.2890846786622975
43,nfunswv2,nftonv2,rf,0.01,0.2888469433495536,0.2848624971719353,0.2888469433495536,0.9674547870839578,0.2890846786622975
43,nfunswv2,nftonv2,rf,0.05,0.2890846786622975,0.2832810327264838,0.2890846786622975,0.9795349682932952,0.2890846786622975
43,nfunswv2,nftonv2,rf,0.1,0.2890846786622975,0.2859889282550031,0.2890846786622975,0.9822223304966742,0.2890846786622975
43,nfunswv2,nfbotv2,rf,0.0001,0.1809228612698704,0.3093772546815388,0.1809228612698704,0.1193465373377832,0.2411583469768678
43,nfunswv2,nfbotv2,rf,0.001,0.2411583469768678,0.3315033792969687,0.2411583469768678,0.8190903714645061,0.2411583469768678
43,nfunswv2,nfbotv2,rf,0.01,0.2411583469768678,0.2777170168526696,0.2411583469768678,0.9236789835902104,0.2411583469768678
43,nfunswv2,nfbotv2,rf,0.05,0.2411583469768678,0.2376414420294171,0.2411583469768678,0.960531783068614,0.2411583469768678
43,nfunswv2,nfbotv2,rf,0.1,0.2411583469768678,0.2590271069689192,0.2411583469768678,0.9680798070122372,0.2411583469768678
43,nfunswv2,nf2018v2,lgbm,0.0001,0.5936226573933987,0.5950287821267569,-0.0264176610773608,0.9547900539774,0.5975678736425873
43,nfunswv2,nf2018v2,lgbm,0.001,0.5972423689878505,0.59966868296032,0.0141010187663647,0.9630325127573506,0.5975678736425873
43,nfunswv2,nf2018v2,lgbm,0.01,0.5972965004164605,0.596967531709197,0.0557296117085314,0.9724527785794436,0.5975678736425873
43,nfunswv2,nf2018v2,lgbm,0.05,0.5972093020501267,0.5998898751540425,0.0555841401043968,0.9764681780515906,0.5975678736425873
43,nfunswv2,nf2018v2,lgbm,0.1,0.5973850786312048,0.5993110166527952,0.0555841401043968,0.9767139717672858,0.5975678736425873
43,nfunswv2,nftonv2,lgbm,0.0001,0.1485320026058619,0.2261563075974108,0.1485320026058619,0.8982740453634082,0.1699809183981519
43,nfunswv2,nftonv2,lgbm,0.001,0.1665072195956984,0.1811391970556307,0.1438188682890216,0.9363269288868392,0.1699809183981519
43,nfunswv2,nftonv2,lgbm,0.01,0.1666113373990655,0.1752065469561075,0.1497600543443316,0.9700660027920842,0.1699809183981519
43,nfunswv2,nftonv2,lgbm,0.05,0.1699749875350613,0.1689392507304628,0.1492125286966559,0.9810633269653732,0.1699809183981519
43,nfunswv2,nftonv2,lgbm,0.1,0.1699749875350613,0.1671057817119907,0.1492132632679485,0.9829808413165918,0.1699809183981519
43,nfunswv2,nfbotv2,lgbm,0.0001,-4.880260156164564e-05,0.0831947907049652,0.0008514334466402,0.4760882171206886,0.2051470360033439
43,nfunswv2,nfbotv2,lgbm,0.001,0.2051470360033439,0.2131974592406644,0.2051470360033439,0.7953362520672728,0.2051470360033439
43,nfunswv2,nfbotv2,lgbm,0.01,0.2048373248548665,0.1944369445011637,0.2048373248548665,0.5730439827492152,0.2051470360033439
43,nfunswv2,nfbotv2,lgbm,0.05,0.2048373248548665,0.1919996911605798,0.2048373248548665,0.2584156179828424,0.2051470360033439
43,nfunswv2,nfbotv2,lgbm,0.1,0.2048373248548665,0.2017617096427372,0.2048373248548665,0.335568146891708,0.2051470360033439
43,nfunswv2,nf2018v2,mlp,0.0001,0.2767760618253302,0.34656664041829,0.1374137504487855,0.9185268295836714,0.2805841851468882
43,nfunswv2,nf2018v2,mlp,0.001,0.2796948211585628,0.299244668683953,0.1351484289841842,0.9442280230380984,0.2805841851468882
43,nfunswv2,nf2018v2,mlp,0.01,0.2804855467263047,0.2826832919145614,0.139492978835539,0.9640499700876856,0.2805841851468882
43,nfunswv2,nf2018v2,mlp,0.05,0.2804068722643354,0.2827180636207265,0.1396426350701272,0.9692133037802876,0.2805841851468882
43,nfunswv2,nf2018v2,mlp,0.1,0.28043324781389,0.282087634221069,0.1396777590726822,0.972699837724492,0.2805841851468882
43,nfunswv2,nftonv2,mlp,0.0001,0.2253953473259354,0.2354543910679902,0.2253953473259354,0.620701676145297,0.2328836053005492
43,nfunswv2,nftonv2,mlp,0.001,0.2242616194979167,0.2295396626041215,0.2242616194979167,0.9028662553438564,0.2328836053005492
43,nfunswv2,nftonv2,mlp,0.01,0.2314031221909025,0.2312222421875615,0.2314031221909025,0.9306256590773838,0.2328836053005492
43,nfunswv2,nftonv2,mlp,0.05,0.2322592304272881,0.229684733142339,0.2322592304272881,0.946530596823746,0.2328836053005492
43,nfunswv2,nftonv2,mlp,0.1,0.2323741681454537,0.2303247214144692,0.2323741681454537,0.9545982930342436,0.2328836053005492
43,nfunswv2,nfbotv2,mlp,0.0001,0.1441185903819411,0.5745944049142231,0.1441185903819411,0.114265324383953,0.2844053624907331
43,nfunswv2,nfbotv2,mlp,0.001,0.2502609582781475,0.5765241057291646,0.2502609582781475,0.6862381707570958,0.2844053624907331
43,nfunswv2,nfbotv2,mlp,0.01,0.276717789832711,0.3377589064742295,0.276717789832711,0.7417089862030137,0.2844053624907331
43,nfunswv2,nfbotv2,mlp,0.05,0.276717789832711,0.3007432659567531,0.276717789832711,0.7730766267256767,0.2844053624907331
43,nfunswv2,nfbotv2,mlp,0.1,0.2844053624907331,0.2939450185819081,0.2844053624907331,0.9271065619153076,0.2844053624907331
43,nftonv2,nf2018v2,rf,0.0001,0.1682599308937495,0.259507906010305,0.1682599308937495,0.9497424493707902,0.2084563334484817
43,nftonv2,nf2018v2,rf,0.001,0.2084563334484817,0.2065485760385854,0.2084563334484817,0.9622659906267894,0.2084563334484817
43,nftonv2,nf2018v2,rf,0.01,0.2084563334484817,0.2059199233927984,0.2084563334484817,0.9725067511454404,0.2084563334484817
43,nftonv2,nf2018v2,rf,0.05,0.2084563334484817,0.2078383468778106,0.2084563334484817,0.9762028618687908,0.2084563334484817
43,nftonv2,nf2018v2,rf,0.1,0.2084563334484817,0.2082772400575166,0.2084563334484817,0.9767128671652786,0.2084563334484817
43,nftonv2,nfunswv2,rf,0.0001,0.0908796241440259,0.2477611940298507,0.0784294816229412,0.8541612704446933,0.1568366149699453
43,nftonv2,nfunswv2,rf,0.001,0.1551034774928819,0.1888159919523408,0.0901619753718187,0.8876498620602075,0.1568366149699453
43,nftonv2,nfunswv2,rf,0.01,0.1551034774928819,0.1755308620557769,0.0960472347241237,0.9333871224876006,0.1568366149699453
43,nftonv2,nfunswv2,rf,0.05,0.1551034774928819,0.1741157460126645,0.0970177837221769,0.9449085897825767,0.1568366149699453
43,nftonv2,nfunswv2,rf,0.1,0.1568366149699453,0.1643169422140708,0.0970177837221769,0.9487413598383624,0.1568366149699453
43,nftonv2,nfbotv2,rf,0.0001,-0.0091379989758396,0.101165911145134,0.0173170798640609,0.1193465373377832,0.1437175002842556
43,nftonv2,nfbotv2,rf,0.001,0.0811311933911732,0.0654417308419256,0.0811311933911732,0.8190903714645061,0.1437175002842556
43,nftonv2,nfbotv2,rf,0.01,0.1437175002842556,0.2127738062687576,0.1437175002842556,0.9236789835902104,0.1437175002842556
43,nftonv2,nfbotv2,rf,0.05,0.0919231547100312,0.1427255310668242,0.1437175002842556,0.960531783068614,0.1437175002842556
43,nftonv2,nfbotv2,rf,0.1,0.1103877910256471,0.1383320492093715,0.1437175002842556,0.9680798070122372,0.1437175002842556
43,nftonv2,nf2018v2,lgbm,0.0001,0.4260386238280439,0.5377689517306159,0.034622578306844,0.9547900539774,0.4527024075831021
43,nftonv2,nf2018v2,lgbm,0.001,0.4506674957364522,0.4607989966333607,0.0667160773781579,0.9630325127573506,0.4527024075831021
43,nftonv2,nf2018v2,lgbm,0.01,0.4526085226100936,0.4452578429831614,0.0724301027812013,0.9724527785794436,0.4527024075831021
43,nftonv2,nf2018v2,lgbm,0.05,0.4527024075831021,0.4548045133400853,0.0785849350148583,0.9764681780515906,0.4527024075831021
43,nftonv2,nf2018v2,lgbm,0.1,0.4527024075831021,0.4540562469631656,0.0794562479293316,0.9767139717672858,0.4527024075831021
43,nftonv2,nfunswv2,lgbm,0.0001,0.0192972896115696,0.1092716729416306,0.0110180184497811,0.7913860739936909,0.0562437134007836
43,nftonv2,nfunswv2,lgbm,0.001,0.0324691599361876,0.0458789475202918,0.0324691599361876,0.8823004750301502,0.0562437134007836
43,nftonv2,nfunswv2,lgbm,0.01,0.0426839036864714,0.0633871186911687,0.0426839036864714,0.9375647280032764,0.0562437134007836
43,nftonv2,nfunswv2,lgbm,0.05,0.0562437134007836,0.0689839457835783,0.0562437134007836,0.9437814831699084,0.0562437134007836
43,nftonv2,nfunswv2,lgbm,0.1,0.0562437134007836,0.0592255701595045,0.0562437134007836,0.948507923485147,0.0562437134007836
43,nftonv2,nfbotv2,lgbm,0.0001,0.0055919846526581,0.1206666464290756,0.0055919846526581,0.4760882171206886,0.0468724766862903
43,nftonv2,nfbotv2,lgbm,0.001,0.046856813486936,0.0641623991044832,0.046856813486936,0.7953362520672728,0.0468724766862903
43,nftonv2,nfbotv2,lgbm,0.01,0.0465824751948344,0.0445962252814555,0.0465824751948344,0.6170159896846759,0.0468724766862903
43,nftonv2,nfbotv2,lgbm,0.05,0.0468703879805729,0.0487213669897557,0.0468703879805729,0.6041016364039312,0.0468724766862903
43,nftonv2,nfbotv2,lgbm,0.1,0.0468703879805729,0.0439867561577711,0.0468703879805729,0.3336451385635425,0.0468724766862903
43,nftonv2,nf2018v2,mlp,0.0001,0.2692040972707664,0.3295369406980389,0.223587340290752,0.9185268295836714,0.2694645097624099
43,nftonv2,nf2018v2,mlp,0.001,0.2690748316770773,0.277384260278139,0.2243430512541928,0.9442280230380984,0.2694645097624099
43,nftonv2,nf2018v2,mlp,0.01,0.2689902099177171,0.267178550662502,0.2264087230025723,0.9640499700876856,0.2694645097624099
43,nftonv2,nf2018v2,mlp,0.05,0.2693720341623938,0.2695530822042443,0.2273624878455133,0.9692133037802876,0.2694645097624099
43,nftonv2,nf2018v2,mlp,0.1,0.269374314865463,0.2701283761880612,0.2273624878455133,0.972699837724492,0.2694645097624099
43,nftonv2,nfunswv2,mlp,0.0001,-0.0215816447077979,0.176032861423659,-0.0215816447077979,0.6828866112401478,0.1070485091900322
43,nftonv2,nfunswv2,mlp,0.001,0.1032248013512507,0.1536781031199906,0.1032248013512507,0.8004468049647817,0.1070485091900322
43,nftonv2,nfunswv2,mlp,0.01,0.1054709782264328,0.107033611715428,0.1054709782264328,0.9031449378854092,0.1070485091900322
43,nftonv2,nfunswv2,mlp,0.05,0.1068707421034006,0.1058286423121305,0.1068707421034006,0.9216934413288318,0.1070485091900322
43,nftonv2,nfunswv2,mlp,0.1,0.1068707421034006,0.1081242190688824,0.1068707421034006,0.9345482394634088,0.1070485091900322
43,nftonv2,nfbotv2,mlp,0.0001,0.1594563977368187,1.0,0.0,0.114265324383953,0.2731814583783197
43,nftonv2,nfbotv2,mlp,0.001,0.2342271837277279,0.5765241057291646,0.1588078320993868,0.6862381707570958,0.2731814583783197
43,nftonv2,nfbotv2,mlp,0.01,0.2445122851581339,0.2741836733524335,0.1708462744337285,0.7417089862030137,0.2731814583783197
43,nftonv2,nfbotv2,mlp,0.05,0.2495464276574686,0.2796379825156928,0.1631983187879176,0.7730766267256767,0.2731814583783197
43,nftonv2,nfbotv2,mlp,0.1,0.2731814583783197,0.247268856037893,0.1631983187879176,0.9271065619153076,0.2731814583783197
43,nfbotv2,nf2018v2,rf,0.0001,0.6412179337047603,0.701039657103363,0.6412179337047603,0.9497424493707902,0.664899835690022
43,nfbotv2,nf2018v2,rf,0.001,0.664899835690022,0.695311078733762,0.664899835690022,0.9622659906267894,0.664899835690022
43,nfbotv2,nf2018v2,rf,0.01,0.664899835690022,0.6722837744908643,0.664899835690022,0.9725067511454404,0.664899835690022
43,nfbotv2,nf2018v2,rf,0.05,0.664899835690022,0.6630321875487541,0.664899835690022,0.9762028618687908,0.664899835690022
43,nfbotv2,nf2018v2,rf,0.1,0.664899835690022,0.6591435001077366,0.664899835690022,0.9767128671652786,0.664899835690022
43,nfbotv2,nfunswv2,rf,0.0001,0.1301057778694272,0.1402985074626865,0.1301057778694272,0.8541612704446933,0.1502134397024702
43,nfbotv2,nfunswv2,rf,0.001,0.143746892098304,0.1386707213057623,0.143746892098304,0.8876498620602075,0.1502134397024702
43,nfbotv2,nfunswv2,rf,0.01,0.1502134397024702,0.1555918981532873,0.1502134397024702,0.9333871224876006,0.1502134397024702
43,nfbotv2,nfunswv2,rf,0.05,0.1502134397024702,0.1487585352133685,0.1502134397024702,0.9449085897825767,0.1502134397024702
43,nfbotv2,nfunswv2,rf,0.1,0.1502134397024702,0.1488565431256085,0.1502134397024702,0.9487413598383624,0.1502134397024702
43,nfbotv2,nftonv2,rf,0.0001,0.6527245310847124,0.6119707891208049,0.0122654234512445,0.8998697579605488,0.655539486909981
43,nfbotv2,nftonv2,rf,0.001,0.6527245310847124,0.6385764124821116,0.0122654234512445,0.9372897197889032,0.655539486909981
43,nfbotv2,nftonv2,rf,0.01,0.655539486909981,0.6596620824981588,0.0122654234512445,0.9674547870839578,0.655539486909981
43,nfbotv2,nftonv2,rf,0.05,0.655539486909981,0.6528221512630106,0.0122654234512445,0.9795349682932952,0.655539486909981
43,nfbotv2,nftonv2,rf,0.1,0.655539486909981,0.6507115353477103,0.0122654234512445,0.9822223304966742,0.655539486909981
43,nfbotv2,nf2018v2,lgbm,0.0001,0.0584074659597352,0.0569940237329887,0.0146244927042815,0.9547900539774,0.0584074659597352
43,nfbotv2,nf2018v2,lgbm,0.001,0.0584074659597352,0.0636615292008964,0.0,0.9630325127573506,0.0584074659597352
43,nfbotv2,nf2018v2,lgbm,0.01,0.0584074659597352,0.0605525654954401,0.0146244927042815,0.9724527785794436,0.0584074659597352
43,nfbotv2,nf2018v2,lgbm,0.05,0.0584074659597352,0.0577211643637373,0.0146244927042815,0.9764681780515906,0.0584074659597352
43,nfbotv2,nf2018v2,lgbm,0.1,0.0584074659597352,0.0579029263135798,0.0146244927042815,0.9767139717672858,0.0584074659597352
43,nfbotv2,nfunswv2,lgbm,0.0001,0.0061524860352254,0.0823666225822316,0.0,0.7913860739936909,0.0063163955730146
43,nfbotv2,nfunswv2,lgbm,0.001,0.0061524860352254,0.0460915673396078,0.0,0.8823004750301502,0.0063163955730146
43,nfbotv2,nfunswv2,lgbm,0.01,0.0061524860352254,0.0088956121656611,0.0,0.9375647280032764,0.0063163955730146
43,nfbotv2,nfunswv2,lgbm,0.05,0.0061524860352254,0.0148934738840168,0.0,0.9437814831699084,0.0063163955730146
43,nfbotv2,nfunswv2,lgbm,0.1,0.0061524860352254,0.0167401348845665,0.0,0.948507923485147,0.0063163955730146
43,nfbotv2,nftonv2,lgbm,0.0001,0.0722020610113872,0.0731137614940967,0.0,0.8982740453634082,0.0722753478850365
43,nfbotv2,nftonv2,lgbm,0.001,0.0722020610113872,0.0913867451205221,0.0421976712182108,0.9363269288868392,0.0722753478850365
43,nfbotv2,nftonv2,lgbm,0.01,0.072226495789797,0.0798063718603024,0.0428414186269635,0.9700660027920842,0.0722753478850365
43,nfbotv2,nftonv2,lgbm,0.05,0.0722335871315097,0.0733124385677875,0.043624459349275,0.9810633269653732,0.0722753478850365
43,nfbotv2,nftonv2,lgbm,0.1,0.0722509247463427,0.0707678805269738,0.0432160033637604,0.9829808413165918,0.0722753478850365
43,nfbotv2,nf2018v2,mlp,0.0001,0.3702355502278167,0.4616180414760847,0.3702355502278167,0.9185268295836714,0.3733014703493246
43,nfbotv2,nf2018v2,mlp,0.001,0.3722707161675377,0.3961117902260289,0.3722707161675377,0.9442280230380984,0.3733014703493246
43,nfbotv2,nf2018v2,mlp,0.01,0.3723283940102201,0.3733772590277761,0.3723283940102201,0.9640499700876856,0.3733014703493246
43,nfbotv2,nf2018v2,mlp,0.05,0.3722707161675377,0.3764347092244926,0.3722707161675377,0.9692133037802876,0.3733014703493246
43,nfbotv2,nf2018v2,mlp,0.1,0.3731299047701056,0.3750812484127075,0.3731299047701056,0.972699837724492,0.3733014703493246
43,nfbotv2,nfunswv2,mlp,0.0001,0.1372094208279642,0.2694110131553738,0.1372094208279642,0.6828866112401478,0.1585230218140786
43,nfbotv2,nfunswv2,mlp,0.001,0.1565875441064732,0.1967304717059342,0.1565875441064732,0.8004468049647817,0.1585230218140786
43,nfbotv2,nfunswv2,mlp,0.01,0.1553995083705996,0.1650892025049165,0.1553995083705996,0.9031449378854092,0.1585230218140786
43,nfbotv2,nfunswv2,mlp,0.05,0.1584075045870352,0.161275866272321,0.1584075045870352,0.9216934413288318,0.1585230218140786
43,nfbotv2,nfunswv2,mlp,0.1,0.1584075045870352,0.1604613787115457,0.1584075045870352,0.9345482394634088,0.1585230218140786
43,nfbotv2,nftonv2,mlp,0.0001,0.0330643805660961,0.1796465858572309,0.0201875852910105,0.620701676145297,0.1738944701260078
43,nfbotv2,nftonv2,mlp,0.001,0.1491472707287544,0.1705622552072231,0.1736364665507282,0.9028662553438564,0.1738944701260078
43,nfbotv2,nftonv2,mlp,0.01,0.1738390720855877,0.1722162413838746,0.1738390720855877,0.9306256590773838,0.1738944701260078
43,nfbotv2,nftonv2,mlp,0.05,0.1738054797475099,0.16822985098088,0.1738054797475099,0.946530596823746,0.1738944701260078
43,nfbotv2,nftonv2,mlp,0.1,0.1738453125290466,0.1713973529216536,0.1738453125290466,0.9545982930342436,0.1738944701260078
44,nf2018v2,nfunswv2,rf,0.0001,0.237676647302256,0.3778119500483958,-0.0332401523642761,0.8736671584593595,0.2661200613757283
44,nf2018v2,nfunswv2,rf,0.001,0.237676647302256,0.2308193636792717,0.0319607573839516,0.9073692663287004,0.2661200613757283
44,nf2018v2,nfunswv2,rf,0.01,0.2626534613628152,0.2725614955208725,0.0366926149017229,0.9390994878920595,0.2661200613757283
44,nf2018v2,nfunswv2,rf,0.05,0.2661200613757283,0.2621789617907853,0.0366926149017229,0.9477231574081642,0.2661200613757283
44,nf2018v2,nfunswv2,rf,0.1,0.2654430522123259,0.2574978159303462,0.0366926149017229,0.9516132414787696,0.2661200613757283
44,nf2018v2,nftonv2,rf,0.0001,0.3234573352340351,0.3628305384890698,0.2208508518550419,0.8582549089139448,0.3252944963737498
44,nf2018v2,nftonv2,rf,0.001,0.3248383675615302,0.3380312452013681,0.2210572919822577,0.9373076219232932,0.3252944963737498
44,nf2018v2,nftonv2,rf,0.01,0.3241927033969244,0.3263808722184308,0.2317882940818026,0.967201378846252,0.3252944963737498
44,nf2018v2,nftonv2,rf,0.05,0.3241927033969244,0.3280662210792645,0.2317882940818026,0.9794593192480884,0.3252944963737498
44,nf2018v2,nftonv2,rf,0.1,0.3252332750458375,0.3284502659389797,0.2317882940818026,0.9826258831098112,0.3252944963737498
44,nf2018v2,nfbotv2,rf,0.0001,0.0893361022465892,0.1496456561141097,-0.0796967434885881,0.4428082783145933,0.1323465603150709
44,nf2018v2,nfbotv2,rf,0.001,0.0840696422731548,0.1478111154389692,0.002173205776667,0.8318812760914426,0.1323465603150709
44,nf2018v2,nfbotv2,rf,0.01,0.1253336826604055,0.1492373124721232,0.1253336826604055,0.9182785358055447,0.1323465603150709
44,nf2018v2,nfbotv2,rf,0.05,0.1323465603150709,0.1533198622090424,0.1323465603150709,0.965428877479797,0.1323465603150709
44,nf2018v2,nfbotv2,rf,0.1,0.1323465603150709,0.1525385318164357,0.1323465603150709,0.9741352957622512,0.1323465603150709
44,nf2018v2,nfunswv2,lgbm,0.0001,0.0950448049604198,0.3061148374487811,0.0950448049604198,0.7425957373689818,0.1156700360050832
44,nf2018v2,nfunswv2,lgbm,0.001,0.0950448049604198,0.1888159919523408,0.0950448049604198,0.8870108199392052,0.1156700360050832
44,nf2018v2,nfunswv2,lgbm,0.01,0.1118170680410471,0.1250194930571905,0.1118170680410471,0.9367309827229564,0.1156700360050832
44,nf2018v2,nfunswv2,lgbm,0.05,0.1131530645481209,0.1221207625031338,0.1131530645481209,0.9466834576871216,0.1156700360050832
44,nf2018v2,nfunswv2,lgbm,0.1,0.1073340440249643,0.1208500943170616,0.1073340440249643,0.948105806948922,0.1156700360050832
44,nf2018v2,nftonv2,lgbm,0.0001,0.2737319461256022,0.2426677454516344,0.2737319461256022,0.858805825453463,0.3140881755472023
44,nf2018v2,nftonv2,lgbm,0.001,0.3118455841868327,0.2844454623629797,0.3118455841868327,0.9393959920246616,0.3140881755472023
44,nf2018v2,nftonv2,lgbm,0.01,0.3140121524654233,0.3184021643138534,0.3140121524654233,0.9697498433514596,0.3140881755472023
44,nf2018v2,nftonv2,lgbm,0.05,0.3140881755472023,0.3195460999766652,0.3140881755472023,0.9801054989136068,0.3140881755472023
44,nf2018v2,nftonv2,lgbm,0.1,0.3140881755472023,0.3187243497161113,0.3140881755472023,0.981920584324826,0.3140881755472023
44,nf2018v2,nfbotv2,lgbm,0.0001,0.2715184707884319,0.4429339411136566,0.2715184707884319,0.5245324577407761,0.3466906653506207
44,nf2018v2,nfbotv2,lgbm,0.001,0.3466466901523207,0.2710019321901559,0.3466466901523207,0.8125096623919034,0.3466906653506207
44,nf2018v2,nfbotv2,lgbm,0.01,0.3325697899225591,0.3293491979855589,0.3325697899225591,0.4369956879204152,0.3466906653506207
44,nf2018v2,nfbotv2,lgbm,0.05,0.3464567288281197,0.3418556772407337,0.3464567288281197,0.6841106362495549,0.3466906653506207
44,nf2018v2,nfbotv2,lgbm,0.1,0.3464567288281197,0.3430489391635842,0.3464567288281197,0.6001175088050461,0.3466906653506207
44,nf2018v2,nfunswv2,mlp,0.0001,0.1289953256708466,0.1618846169087842,-0.0194829972441164,0.7175768879709301,0.1339120256750991
44,nf2018v2,nfunswv2,mlp,0.001,0.1289953256708466,0.1284486153245777,-0.0012024618671,0.8317739287007543,0.1339120256750991
44,nf2018v2,nfunswv2,mlp,0.01,0.1332916209404454,0.125781847008068,0.018803577500549,0.8485266286092937,0.1339120256750991
44,nf2018v2,nfunswv2,mlp,0.05,0.132786358298759,0.1301019848311001,0.0267035621137238,0.9278734814862564,0.1339120256750991
44,nf2018v2,nfunswv2,mlp,0.1,0.1333048026281346,0.1318192745864716,0.026681912634425,0.9343919774460396,0.1339120256750991
44,nf2018v2,nftonv2,mlp,0.0001,0.2259960797168164,0.2868582272342646,0.2111588491839341,0.7540987756885379,0.2406096535508605
44,nf2018v2,nftonv2,mlp,0.001,0.2331191661502452,0.2501704270748418,0.2154072574853139,0.9139482387511624,0.2406096535508605
44,nf2018v2,nftonv2,mlp,0.01,0.2396078015205767,0.2449988127535621,0.215333827890021,0.9309965899380648,0.2406096535508605
44,nf2018v2,nftonv2,mlp,0.05,0.2404450420430381,0.2430030404764584,0.214634517571163,0.9425658494896744,0.2406096535508605
44,nf2018v2,nftonv2,mlp,0.1,0.2404645538764989,0.2416610132638086,0.2158808440868069,0.9508943106312562,0.2406096535508605
44,nf2018v2,nfbotv2,mlp,0.0001,0.0242790233616799,0.0762531070898237,-0.0140557909403314,0.460536163617781,0.2286268998746142
44,nf2018v2,nfbotv2,mlp,0.001,0.0701808864121427,0.3326978068575605,-0.0010593194961741,0.6649505975238665,0.2286268998746142
44,nf2018v2,nfbotv2,mlp,0.01,0.2067446555184696,0.2835829474053434,0.2067446555184696,0.6991905910108744,0.2286268998746142
44,nf2018v2,nfbotv2,mlp,0.05,0.2144062046204708,0.2755875403047458,0.2144062046204708,0.8181318958792537,0.2286268998746142
44,nf2018v2,nfbotv2,mlp,0.1,0.2266954980777381,0.265709612206067,0.2266954980777381,0.9281686029790208,0.2286268998746142
44,nfunswv2,nf2018v2,rf,0.0001,0.2429140147602764,0.3216428620023594,0.255126727325649,0.9360309566298042,0.2599522485566896
44,nfunswv2,nf2018v2,rf,0.001,0.2542738256963369,0.2683562419781893,0.2573897665765619,0.961503658455747,0.2599522485566896
44,nfunswv2,nf2018v2,rf,0.01,0.2542738256963369,0.2593803129375331,0.2599522485566896,0.9729662026473438,0.2599522485566896
44,nfunswv2,nf2018v2,rf,0.05,0.2598235449346582,0.2603496226429889,0.2598235449346582,0.976811933349486,0.2599522485566896
44,nfunswv2,nf2018v2,rf,0.1,0.2598235449346582,0.2597546947032665,0.2598235449346582,0.977101873886685,0.2599522485566896
