source,target,model,budget,strategy,mcc_mean,mcc_std,mcc_best_thr_mean,mcc_best_thr_std,macro_f1_mean,macro_f1_std,auprc_macro_mean,auprc_macro_std,fp_rate_mean,fp_rate_std,ece_mean,ece_std,n_train_mean,n_train_std
nfbotv2,nfunswv2,lgbm,0.1,rethreshold,0.0,0.0,0.0,0.0,0.4904,0.0,0.4954,0.0041,0.0,0.0,0.8765,0.0745,139072.0,0.0
nfbotv2,nfunswv2,mlp,0.0,zero_shot,-0.0096,0.095,0.0887,0.0608,0.371,0.1031,0.5056,0.0158,0.4622,0.2356,0.4425,0.2142,250000.0,0.0
nfbotv2,nfunswv2,mlp,0.0001,augment,0.5918,,0.5927,,0.7931,,0.7002,,0.0094,,0.0222,,250144.0,
nfbotv2,nfunswv2,mlp,0.0001,buffer_only,0.6914,0.0231,0.7881,0.0191,0.8446,0.012,0.8353,0.0182,0.0082,0.0002,0.0169,0.0017,144.0,0.0
nfbotv2,nfunswv2,mlp,0.0001,calibrate,0.0,0.0,0.1128,0.0485,0.4904,0.0,0.5135,0.0106,0.0,0.0,0.0332,0.0028,144.0,0.0
nfbotv2,nfunswv2,mlp,0.0001,rethreshold,0.0706,0.0593,0.0887,0.0608,0.3235,0.1135,0.5056,0.0158,0.5964,0.1903,0.4425,0.2142,144.0,0.0
nfbotv2,nfunswv2,mlp,0.001,augment,0.8027,,0.8009,,0.9005,,0.8584,,0.0106,,0.0065,,251392.0,
nfbotv2,nfunswv2,mlp,0.001,buffer_only,0.8349,0.0361,0.8689,0.0106,0.9173,0.0182,0.9046,0.0125,0.0066,0.0027,0.0079,0.0025,1392.0,0.0
nfbotv2,nfunswv2,mlp,0.001,calibrate,0.0,0.0,0.113,0.0488,0.4904,0.0,0.5135,0.0107,0.0,0.0,0.0116,0.0085,1392.0,0.0
nfbotv2,nfunswv2,mlp,0.001,rethreshold,0.0796,0.0672,0.0887,0.0608,0.2512,0.1659,0.5056,0.0158,0.7107,0.2671,0.4425,0.2142,1392.0,0.0
nfbotv2,nfunswv2,mlp,0.01,augment,0.9016,,0.9074,,0.9506,,0.9604,,0.0048,,0.002,,263907.0,
nfbotv2,nfunswv2,mlp,0.01,buffer_only,0.8846,0.0312,0.8973,0.0136,0.9421,0.0154,0.9485,0.0057,0.0055,0.0004,0.0029,0.0006,13907.0,0.0
nfbotv2,nfunswv2,mlp,0.01,calibrate,0.0,0.0,0.1129,0.0487,0.4904,0.0,0.5135,0.0106,0.0,0.0,0.0061,0.0077,13907.0,0.0
nfbotv2,nfunswv2,mlp,0.01,rethreshold,0.0855,0.0606,0.0887,0.0608,0.2773,0.1577,0.5056,0.0158,0.6707,0.2704,0.4425,0.2142,13907.0,0.0
nfbotv2,nfunswv2,mlp,0.05,buffer_only,0.9236,0.0037,0.9232,0.0038,0.9613,0.0018,0.9748,0.0026,0.0049,0.0001,0.0005,0.0,69537.0,0.0
nfbotv2,nfunswv2,mlp,0.05,calibrate,0.0,0.0,0.113,0.0488,0.4904,0.0,0.5135,0.0106,0.0,0.0,0.0049,0.0059,69537.0,0.0
nfbotv2,nfunswv2,mlp,0.05,rethreshold,0.0884,0.061,0.0887,0.0608,0.3244,0.1441,0.5056,0.0158,0.5907,0.2379,0.4425,0.2142,69537.0,0.0
nfbotv2,nfunswv2,mlp,0.1,buffer_only,0.9307,0.0065,0.9315,0.0067,0.9651,0.0033,0.9781,0.0068,0.004,0.0005,0.0008,0.0002,139072.0,0.0
nfbotv2,nfunswv2,mlp,0.1,calibrate,0.0,0.0,0.113,0.0487,0.4904,0.0,0.5134,0.0107,0.0,0.0,0.0045,0.0053,139072.0,0.0
nfbotv2,nfunswv2,mlp,0.1,rethreshold,0.0884,0.0609,0.0887,0.0608,0.3215,0.1458,0.5056,0.0158,0.5958,0.2393,0.4425,0.2142,139072.0,0.0
nfbotv2,nfunswv2,rf,0.0,zero_shot,-0.0638,0.0454,0.0825,0.0587,0.1377,0.0163,0.4953,0.0147,0.8798,0.0251,0.5064,0.0442,250000.0,0.0
nfbotv2,nfunswv2,rf,0.0001,augment,0.7949,,0.8513,,0.8968,,0.9054,,0.0104,,0.0137,,250144.0,
nfbotv2,nfunswv2,rf,0.0001,buffer_only,0.868,0.0121,0.8638,0.014,0.9311,0.0053,0.8918,0.0165,0.0106,0.0008,0.0088,0.0015,144.0,0.0
nfbotv2,nfunswv2,rf,0.0001,calibrate,0.0,0.0,0.131,0.0766,0.4904,0.0,0.5127,0.0249,0.0,0.0,0.0317,0.0,144.0,0.0
nfbotv2,nfunswv2,rf,0.0001,rethreshold,0.0372,0.1002,0.0825,0.0587,0.4715,0.1091,0.4953,0.0147,0.1806,0.2754,0.5064,0.0442,144.0,0.0
nfbotv2,nfunswv2,rf,0.001,augment,0.8821,,0.8857,,0.9407,,0.9602,,0.0062,,0.0027,,251392.0,
nfbotv2,nfunswv2,rf,0.001,buffer_only,0.8989,0.0102,0.8996,0.0054,0.9481,0.0063,0.9624,0.0074,0.0072,0.0022,0.003,0.0011,1392.0,0.0
nfbotv2,nfunswv2,rf,0.001,calibrate,0.0,0.0,0.165,0.027,0.4904,0.0,0.5267,0.0131,0.0,0.0,0.0059,0.007,1392.0,0.0
nfbotv2,nfunswv2,rf,0.001,rethreshold,0.0803,0.055,0.0825,0.0587,0.5234,0.0388,0.4953,0.0147,0.0193,0.0311,0.5064,0.0442,1392.0,0.0
nfbotv2,nfunswv2,rf,0.01,augment,0.9367,,0.9363,,0.9682,,0.9855,,0.0036,,0.001,,263907.0,
nfbotv2,nfunswv2,rf,0.01,buffer_only,0.9381,0.0042,0.9375,0.0033,0.9688,0.0023,0.9872,0.0003,0.0037,0.0007,0.0008,0.0001,13907.0,0.0
nfbotv2,nfunswv2,rf,0.01,calibrate,0.0,0.0,0.165,0.027,0.4904,0.0,0.5267,0.0131,0.0,0.0,0.0129,0.0099,13907.0,0.0
nfbotv2,nfunswv2,rf,0.01,rethreshold,0.076,0.0653,0.0825,0.0587,0.3898,0.2557,0.4953,0.0147,0.3288,0.5266,0.5064,0.0442,13907.0,0.0
nfbotv2,nfunswv2,rf,0.05,buffer_only,0.9467,0.0016,0.943,0.0019,0.9732,0.0008,0.9898,0.0002,0.0029,0.0001,0.0007,0.0001,69537.0,0.0
nfbotv2,nfunswv2,rf,0.05,calibrate,0.0,0.0,0.165,0.027,0.4904,0.0,0.5267,0.0131,0.0,0.0,0.0122,0.0088,69537.0,0.0
nfbotv2,nfunswv2,rf,0.05,rethreshold,0.0825,0.0587,0.0825,0.0587,0.5249,0.0414,0.4953,0.0147,0.0174,0.0278,0.5064,0.0442,69537.0,0.0
nfbotv2,nfunswv2,rf,0.1,buffer_only,0.9508,0.0018,0.946,0.001,0.9753,0.0009,0.9912,0.0006,0.0026,0.0001,0.0007,0.0001,139072.0,0.0
nfbotv2,nfunswv2,rf,0.1,calibrate,0.0,0.0,0.165,0.027,0.4904,0.0,0.5267,0.0131,0.0,0.0,0.0109,0.0081,139072.0,0.0
nfbotv2,nfunswv2,rf,0.1,rethreshold,0.0825,0.0587,0.0825,0.0587,0.5249,0.0414,0.4953,0.0147,0.0174,0.0278,0.5064,0.0442,139072.0,0.0
nftonv2,nf2018v2,lgbm,0.0,zero_shot,0.0262,0.0217,0.2301,0.1385,0.5005,0.0144,0.5048,0.0475,0.2319,0.026,0.2112,0.0167,250001.0,0.0
nftonv2,nf2018v2,lgbm,0.0001,augment,0.6311,,0.7312,,0.7914,,0.889,,0.1237,,0.0532,,250218.0,
nftonv2,nf2018v2,lgbm,0.0001,buffer_only,0.9369,0.0292,0.9494,0.0116,0.9684,0.0145,0.9763,0.0045,0.0057,0.0054,0.0113,0.0048,217.0,0.0
nftonv2,nf2018v2,lgbm,0.0001,calibrate,0.0,0.0,0.3544,0.0975,0.4685,0.0,0.5714,0.0709,0.0,0.0,0.0312,0.0033,217.0,0.0
nftonv2,nf2018v2,lgbm,0.0001,rethreshold,0.2038,0.1591,0.2301,0.1385,0.5783,0.0528,0.5048,0.0475,0.0574,0.0542,0.2112,0.0167,217.0,0.0
nftonv2,nf2018v2,lgbm,0.001,augment,0.8912,,0.9382,,0.9451,,0.9743,,0.0193,,0.0119,,252103.0,
nftonv2,nf2018v2,lgbm,0.001,buffer_only,0.962,0.0009,0.9636,0.0026,0.9808,0.0005,0.9811,0.0003,0.0012,0.0004,0.0073,0.0002,2102.0,0.0
nftonv2,nf2018v2,lgbm,0.001,calibrate,0.0,0.0,0.3544,0.0975,0.4685,0.0,0.5714,0.0709,0.0,0.0,0.0129,0.0115,2102.0,0.0
nftonv2,nf2018v2,lgbm,0.001,rethreshold,0.2246,0.1445,0.2301,0.1385,0.5856,0.0457,0.5048,0.0475,0.0555,0.0644,0.2112,0.0167,2102.0,0.0
nftonv2,nf2018v2,lgbm,0.01,augment,0.9552,,0.9609,,0.9775,,0.9821,,0.0031,,0.0042,,271002.0,
nftonv2,nf2018v2,lgbm,0.01,buffer_only,0.9731,0.0006,0.9686,0.0001,0.9864,0.0003,0.9854,0.0002,0.0003,0.0,0.0049,0.0001,21001.0,0.0
nftonv2,nf2018v2,lgbm,0.01,calibrate,0.0,0.0,0.3544,0.0975,0.4685,0.0,0.5714,0.0709,0.0,0.0,0.0071,0.0062,21001.0,0.0
nftonv2,nf2018v2,lgbm,0.01,rethreshold,0.2273,0.1425,0.2301,0.1385,0.568,0.0785,0.5048,0.0475,0.0134,0.0201,0.2112,0.0167,21001.0,0.0
nftonv2,nf2018v2,lgbm,0.05,buffer_only,0.9762,0.0002,0.9686,0.0001,0.988,0.0001,0.9873,0.0001,0.0002,0.0,0.0028,0.0001,105000.0,0.0
nftonv2,nf2018v2,lgbm,0.05,calibrate,0.0,0.0,0.3544,0.0975,0.4685,0.0,0.5714,0.0709,0.0,0.0,0.0084,0.0082,105000.0,0.0
nftonv2,nf2018v2,lgbm,0.05,rethreshold,0.2294,0.1391,0.2301,0.1385,0.5691,0.0766,0.5048,0.0475,0.0136,0.02,0.2112,0.0167,105000.0,0.0
nftonv2,nf2018v2,lgbm,0.1,buffer_only,0.9765,0.0006,0.9684,0.0002,0.9881,0.0003,0.9874,0.0003,0.0002,0.0001,0.0017,0.0001,210000.0,0.0
nftonv2,nf2018v2,lgbm,0.1,calibrate,0.0,0.0,0.3544,0.0975,0.4685,0.0,0.5714,0.0709,0.0,0.0,0.0072,0.0067,210000.0,0.0
nftonv2,nf2018v2,lgbm,0.1,rethreshold,0.2296,0.1385,0.2301,0.1385,0.5692,0.0762,0.5048,0.0475,0.0136,0.02,0.2112,0.0167,210000.0,0.0
nftonv2,nf2018v2,mlp,0.0,zero_shot,-0.0152,0.0226,0.3059,0.0869,0.4586,0.0183,0.5261,0.0197,0.3424,0.0372,0.3068,0.0324,250001.0,0.0
nftonv2,nf2018v2,mlp,0.0001,augment,0.3612,,0.748,,0.574,,0.8639,,0.3865,,0.2636,,250218.0,
nftonv2,nf2018v2,mlp,0.0001,buffer_only,0.9114,0.0159,0.9186,0.0108,0.9552,0.0084,0.9643,0.005,0.0056,0.0007,0.0112,0.0008,217.0,0.0
nftonv2,nf2018v2,mlp,0.0001,calibrate,0.0,0.0,0.3138,0.0742,0.4685,0.0,0.5396,0.0138,0.0,0.0,0.0293,0.0001,217.0,0.0
nftonv2,nf2018v2,mlp,0.0001,rethreshold,0.2816,0.0751,0.3059,0.0869,0.5838,0.0281,0.5261,0.0197,0.0069,0.0053,0.3068,0.0324,217.0,0.0
nftonv2,nf2018v2,mlp,0.001,augment,0.6517,,0.8764,,0.8047,,0.9504,,0.1129,,0.0469,,252103.0,
nftonv2,nf2018v2,mlp,0.001,buffer_only,0.9345,0.0134,0.9374,0.0078,0.967,0.0066,0.9731,0.0051,0.0039,0.0025,0.0079,0.0056,2102.0,0.0
nftonv2,nf2018v2,mlp,0.001,calibrate,0.0,0.0,0.2788,0.0107,0.4685,0.0,0.5308,0.001,0.0,0.0,0.0081,0.0122,2102.0,0.0
nftonv2,nf2018v2,mlp,0.001,rethreshold,0.3042,0.088,0.3059,0.0869,0.6064,0.039,0.5261,0.0197,0.0105,0.0061,0.3068,0.0324,2102.0,0.0
nftonv2,nf2018v2,mlp,0.01,augment,0.7649,,0.883,,0.8748,,0.9676,,0.0611,,0.0201,,271002.0,
nftonv2,nf2018v2,mlp,0.01,buffer_only,0.9609,0.0031,0.96,0.0019,0.9802,0.0016,0.981,0.0004,0.0011,0.0002,0.003,0.0006,21001.0,0.0
nftonv2,nf2018v2,mlp,0.01,calibrate,0.0,0.0,0.2787,0.0108,0.4685,0.0,0.5307,0.001,0.0,0.0,0.01,0.0174,21001.0,0.0
nftonv2,nf2018v2,mlp,0.01,rethreshold,0.305,0.0869,0.3059,0.0869,0.6057,0.0427,0.5261,0.0197,0.0102,0.0069,0.3068,0.0324,21001.0,0.0
nftonv2,nf2018v2,mlp,0.05,buffer_only,0.9699,0.0006,0.9674,0.0004,0.9848,0.0003,0.9845,0.0002,0.0004,0.0001,0.0016,0.0006,105000.0,0.0
nftonv2,nf2018v2,mlp,0.05,calibrate,0.0,0.0,0.2726,0.0033,0.4685,0.0,0.5313,0.0005,0.0,0.0,0.0099,0.0171,105000.0,0.0
nftonv2,nf2018v2,mlp,0.05,rethreshold,0.3051,0.0871,0.3059,0.0869,0.6071,0.0424,0.5261,0.0197,0.0109,0.0076,0.3068,0.0324,105000.0,0.0
nftonv2,nf2018v2,mlp,0.1,buffer_only,0.9714,0.0015,0.9679,0.0002,0.9855,0.0008,0.985,0.0005,0.0003,0.0001,0.0016,0.0007,210000.0,0.0
nftonv2,nf2018v2,mlp,0.1,calibrate,0.0,0.0,0.2786,0.0108,0.4685,0.0,0.5308,0.001,0.0,0.0,0.0098,0.0169,210000.0,0.0
nftonv2,nf2018v2,mlp,0.1,rethreshold,0.3045,0.0861,0.3059,0.0869,0.606,0.0408,0.5261,0.0197,0.0106,0.0078,0.3068,0.0324,210000.0,0.0
nftonv2,nf2018v2,rf,0.0,zero_shot,0.1282,0.0182,0.2472,0.0779,0.5636,0.0095,0.5528,0.0207,0.118,0.0105,0.1181,0.015,250001.0,0.0
nftonv2,nf2018v2,rf,0.0001,augment,0.8006,,0.8546,,0.8955,,0.9475,,0.0478,,0.0479,,250218.0,
nftonv2,nf2018v2,rf,0.0001,buffer_only,0.9437,0.007,0.9422,0.0059,0.9716,0.0035,0.9755,0.0027,0.0027,0.0012,0.0196,0.0039,217.0,0.0
nftonv2,nf2018v2,rf,0.0001,calibrate,0.0,0.0,0.2472,0.0779,0.4685,0.0,0.5528,0.0207,0.0,0.0,0.0737,0.0219,217.0,0.0
nftonv2,nf2018v2,rf,0.0001,rethreshold,0.2291,0.0937,0.2472,0.0779,0.4957,0.1272,0.5528,0.0207,0.4092,0.3133,0.1181,0.015,217.0,0.0
nftonv2,nf2018v2,rf,0.001,augment,0.9413,,0.9464,,0.9707,,0.9753,,0.0062,,0.0161,,252103.0,
nftonv2,nf2018v2,rf,0.001,buffer_only,0.9618,0.0004,0.9631,0.0022,0.9807,0.0002,0.9807,0.001,0.0011,0.0003,0.0073,0.0008,2102.0,0.0
nftonv2,nf2018v2,rf,0.001,calibrate,0.0,0.0,0.2472,0.0779,0.4685,0.0,0.5528,0.0207,0.0,0.0,0.0703,0.0205,2102.0,0.0
nftonv2,nf2018v2,rf,0.001,rethreshold,0.2471,0.0777,0.2472,0.0779,0.4366,0.0963,0.5528,0.0207,0.5928,0.1441,0.1181,0.015,2102.0,0.0
nftonv2,nf2018v2,rf,0.01,augment,0.9602,,0.9613,,0.98,,0.9813,,0.002,,0.0063,,271002.0,
nftonv2,nf2018v2,rf,0.01,buffer_only,0.9728,0.0002,0.9687,0.0001,0.9862,0.0001,0.9834,0.0006,0.0003,0.0001,0.0056,0.0003,21001.0,0.0
nftonv2,nf2018v2,rf,0.01,calibrate,0.0,0.0,0.2472,0.0779,0.4685,0.0,0.5528,0.0207,0.0,0.0,0.0676,0.0369,21001.0,0.0
nftonv2,nf2018v2,rf,0.01,rethreshold,0.2471,0.0777,0.2472,0.0779,0.4355,0.0973,0.5528,0.0207,0.5946,0.1457,0.1181,0.015,21001.0,0.0
nftonv2,nf2018v2,rf,0.05,buffer_only,0.9763,0.0004,0.9688,0.0001,0.988,0.0002,0.9845,0.0006,0.0001,0.0,0.0053,0.0004,105000.0,0.0
nftonv2,nf2018v2,rf,0.05,calibrate,0.0,0.0,0.2472,0.0779,0.4685,0.0,0.5528,0.0207,0.0,0.0,0.0626,0.0424,105000.0,0.0
nftonv2,nf2018v2,rf,0.05,rethreshold,0.2471,0.0777,0.2472,0.0779,0.4355,0.0973,0.5528,0.0207,0.5946,0.1457,0.1181,0.015,105000.0,0.0
nftonv2,nf2018v2,rf,0.1,buffer_only,0.9769,0.0002,0.9694,0.0001,0.9883,0.0001,0.9848,0.0003,0.0001,0.0,0.0052,0.0001,210000.0,0.0
nftonv2,nf2018v2,rf,0.1,calibrate,0.0,0.0,0.2472,0.0779,0.4685,0.0,0.5528,0.0207,0.0,0.0,0.0615,0.0408,210000.0,0.0
nftonv2,nf2018v2,rf,0.1,rethreshold,0.2471,0.0777,0.2472,0.0779,0.4366,0.0963,0.5528,0.0207,0.5928,0.1441,0.1181,0.015,210000.0,0.0
nftonv2,nfbotv2,lgbm,0.0,zero_shot,-0.0111,0.0094,0.1433,0.1191,0.0207,0.0139,0.5225,0.0328,0.0334,0.0066,0.9497,0.0274,250001.0,0.0
nftonv2,nfbotv2,lgbm,0.0001,augment,0.6131,,0.6367,,0.797,,0.8492,,0.2098,,0.0042,,250212.0,
nftonv2,nfbotv2,lgbm,0.0001,buffer_only,0.4687,0.0599,0.4723,0.0547,0.7164,0.033,0.6955,0.0952,0.5288,0.2122,0.0048,0.0016,211.0,0.0
nftonv2,nfbotv2,lgbm,0.0001,calibrate,0.0,0.0,0.1433,0.1191,0.4989,0.0,0.5225,0.0328,1.0,0.0,0.0006,0.0,211.0,0.0
nftonv2,nfbotv2,lgbm,0.0001,rethreshold,0.0823,0.1149,0.1433,0.1191,0.4914,0.0921,0.5225,0.0328,0.7235,0.1456,0.9497,0.0274,211.0,0.0
nftonv2,nfbotv2,lgbm,0.001,augment,0.8074,,0.7946,,0.902,,0.8991,,0.2634,,0.001,,252102.0,
nftonv2,nfbotv2,lgbm,0.001,buffer_only,0.7945,0.0185,0.6746,0.0179,0.8917,0.0098,0.8821,0.0015,0.3266,0.023,0.0015,0.0,2101.0,0.0
nftonv2,nfbotv2,lgbm,0.001,calibrate,0.0,0.0,0.1433,0.1191,0.4989,0.0,0.5225,0.0328,1.0,0.0,0.0002,0.0,2101.0,0.0
nftonv2,nfbotv2,lgbm,0.001,rethreshold,0.1226,0.0849,0.1433,0.1191,0.5155,0.081,0.5225,0.0328,0.758,0.2918,0.9497,0.0274,2101.0,0.0
nftonv2,nfbotv2,lgbm,0.01,augment,0.9006,,0.8043,,0.9502,,0.9503,,0.118,,0.0003,,271001.0,
nftonv2,nfbotv2,lgbm,0.01,buffer_only,0.6261,0.2468,0.6128,0.2395,0.8109,0.126,0.7469,0.198,0.4219,0.267,0.0028,0.0017,21000.0,0.0
nftonv2,nfbotv2,lgbm,0.01,calibrate,0.0,0.0,0.1433,0.1191,0.4989,0.0,0.5225,0.0328,1.0,0.0,0.0001,0.0,21000.0,0.0
nftonv2,nfbotv2,lgbm,0.01,rethreshold,0.1432,0.1192,0.1433,0.1191,0.5139,0.0802,0.5225,0.0328,0.7664,0.3002,0.9497,0.0274,21000.0,0.0
nftonv2,nfbotv2,lgbm,0.05,buffer_only,0.4172,0.2527,0.4009,0.2802,0.6979,0.1427,0.6099,0.0912,0.6003,0.3251,0.0039,0.0003,105000.0,0.0
nftonv2,nfbotv2,lgbm,0.05,calibrate,0.0,0.0,0.1433,0.1191,0.4989,0.0,0.5225,0.0328,1.0,0.0,0.0001,0.0,105000.0,0.0
nftonv2,nfbotv2,lgbm,0.05,rethreshold,0.1433,0.1191,0.1433,0.1191,0.5145,0.0794,0.5225,0.0328,0.768,0.2974,0.9497,0.0274,105000.0,0.0
nftonv2,nfbotv2,lgbm,0.1,buffer_only,0.4537,0.2243,0.4461,0.2318,0.7237,0.1108,0.6215,0.1165,0.5872,0.1742,0.0044,0.0022,210001.0,0.0
nftonv2,nfbotv2,lgbm,0.1,calibrate,0.0,0.0,0.1433,0.1191,0.4989,0.0,0.5225,0.0328,1.0,0.0,0.0001,0.0,210001.0,0.0
nftonv2,nfbotv2,lgbm,0.1,rethreshold,0.1433,0.1191,0.1433,0.1191,0.5145,0.0794,0.5225,0.0328,0.768,0.2974,0.9497,0.0274,210001.0,0.0
nftonv2,nfbotv2,mlp,0.0,zero_shot,-0.1053,0.0205,0.1737,0.0172,0.0587,0.0252,0.5125,0.0059,0.4402,0.0984,0.9109,0.042,250001.0,0.0
nftonv2,nfbotv2,mlp,0.0001,augment,0.1352,,0.25,,0.5323,,0.57,,0.553,,0.0229,,250212.0,
nftonv2,nfbotv2,mlp,0.0001,buffer_only,0.22,0.2088,0.3749,0.1442,0.5667,0.0991,0.6597,0.1046,0.9178,0.1239,0.0031,0.0006,211.0,0.0
nftonv2,nfbotv2,mlp,0.0001,calibrate,0.0,0.0,0.1678,0.0935,0.4989,0.0,0.5232,0.0367,1.0,0.0,0.0006,0.0,211.0,0.0
nftonv2,nfbotv2,mlp,0.0001,rethreshold,-0.0529,0.0467,0.1737,0.0172,0.1171,0.109,0.5125,0.0059,0.4656,0.4109,0.9109,0.042,211.0,0.0
nftonv2,nfbotv2,mlp,0.001,augment,0.2697,,0.3871,,0.6253,,0.655,,0.5995,,0.0037,,252102.0,
nftonv2,nfbotv2,mlp,0.001,buffer_only,0.6671,0.0182,0.5412,0.023,0.8154,0.0117,0.7981,0.0136,0.5221,0.0275,0.0012,0.0003,2101.0,0.0
nftonv2,nfbotv2,mlp,0.001,calibrate,0.0,0.0,0.2815,0.184,0.4989,0.0,0.5768,0.0711,1.0,0.0,0.0,0.0,2101.0,0.0
nftonv2,nfbotv2,mlp,0.001,rethreshold,-0.0013,0.2811,0.1737,0.0172,0.3605,0.3076,0.5125,0.0059,0.7426,0.3737,0.9109,0.042,2101.0,0.0
nftonv2,nfbotv2,mlp,0.01,augment,0.7874,,0.7275,,0.8932,,0.8995,,0.2503,,0.0004,,271001.0,
nftonv2,nfbotv2,mlp,0.01,buffer_only,0.7318,0.0289,0.611,0.0634,0.8571,0.0189,0.8469,0.04,0.4084,0.0576,0.0051,0.0037,21000.0,0.0
nftonv2,nfbotv2,mlp,0.01,calibrate,0.0,0.0,0.2815,0.184,0.4989,0.0,0.5768,0.0711,1.0,0.0,0.0006,0.0008,21000.0,0.0
nftonv2,nfbotv2,mlp,0.01,rethreshold,0.1548,0.0235,0.1737,0.0172,0.5332,0.0086,0.5125,0.0059,0.9638,0.0096,0.9109,0.042,21000.0,0.0
nftonv2,nfbotv2,mlp,0.05,buffer_only,0.7996,0.0235,0.7182,0.0827,0.8958,0.0144,0.9131,0.031,0.3008,0.0531,0.0013,0.0001,105000.0,0.0
nftonv2,nfbotv2,mlp,0.05,calibrate,0.0,0.0,0.2815,0.184,0.4989,0.0,0.5768,0.0711,1.0,0.0,0.0008,0.0004,105000.0,0.0
nftonv2,nfbotv2,mlp,0.05,rethreshold,0.168,0.0131,0.1737,0.0172,0.5344,0.0087,0.5125,0.0059,0.9627,0.0099,0.9109,0.042,105000.0,0.0
nftonv2,nfbotv2,mlp,0.1,buffer_only,0.9293,0.0029,0.8176,0.0061,0.9645,0.0016,0.97,0.0076,0.0564,0.0138,0.0006,0.0001,210001.0,0.0
nftonv2,nfbotv2,mlp,0.1,calibrate,0.0,0.0,0.2815,0.184,0.4989,0.0,0.5768,0.0711,1.0,0.0,0.0005,0.0005,210001.0,0.0
nftonv2,nfbotv2,mlp,0.1,rethreshold,0.168,0.0131,0.1737,0.0172,0.5344,0.0087,0.5125,0.0059,0.9627,0.0099,0.9109,0.042,210001.0,0.0
nftonv2,nfbotv2,rf,0.0,zero_shot,-0.0003,0.0043,0.1307,0.0233,0.0322,0.0048,0.511,0.0047,0.029,0.0066,0.7111,0.0265,250001.0,0.0
nftonv2,nfbotv2,rf,0.0001,augment,0.747,,0.6925,,0.8625,,0.741,,0.0453,,0.0157,,250212.0,
nftonv2,nfbotv2,rf,0.0001,buffer_only,0.2597,0.1659,0.5187,0.1355,0.5784,0.0835,0.7474,0.0186,0.9062,0.1054,0.0032,0.0008,211.0,0.0
nftonv2,nfbotv2,rf,0.0001,calibrate,0.0,0.0,0.121,0.0211,0.4989,0.0,0.5085,0.0039,1.0,0.0,0.0006,0.0,211.0,0.0
nftonv2,nfbotv2,rf,0.0001,rethreshold,0.0206,0.0126,0.1307,0.0233,0.3719,0.1373,0.511,0.0047,0.5185,0.3404,0.7111,0.0265,211.0,0.0
nftonv2,nfbotv2,rf,0.001,augment,0.774,,0.7917,,0.8869,,0.878,,0.205,,0.0023,,252102.0,
nftonv2,nfbotv2,rf,0.001,buffer_only,0.7922,0.0581,0.7516,0.0367,0.8916,0.0329,0.9346,0.0078,0.3103,0.0951,0.0008,0.0004,2101.0,0.0
nftonv2,nfbotv2,rf,0.001,calibrate,0.0,0.0,0.1307,0.0233,0.4989,0.0,0.511,0.0047,1.0,0.0,0.0001,0.0,2101.0,0.0
nftonv2,nfbotv2,rf,0.001,rethreshold,0.0429,0.0348,0.1307,0.0233,0.4759,0.0469,0.511,0.0047,0.6969,0.1283,0.7111,0.0265,2101.0,0.0
nftonv2,nfbotv2,rf,0.01,augment,0.9072,,0.825,,0.9533,,0.9783,,0.0632,,0.0006,,271001.0,
nftonv2,nfbotv2,rf,0.01,buffer_only,0.9108,0.0178,0.8376,0.006,0.9551,0.0094,0.9794,0.0019,0.1176,0.0401,0.0003,0.0,21000.0,0.0
nftonv2,nfbotv2,rf,0.01,calibrate,0.0,0.0,0.1307,0.0233,0.4989,0.0,0.511,0.0047,1.0,0.0,0.0001,0.0,21000.0,0.0
nftonv2,nfbotv2,rf,0.01,rethreshold,0.1273,0.0208,0.1307,0.0233,0.5187,0.0079,0.511,0.0047,0.9797,0.0083,0.7111,0.0265,21000.0,0.0
nftonv2,nfbotv2,rf,0.05,buffer_only,0.9612,0.004,0.846,0.011,0.9806,0.0019,0.9907,0.0023,0.0282,0.0115,0.0002,0.0,105000.0,0.0
nftonv2,nfbotv2,rf,0.05,calibrate,0.0,0.0,0.1307,0.0233,0.4989,0.0,0.511,0.0047,1.0,0.0,0.0001,0.0,105000.0,0.0
nftonv2,nfbotv2,rf,0.05,rethreshold,0.1302,0.0228,0.1307,0.0233,0.5205,0.0086,0.511,0.0047,0.9778,0.009,0.7111,0.0265,105000.0,0.0
nftonv2,nfbotv2,rf,0.1,buffer_only,0.9703,0.0033,0.8592,0.0046,0.9851,0.0017,0.9949,0.0014,0.0183,0.0055,0.0001,0.0,210001.0,0.0
nftonv2,nfbotv2,rf,0.1,calibrate,0.0,0.0,0.1307,0.0233,0.4989,0.0,0.511,0.0047,1.0,0.0,0.0001,0.0,210001.0,0.0
nftonv2,nfbotv2,rf,0.1,rethreshold,0.1302,0.0228,0.1307,0.0233,0.5205,0.0086,0.511,0.0047,0.9778,0.009,0.7111,0.0265,210001.0,0.0
nftonv2,nfunswv2,lgbm,0.0,zero_shot,-0.0339,0.03,0.0562,0.0048,0.393,0.0203,0.4934,0.0092,0.4086,0.0365,0.2614,0.0061,250001.0,0.0
nftonv2,nfunswv2,lgbm,0.0001,augment,0.5252,,0.5909,,0.7626,,0.7685,,0.0173,,0.0105,,250145.0,
nftonv2,nfunswv2,lgbm,0.0001,buffer_only,0.7578,0.0291,0.7949,0.0561,0.8787,0.0142,0.8652,0.007,0.0099,0.0007,0.0159,0.0026,144.0,0.0
