source,target,model,budget,strategy,mcc_mean,mcc_std,mcc_best_thr_mean,mcc_best_thr_std,macro_f1_mean,macro_f1_std,auprc_macro_mean,auprc_macro_std,fp_rate_mean,fp_rate_std,ece_mean,ece_std,n_train_mean,n_train_std
nf2018v2,nfunswv2,mlp,0.1,buffer_only,0.9307,0.0065,0.9315,0.0067,0.9651,0.0033,0.9781,0.0068,0.004,0.0005,0.0008,0.0002,139072.0,0.0
nf2018v2,nfunswv2,mlp,0.1,calibrate,0.0,0.0,0.1647,0.039,0.4904,0.0,0.527,0.0106,0.0,0.0,0.0056,0.0014,139072.0,0.0
nf2018v2,nfunswv2,mlp,0.1,rethreshold,0.0598,0.0306,0.0603,0.0309,0.3587,0.2506,0.4854,0.0044,0.3226,0.5579,0.07,0.0231,139072.0,0.0
nf2018v2,nfunswv2,rf,0.0,zero_shot,0.0051,0.0114,0.0375,0.0028,0.4914,0.0014,0.4812,0.0023,0.0007,0.0007,0.1644,0.0143,249999.0,0.0
nf2018v2,nfunswv2,rf,0.0001,augment,0.5764,,0.8282,,0.7669,,0.9269,,0.0027,,0.0226,,250143.0,
nf2018v2,nfunswv2,rf,0.0001,buffer_only,0.868,0.0121,0.8638,0.014,0.9311,0.0053,0.8918,0.0165,0.0106,0.0008,0.0088,0.0015,144.0,0.0
nf2018v2,nfunswv2,rf,0.0001,calibrate,0.0,0.0,0.2694,0.0581,0.4904,0.0,0.5464,0.0188,0.0,0.0,0.0316,0.0,144.0,0.0
nf2018v2,nfunswv2,rf,0.0001,rethreshold,0.0018,0.0315,0.0375,0.0028,0.2288,0.2327,0.4812,0.0023,0.6681,0.4664,0.1644,0.0143,144.0,0.0
nf2018v2,nfunswv2,rf,0.001,augment,0.8392,,0.9198,,0.9186,,0.9645,,0.0033,,0.004,,251391.0,
nf2018v2,nfunswv2,rf,0.001,buffer_only,0.8989,0.0102,0.8996,0.0054,0.9481,0.0063,0.9624,0.0074,0.0072,0.0022,0.003,0.0011,1392.0,0.0
nf2018v2,nfunswv2,rf,0.001,calibrate,0.0,0.0,0.2694,0.0581,0.4904,0.0,0.5464,0.0188,0.0,0.0,0.0043,0.0019,1392.0,0.0
nf2018v2,nfunswv2,rf,0.001,rethreshold,0.0296,0.007,0.0375,0.0028,0.2235,0.2473,0.4812,0.0023,0.657,0.5161,0.1644,0.0143,1392.0,0.0
nf2018v2,nfunswv2,rf,0.01,augment,0.9376,,0.937,,0.9687,,0.9857,,0.0032,,0.0018,,263906.0,
nf2018v2,nfunswv2,rf,0.01,buffer_only,0.9381,0.0042,0.9375,0.0033,0.9688,0.0023,0.9872,0.0003,0.0037,0.0007,0.0008,0.0001,13907.0,0.0
nf2018v2,nfunswv2,rf,0.01,calibrate,0.0,0.0,0.2694,0.0581,0.4904,0.0,0.5464,0.0188,0.0,0.0,0.0208,0.0034,13907.0,0.0
nf2018v2,nfunswv2,rf,0.01,rethreshold,0.0318,0.0072,0.0375,0.0028,0.2134,0.242,0.4812,0.0023,0.6418,0.5556,0.1644,0.0143,13907.0,0.0
nf2018v2,nfunswv2,rf,0.05,buffer_only,0.9467,0.0016,0.943,0.0019,0.9732,0.0008,0.9898,0.0002,0.0029,0.0001,0.0007,0.0001,69537.0,0.0
nf2018v2,nfunswv2,rf,0.05,calibrate,0.0,0.0,0.2694,0.0581,0.4904,0.0,0.5464,0.0188,0.0,0.0,0.0215,0.0081,69537.0,0.0
nf2018v2,nfunswv2,rf,0.05,rethreshold,0.0366,0.0039,0.0375,0.0028,0.2177,0.2559,0.4812,0.0023,0.6731,0.5082,0.1644,0.0143,69537.0,0.0
nf2018v2,nfunswv2,rf,0.1,buffer_only,0.9508,0.0018,0.946,0.001,0.9753,0.0009,0.9912,0.0006,0.0026,0.0001,0.0007,0.0001,139072.0,0.0
nf2018v2,nfunswv2,rf,0.1,calibrate,0.0,0.0,0.2694,0.0581,0.4904,0.0,0.5464,0.0188,0.0,0.0,0.0214,0.0083,139072.0,0.0
nf2018v2,nfunswv2,rf,0.1,rethreshold,0.0375,0.0028,0.0375,0.0028,0.2202,0.2537,0.4812,0.0023,0.6705,0.506,0.1644,0.0143,139072.0,0.0
nfbotv2,nf2018v2,lgbm,0.0,zero_shot,0.2194,0.1775,0.2194,0.1775,0.3896,0.2441,0.5517,0.0447,0.635,0.3153,0.5637,0.2745,250000.0,0.0
nfbotv2,nf2018v2,lgbm,0.0001,augment,0.3796,,0.3797,,0.6856,,0.5998,,0.11,,0.1512,,250217.0,
nfbotv2,nf2018v2,lgbm,0.0001,buffer_only,0.9369,0.0292,0.9494,0.0116,0.9684,0.0145,0.9763,0.0045,0.0057,0.0054,0.0113,0.0048,217.0,0.0
nfbotv2,nf2018v2,lgbm,0.0001,calibrate,0.0,0.0,0.2194,0.1775,0.4685,0.0,0.5516,0.0447,0.0,0.0,0.0271,0.0025,217.0,0.0
nfbotv2,nf2018v2,lgbm,0.0001,rethreshold,0.2194,0.1775,0.2194,0.1775,0.3896,0.2441,0.5517,0.0447,0.6349,0.3154,0.5637,0.2745,217.0,0.0
nfbotv2,nf2018v2,lgbm,0.001,augment,0.9562,,0.9596,,0.9779,,0.982,,0.0021,,0.008,,252102.0,
nfbotv2,nf2018v2,lgbm,0.001,buffer_only,0.962,0.0009,0.9636,0.0026,0.9808,0.0005,0.9811,0.0003,0.0012,0.0004,0.0073,0.0002,2102.0,0.0
nfbotv2,nf2018v2,lgbm,0.001,calibrate,0.0,0.0,0.2145,0.1859,0.4685,0.0,0.5515,0.0449,0.0,0.0,0.0024,0.0014,2102.0,0.0
nfbotv2,nf2018v2,lgbm,0.001,rethreshold,0.2145,0.1859,0.2194,0.1775,0.5097,0.0389,0.5517,0.0447,0.3024,0.2633,0.5637,0.2745,2102.0,0.0
nfbotv2,nf2018v2,lgbm,0.01,augment,0.9724,,0.9681,,0.9861,,0.9855,,0.0007,,0.0042,,271001.0,
nfbotv2,nf2018v2,lgbm,0.01,buffer_only,0.9731,0.0006,0.9686,0.0001,0.9864,0.0003,0.9854,0.0002,0.0003,0.0,0.0049,0.0001,21001.0,0.0
nfbotv2,nf2018v2,lgbm,0.01,calibrate,0.0,0.0,0.2194,0.1775,0.4685,0.0,0.5516,0.0447,0.0,0.0,0.0006,0.0004,21001.0,0.0
nfbotv2,nf2018v2,lgbm,0.01,rethreshold,0.2194,0.1775,0.2194,0.1775,0.3896,0.2441,0.5517,0.0447,0.6349,0.3154,0.5637,0.2745,21001.0,0.0
nfbotv2,nf2018v2,lgbm,0.05,buffer_only,0.9762,0.0002,0.9686,0.0001,0.988,0.0001,0.9873,0.0001,0.0002,0.0,0.0028,0.0001,105000.0,0.0
nfbotv2,nf2018v2,lgbm,0.05,calibrate,0.0,0.0,0.2194,0.1775,0.4685,0.0,0.5516,0.0447,0.0,0.0,0.0002,0.0001,105000.0,0.0
nfbotv2,nf2018v2,lgbm,0.05,rethreshold,0.2194,0.1775,0.2194,0.1775,0.3896,0.2441,0.5517,0.0447,0.6349,0.3154,0.5637,0.2745,105000.0,0.0
nfbotv2,nf2018v2,lgbm,0.1,buffer_only,0.9765,0.0006,0.9684,0.0002,0.9881,0.0003,0.9874,0.0003,0.0002,0.0001,0.0017,0.0001,210000.0,0.0
nfbotv2,nf2018v2,lgbm,0.1,calibrate,0.0,0.0,0.2194,0.1775,0.4685,0.0,0.5516,0.0447,0.0,0.0,0.0001,0.0001,210000.0,0.0
nfbotv2,nf2018v2,lgbm,0.1,rethreshold,0.2194,0.1775,0.2194,0.1775,0.3896,0.2441,0.5517,0.0447,0.6349,0.3154,0.5637,0.2745,210000.0,0.0
nfbotv2,nf2018v2,mlp,0.0,zero_shot,0.3204,0.0185,0.4464,0.1007,0.5667,0.0489,0.6467,0.056,0.3711,0.1011,0.3113,0.1019,250000.0,0.0
nfbotv2,nf2018v2,mlp,0.0001,augment,0.8252,,0.8329,,0.9109,,0.8611,,0.0338,,0.0289,,250217.0,
nfbotv2,nf2018v2,mlp,0.0001,buffer_only,0.9114,0.0159,0.9186,0.0108,0.9552,0.0084,0.9643,0.005,0.0056,0.0007,0.0112,0.0008,217.0,0.0
nfbotv2,nf2018v2,mlp,0.0001,calibrate,0.0,0.0,0.4464,0.1007,0.4685,0.0,0.6467,0.056,0.0,0.0,0.0531,0.0392,217.0,0.0
nfbotv2,nf2018v2,mlp,0.0001,rethreshold,0.4368,0.0939,0.4464,0.1007,0.7108,0.0531,0.6467,0.056,0.1066,0.0558,0.3113,0.1019,217.0,0.0
nfbotv2,nf2018v2,mlp,0.001,augment,0.9047,,0.9292,,0.9523,,0.9635,,0.0129,,0.0065,,252102.0,
nfbotv2,nf2018v2,mlp,0.001,buffer_only,0.9345,0.0134,0.9374,0.0078,0.967,0.0066,0.9731,0.0051,0.0039,0.0025,0.0079,0.0056,2102.0,0.0
nfbotv2,nf2018v2,mlp,0.001,calibrate,0.0,0.0,0.4464,0.1007,0.4685,0.0,0.6468,0.0559,0.0,0.0,0.0412,0.0513,2102.0,0.0
nfbotv2,nf2018v2,mlp,0.001,rethreshold,0.4455,0.1011,0.4464,0.1007,0.7197,0.0524,0.6467,0.056,0.0865,0.0386,0.3113,0.1019,2102.0,0.0
nfbotv2,nf2018v2,mlp,0.01,augment,0.9593,,0.9632,,0.9795,,0.9791,,0.0024,,0.0025,,271001.0,
nfbotv2,nf2018v2,mlp,0.01,buffer_only,0.9609,0.0031,0.96,0.0019,0.9802,0.0016,0.981,0.0004,0.0011,0.0002,0.003,0.0006,21001.0,0.0
nfbotv2,nf2018v2,mlp,0.01,calibrate,0.0,0.0,0.4464,0.1007,0.4685,0.0,0.6468,0.0559,0.0,0.0,0.0318,0.036,21001.0,0.0
nfbotv2,nf2018v2,mlp,0.01,rethreshold,0.4456,0.1011,0.4464,0.1007,0.7196,0.0525,0.6467,0.056,0.0871,0.0389,0.3113,0.1019,21001.0,0.0
nfbotv2,nf2018v2,mlp,0.05,buffer_only,0.9699,0.0006,0.9674,0.0004,0.9848,0.0003,0.9845,0.0002,0.0004,0.0001,0.0016,0.0006,105000.0,0.0
nfbotv2,nf2018v2,mlp,0.05,calibrate,0.0,0.0,0.4464,0.1007,0.4685,0.0,0.6468,0.0559,0.0,0.0,0.0334,0.0395,105000.0,0.0
nfbotv2,nf2018v2,mlp,0.05,rethreshold,0.4457,0.1012,0.4464,0.1007,0.7197,0.0526,0.6467,0.056,0.087,0.039,0.3113,0.1019,105000.0,0.0
nfbotv2,nf2018v2,mlp,0.1,buffer_only,0.9714,0.0015,0.9679,0.0002,0.9855,0.0008,0.985,0.0005,0.0003,0.0001,0.0016,0.0007,210000.0,0.0
nfbotv2,nf2018v2,mlp,0.1,calibrate,0.0,0.0,0.4464,0.1007,0.4685,0.0,0.6468,0.0559,0.0,0.0,0.0344,0.0406,210000.0,0.0
nfbotv2,nf2018v2,mlp,0.1,rethreshold,0.4463,0.1008,0.4464,0.1007,0.7196,0.0526,0.6467,0.056,0.0886,0.0403,0.3113,0.1019,210000.0,0.0
nfbotv2,nf2018v2,rf,0.0,zero_shot,0.4373,0.1765,0.6884,0.0626,0.6322,0.1508,0.762,0.0243,0.3202,0.1925,0.1898,0.0534,250000.0,0.0
nfbotv2,nf2018v2,rf,0.0001,augment,0.9244,,0.9369,,0.9622,,0.9768,,0.0108,,0.0268,,250217.0,
nfbotv2,nf2018v2,rf,0.0001,buffer_only,0.9437,0.007,0.9422,0.0059,0.9716,0.0035,0.9755,0.0027,0.0027,0.0012,0.0196,0.0039,217.0,0.0
nfbotv2,nf2018v2,rf,0.0001,calibrate,0.0048,0.0094,0.6884,0.0626,0.4716,0.0052,0.762,0.0243,0.0024,0.004,0.1303,0.0102,217.0,0.0
nfbotv2,nf2018v2,rf,0.0001,rethreshold,0.6726,0.055,0.6884,0.0626,0.8346,0.0275,0.762,0.0243,0.0541,0.0093,0.1898,0.0534,217.0,0.0
nfbotv2,nf2018v2,rf,0.001,augment,0.9634,,0.9638,,0.9815,,0.9807,,0.0013,,0.0089,,252102.0,
nfbotv2,nf2018v2,rf,0.001,buffer_only,0.9618,0.0004,0.9631,0.0022,0.9807,0.0002,0.9807,0.001,0.0011,0.0003,0.0073,0.0008,2102.0,0.0
nfbotv2,nf2018v2,rf,0.001,calibrate,0.2002,0.1233,0.6884,0.0626,0.5685,0.0693,0.762,0.0243,0.0163,0.0087,0.0861,0.0112,2102.0,0.0
nfbotv2,nf2018v2,rf,0.001,rethreshold,0.6878,0.062,0.6884,0.0626,0.8423,0.0322,0.762,0.0243,0.0513,0.0152,0.1898,0.0534,2102.0,0.0
nfbotv2,nf2018v2,rf,0.01,augment,0.9726,,0.9688,,0.9862,,0.9834,,0.0005,,0.0056,,271001.0,
nfbotv2,nf2018v2,rf,0.01,buffer_only,0.9728,0.0002,0.9687,0.0001,0.9862,0.0001,0.9834,0.0006,0.0003,0.0001,0.0056,0.0003,21001.0,0.0
nfbotv2,nf2018v2,rf,0.01,calibrate,0.2905,0.0216,0.6884,0.0626,0.6159,0.0214,0.762,0.0243,0.021,0.0099,0.0838,0.0074,21001.0,0.0
nfbotv2,nf2018v2,rf,0.01,rethreshold,0.6884,0.0626,0.6884,0.0626,0.8424,0.0327,0.762,0.0243,0.0524,0.0158,0.1898,0.0534,21001.0,0.0
nfbotv2,nf2018v2,rf,0.05,buffer_only,0.9763,0.0004,0.9688,0.0001,0.988,0.0002,0.9845,0.0006,0.0001,0.0,0.0053,0.0004,105000.0,0.0
nfbotv2,nf2018v2,rf,0.05,calibrate,0.2991,0.0306,0.6884,0.0626,0.6217,0.0208,0.762,0.0243,0.0214,0.009,0.0811,0.0095,105000.0,0.0
nfbotv2,nf2018v2,rf,0.05,rethreshold,0.6883,0.0628,0.6884,0.0626,0.8425,0.0325,0.762,0.0243,0.0516,0.0147,0.1898,0.0534,105000.0,0.0
nfbotv2,nf2018v2,rf,0.1,buffer_only,0.9769,0.0002,0.9694,0.0001,0.9883,0.0001,0.9848,0.0003,0.0001,0.0,0.0052,0.0001,210000.0,0.0
nfbotv2,nf2018v2,rf,0.1,calibrate,0.2955,0.0289,0.6884,0.0626,0.6195,0.019,0.762,0.0243,0.0212,0.0088,0.0811,0.008,210000.0,0.0
nfbotv2,nf2018v2,rf,0.1,rethreshold,0.6884,0.0626,0.6884,0.0626,0.8424,0.0327,0.762,0.0243,0.0524,0.0158,0.1898,0.0534,210000.0,0.0
nfbotv2,nftonv2,lgbm,0.0,zero_shot,0.0842,0.1546,0.1001,0.137,0.4938,0.0731,0.5218,0.0439,0.646,0.3832,0.3748,0.0882,250000.0,0.0
nfbotv2,nftonv2,lgbm,0.0001,augment,0.1841,,0.1829,,0.5469,,0.5494,,0.3066,,0.4382,,250213.0,
nfbotv2,nftonv2,lgbm,0.0001,buffer_only,0.868,0.0269,0.8722,0.0275,0.9337,0.0132,0.9635,0.0135,0.1108,0.0085,0.0451,0.008,213.0,0.0
nfbotv2,nftonv2,lgbm,0.0001,calibrate,0.0,0.0,0.1001,0.1365,0.4206,0.0,0.5269,0.0395,1.0,0.0,0.0055,0.0045,213.0,0.0
nfbotv2,nftonv2,lgbm,0.0001,rethreshold,0.0852,0.1475,0.1001,0.137,0.3347,0.2072,0.5218,0.0439,0.0775,0.1343,0.3748,0.0882,213.0,0.0
nfbotv2,nftonv2,lgbm,0.001,augment,0.4103,,0.4115,,0.7051,,0.633,,0.4191,,0.2365,,252100.0,
nfbotv2,nftonv2,lgbm,0.001,buffer_only,0.9361,0.0035,0.9361,0.0034,0.968,0.0018,0.9923,0.0007,0.0549,0.0091,0.0214,0.0014,2100.0,0.0
nfbotv2,nftonv2,lgbm,0.001,calibrate,0.0,0.0,0.114,0.1226,0.4206,0.0,0.5279,0.0384,1.0,0.0,0.0027,0.0041,2100.0,0.0
nfbotv2,nftonv2,lgbm,0.001,rethreshold,0.0994,0.1373,0.1001,0.137,0.4068,0.1809,0.5218,0.0439,0.4074,0.5173,0.3748,0.0882,2100.0,0.0
nfbotv2,nftonv2,lgbm,0.01,augment,0.9657,,0.9655,,0.9828,,0.997,,0.0344,,0.0047,,271000.0,
nfbotv2,nftonv2,lgbm,0.01,buffer_only,0.9697,0.0004,0.9692,0.0005,0.9848,0.0002,0.9973,0.0002,0.0298,0.0013,0.0054,0.0005,21000.0,0.0
nfbotv2,nftonv2,lgbm,0.01,calibrate,0.0,0.0,0.114,0.1226,0.4206,0.0,0.5279,0.0384,1.0,0.0,0.0017,0.001,21000.0,0.0
nfbotv2,nftonv2,lgbm,0.01,rethreshold,0.0996,0.1371,0.1001,0.137,0.4068,0.1809,0.5218,0.0439,0.4074,0.5174,0.3748,0.0882,21000.0,0.0
nfbotv2,nftonv2,lgbm,0.05,buffer_only,0.9804,0.0006,0.9799,0.0006,0.9902,0.0003,0.9987,0.0001,0.019,0.0003,0.0018,0.0,105000.0,0.0
nfbotv2,nftonv2,lgbm,0.05,calibrate,0.0139,0.0241,0.114,0.1226,0.424,0.0059,0.5279,0.0384,0.9965,0.0061,0.0007,0.0009,105000.0,0.0
nfbotv2,nftonv2,lgbm,0.05,rethreshold,0.0999,0.137,0.1001,0.137,0.4068,0.1809,0.5218,0.0439,0.4074,0.5174,0.3748,0.0882,105000.0,0.0
nfbotv2,nftonv2,lgbm,0.1,buffer_only,0.9822,0.0007,0.9819,0.0007,0.9911,0.0004,0.9988,0.0001,0.0174,0.0007,0.0026,0.0003,210000.0,0.0
nfbotv2,nftonv2,lgbm,0.1,calibrate,0.0139,0.0241,0.114,0.1226,0.424,0.0059,0.5279,0.0384,0.9965,0.0061,0.001,0.0013,210000.0,0.0
nfbotv2,nftonv2,lgbm,0.1,rethreshold,0.0998,0.1372,0.1001,0.137,0.4068,0.1809,0.5218,0.0439,0.4074,0.5174,0.3748,0.0882,210000.0,0.0
nfbotv2,nftonv2,mlp,0.0,zero_shot,-0.1718,0.165,0.1441,0.0339,0.3737,0.1032,0.4699,0.0303,0.5445,0.0212,0.5056,0.0871,250000.0,0.0
nfbotv2,nftonv2,mlp,0.0001,augment,0.5414,,0.6004,,0.7622,,0.8065,,0.2076,,0.062,,250213.0,
nfbotv2,nftonv2,mlp,0.0001,buffer_only,0.6773,0.069,0.7047,0.0461,0.8362,0.0371,0.8585,0.0236,0.2834,0.0918,0.0587,0.0108,213.0,0.0
nfbotv2,nftonv2,mlp,0.0001,calibrate,0.0,0.0,0.222,0.1237,0.4206,0.0,0.5488,0.0427,1.0,0.0,0.0531,0.0465,213.0,0.0
nfbotv2,nftonv2,mlp,0.0001,rethreshold,0.0376,0.0748,0.1441,0.0339,0.3893,0.1082,0.4699,0.0303,0.6678,0.5138,0.5056,0.0871,213.0,0.0
nfbotv2,nftonv2,mlp,0.001,augment,0.8625,,0.8859,,0.9312,,0.9637,,0.0896,,0.0142,,252100.0,
nfbotv2,nftonv2,mlp,0.001,buffer_only,0.9083,0.0055,0.9099,0.0056,0.954,0.0028,0.9707,0.0059,0.0788,0.0102,0.0135,0.0029,2100.0,0.0
nfbotv2,nftonv2,mlp,0.001,calibrate,0.0562,0.0974,0.222,0.1237,0.4653,0.0774,0.5486,0.0428,0.9342,0.1141,0.0624,0.04,2100.0,0.0
nfbotv2,nftonv2,mlp,0.001,rethreshold,0.1423,0.0338,0.1441,0.0339,0.4244,0.0376,0.4699,0.0303,0.6652,0.5382,0.5056,0.0871,2100.0,0.0
nfbotv2,nftonv2,mlp,0.01,augment,0.9286,,0.9287,,0.9643,,0.9893,,0.0613,,0.0084,,271000.0,
nfbotv2,nftonv2,mlp,0.01,buffer_only,0.9324,0.0028,0.934,0.0013,0.966,0.0014,0.9899,0.0004,0.0674,0.0014,0.0044,0.0009,21000.0,0.0
nfbotv2,nftonv2,mlp,0.01,calibrate,0.0555,0.0961,0.222,0.1237,0.4648,0.0766,0.5487,0.0427,0.9349,0.1127,0.0575,0.054,21000.0,0.0
nfbotv2,nftonv2,mlp,0.01,rethreshold,0.1436,0.0345,0.1441,0.0339,0.4248,0.0372,0.4699,0.0303,0.6653,0.5378,0.5056,0.0871,21000.0,0.0
nfbotv2,nftonv2,mlp,0.05,buffer_only,0.9442,0.0021,0.9449,0.0024,0.9721,0.001,0.9944,0.0006,0.0464,0.006,0.0038,0.0006,105000.0,0.0
nfbotv2,nftonv2,mlp,0.05,calibrate,0.0567,0.0982,0.222,0.1237,0.4656,0.0779,0.5487,0.0427,0.9337,0.1148,0.0573,0.054,105000.0,0.0
nfbotv2,nftonv2,mlp,0.05,rethreshold,0.144,0.0339,0.1441,0.0339,0.4247,0.0372,0.4699,0.0303,0.6653,0.5379,0.5056,0.0871,105000.0,0.0
nfbotv2,nftonv2,mlp,0.1,buffer_only,0.9531,0.0019,0.9528,0.0017,0.9765,0.001,0.9958,0.0003,0.0428,0.0015,0.0033,0.0006,210000.0,0.0
nfbotv2,nftonv2,mlp,0.1,calibrate,0.0573,0.0993,0.222,0.1237,0.466,0.0786,0.5487,0.0427,0.9331,0.1158,0.0585,0.0544,210000.0,0.0
nfbotv2,nftonv2,mlp,0.1,rethreshold,0.1438,0.0342,0.1441,0.0339,0.4245,0.037,0.4699,0.0303,0.6656,0.538,0.5056,0.0871,210000.0,0.0
nfbotv2,nftonv2,rf,0.0,zero_shot,-0.0874,0.0065,0.0591,0.0473,0.4532,0.0035,0.4053,0.003,0.8554,0.0076,0.3844,0.0155,250000.0,0.0
nfbotv2,nftonv2,rf,0.0001,augment,0.8347,,0.8633,,0.9171,,0.977,,0.1421,,0.0285,,250213.0,
nfbotv2,nftonv2,rf,0.0001,buffer_only,0.877,0.0211,0.8871,0.0152,0.9381,0.0105,0.9719,0.0041,0.1101,0.0236,0.0252,0.001,213.0,0.0
nfbotv2,nftonv2,rf,0.0001,calibrate,0.0,0.0,0.6594,0.0339,0.4206,0.0,0.754,0.0234,1.0,0.0,0.2136,0.0444,213.0,0.0
nfbotv2,nftonv2,rf,0.0001,rethreshold,0.0397,0.0585,0.0591,0.0473,0.3642,0.1292,0.4053,0.003,0.6536,0.5661,0.3844,0.0155,213.0,0.0
nfbotv2,nftonv2,rf,0.001,augment,0.9308,,0.9316,,0.9651,,0.9921,,0.0763,,0.0088,,252100.0,
nfbotv2,nftonv2,rf,0.001,buffer_only,0.9367,0.001,0.9374,0.0017,0.9683,0.0005,0.993,0.0005,0.0517,0.0099,0.0061,0.0012,2100.0,0.0
nfbotv2,nftonv2,rf,0.001,calibrate,0.0,0.0,0.6594,0.0339,0.4206,0.0,0.754,0.0234,1.0,0.0,0.2492,0.013,2100.0,0.0
nfbotv2,nftonv2,rf,0.001,rethreshold,0.0591,0.0473,0.0591,0.0473,0.4429,0.008,0.4053,0.003,0.9754,0.0089,0.3844,0.0155,2100.0,0.0
nfbotv2,nftonv2,rf,0.01,augment,0.9666,,0.9672,,0.9832,,0.9969,,0.0362,,0.0045,,271000.0,
nfbotv2,nftonv2,rf,0.01,buffer_only,0.9672,0.0002,0.9672,0.0004,0.9836,0.0001,0.997,0.0003,0.032,0.0023,0.0044,0.0005,21000.0,0.0
nfbotv2,nftonv2,rf,0.01,calibrate,0.0,0.0,0.6594,0.0339,0.4206,0.0,0.754,0.0234,1.0,0.0,0.2403,0.0206,21000.0,0.0
nfbotv2,nftonv2,rf,0.01,rethreshold,0.0591,0.0473,0.0591,0.0473,0.4428,0.0078,0.4053,0.003,0.9756,0.0085,0.3844,0.0155,21000.0,0.0
nfbotv2,nftonv2,rf,0.05,buffer_only,0.9796,0.0002,0.9792,0.0,0.9898,0.0001,0.998,0.0002,0.0208,0.0003,0.0035,0.0003,105000.0,0.0
nfbotv2,nftonv2,rf,0.05,calibrate,0.0,0.0,0.6594,0.0339,0.4206,0.0,0.754,0.0234,1.0,0.0,0.2445,0.0156,105000.0,0.0
nfbotv2,nftonv2,rf,0.05,rethreshold,0.0591,0.0473,0.0591,0.0473,0.4428,0.0078,0.4053,0.003,0.9756,0.0085,0.3844,0.0155,105000.0,0.0
nfbotv2,nftonv2,rf,0.1,buffer_only,0.9824,0.0002,0.9823,0.0003,0.9912,0.0001,0.9982,0.0002,0.018,0.0003,0.0031,0.0002,210000.0,0.0
nfbotv2,nftonv2,rf,0.1,calibrate,0.0,0.0,0.6594,0.0339,0.4206,0.0,0.754,0.0234,1.0,0.0,0.2437,0.016,210000.0,0.0
nfbotv2,nftonv2,rf,0.1,rethreshold,0.0591,0.0473,0.0591,0.0473,0.4428,0.0078,0.4053,0.003,0.9756,0.0085,0.3844,0.0155,210000.0,0.0
nfbotv2,nfunswv2,lgbm,0.0,zero_shot,-0.1411,0.1019,0.0,0.0,0.1155,0.0684,0.4954,0.0041,0.9007,0.0826,0.8765,0.0745,250000.0,0.0
nfbotv2,nfunswv2,lgbm,0.0001,augment,0.0526,,0.0538,,0.4191,,0.5058,,0.3933,,0.3962,,250144.0,
nfbotv2,nfunswv2,lgbm,0.0001,buffer_only,0.7578,0.0291,0.7949,0.0561,0.8787,0.0142,0.8652,0.007,0.0099,0.0007,0.0159,0.0026,144.0,0.0
nfbotv2,nfunswv2,lgbm,0.0001,calibrate,0.0,0.0,0.1415,0.1023,0.4904,0.0,0.5181,0.0139,0.0,0.0,0.0333,0.0048,144.0,0.0
nfbotv2,nfunswv2,lgbm,0.0001,rethreshold,0.0,0.0,0.0,0.0,0.4904,0.0,0.4954,0.0041,0.0,0.0,0.8765,0.0745,144.0,0.0
nfbotv2,nfunswv2,lgbm,0.001,augment,0.8515,,0.874,,0.9253,,0.9441,,0.0078,,0.0098,,251392.0,
nfbotv2,nfunswv2,lgbm,0.001,buffer_only,0.8825,0.0043,0.8956,0.0089,0.9405,0.0026,0.9449,0.0121,0.0066,0.0022,0.0081,0.0007,1392.0,0.0
nfbotv2,nfunswv2,lgbm,0.001,calibrate,0.0,0.0,0.1415,0.1023,0.4904,0.0,0.5181,0.0139,0.0,0.0,0.0043,0.001,1392.0,0.0
nfbotv2,nfunswv2,lgbm,0.001,rethreshold,0.0,0.0,0.0,0.0,0.4904,0.0,0.4954,0.0041,0.0,0.0,0.8765,0.0745,1392.0,0.0
nfbotv2,nfunswv2,lgbm,0.01,augment,0.9327,,0.9371,,0.9662,,0.9818,,0.0033,,0.0035,,263907.0,
nfbotv2,nfunswv2,lgbm,0.01,buffer_only,0.9383,0.0021,0.9388,0.0026,0.969,0.0011,0.9853,0.0001,0.0034,0.0005,0.004,0.0002,13907.0,0.0
nfbotv2,nfunswv2,lgbm,0.01,calibrate,0.0749,0.1297,0.1415,0.1023,0.5203,0.0518,0.5181,0.0139,0.0013,0.0023,0.0003,0.0003,13907.0,0.0
nfbotv2,nfunswv2,lgbm,0.01,rethreshold,0.0,0.0,0.0,0.0,0.4904,0.0,0.4954,0.0041,0.0,0.0,0.8765,0.0745,13907.0,0.0
nfbotv2,nfunswv2,lgbm,0.05,buffer_only,0.9453,0.0015,0.943,0.0013,0.9726,0.0007,0.988,0.001,0.0028,0.0002,0.0028,0.0001,69537.0,0.0
nfbotv2,nfunswv2,lgbm,0.05,calibrate,0.0749,0.1297,0.1415,0.1023,0.5203,0.0518,0.5181,0.0139,0.0013,0.0023,0.0004,0.0004,69537.0,0.0
nfbotv2,nfunswv2,lgbm,0.05,rethreshold,0.0,0.0,0.0,0.0,0.4904,0.0,0.4954,0.0041,0.0,0.0,0.8765,0.0745,69537.0,0.0
nfbotv2,nfunswv2,lgbm,0.1,buffer_only,0.9485,0.0004,0.9452,0.0014,0.9742,0.0002,0.9915,0.0004,0.0026,0.0002,0.0019,0.0001,139072.0,0.0
nfbotv2,nfunswv2,lgbm,0.1,calibrate,0.0,0.0,0.1415,0.1023,0.4904,0.0,0.5181,0.0139,0.0,0.0,0.0004,0.0004,139072.0,0.0
