seed,source,target,model,budget,strategy,n_train,n_threshold,n_labels,mcc,macro_f1,fp_rate,auprc_macro,thr,tpr_dep,fpr_dep,tpr_oracle_fpr01,tpr_oracle_fpr001,fit_s
42,nfunswv2,nf2018v2,mlp,0.001,calibrate_split,1472,630,2102,0.0,0.46854,0.0,0.56376,0.13329,0.0,0.0,0.0,0.0,
42,nfunswv2,nf2018v2,mlp,0.001,calibrate_rethreshold,1472,630,2102,0.27521,0.59741,0.25616,0.56376,0.13329,0.0,0.0,0.0,0.0,
42,nfunswv2,nf2018v2,mlp,0.001,rethreshold_split,1472,630,2102,0.27519,0.5974,0.25616,0.56376,1.0,0.0,0.0,0.0,0.0,
42,nfunswv2,nf2018v2,mlp,0.01,calibrate_split,14701,6300,21001,0.0,0.46854,0.0,0.56377,0.1329,0.0,0.0,0.0,0.0,
42,nfunswv2,nf2018v2,mlp,0.01,calibrate_rethreshold,14701,6300,21001,0.28053,0.59899,0.25753,0.56377,0.1329,0.0,0.0,0.0,0.0,
42,nfunswv2,nf2018v2,mlp,0.01,rethreshold_split,14701,6300,21001,0.28053,0.59899,0.25753,0.56376,1.0,0.0,0.0,0.0,0.0,
42,nfunswv2,nftonv2,mlp,0.0001,calibrate_split,150,63,213,0.0,0.42062,1.0,0.49524,0.72906,0.0226,0.02525,0.00054,0.0,
42,nfunswv2,nftonv2,mlp,0.0001,calibrate_rethreshold,150,63,213,0.11225,0.53888,0.79804,0.51925,0.27094,0.06175,0.07989,0.00087,4e-05,
42,nfunswv2,nftonv2,mlp,0.0001,rethreshold_split,150,63,213,0.11225,0.53888,0.79804,0.51926,0.0,0.06175,0.07989,0.00087,4e-05,
42,nfunswv2,nftonv2,mlp,0.001,calibrate_split,1470,630,2100,0.0,0.42062,1.0,0.51926,0.75636,4e-05,0.00111,0.00087,4e-05,
42,nfunswv2,nftonv2,mlp,0.001,calibrate_rethreshold,1470,630,2100,0.1944,0.51446,0.20401,0.51926,0.72436,4e-05,0.00111,0.00087,4e-05,
42,nfunswv2,nftonv2,mlp,0.001,rethreshold_split,1470,630,2100,0.1944,0.51446,0.20401,0.51926,0.00212,4e-05,0.00111,0.00087,4e-05,
42,nfunswv2,nftonv2,mlp,0.01,calibrate_split,14700,6300,21000,0.0,0.42062,1.0,0.49524,0.72855,0.0003,0.00878,0.00054,0.0,
42,nfunswv2,nftonv2,mlp,0.01,calibrate_rethreshold,14700,6300,21000,0.19421,0.51509,0.20567,0.51925,0.27155,0.00086,0.00854,0.00087,4e-05,
42,nfunswv2,nftonv2,mlp,0.01,rethreshold_split,14700,6300,21000,0.19421,0.51509,0.20567,0.51926,0.00205,0.00086,0.00854,0.00087,4e-05,
42,nfunswv2,nfbotv2,mlp,0.0001,calibrate_split,148,63,211,0.0,0.49895,1.0,0.53497,,,,0.0,0.0,
42,nfunswv2,nfbotv2,mlp,0.001,calibrate_split,1470,631,2101,0.0,0.49895,1.0,0.49787,0.99592,0.00053,0.06317,0.0,0.0,
42,nfunswv2,nfbotv2,mlp,0.001,calibrate_rethreshold,1470,631,2101,0.08628,0.54216,0.92729,0.53515,0.00408,0.65254,0.46246,0.0,0.0,
42,nfunswv2,nfbotv2,mlp,0.001,rethreshold_split,1470,631,2101,0.08628,0.54216,0.92729,0.53472,0.09102,0.65254,0.46246,0.0,0.0,
42,nfunswv2,nfbotv2,mlp,0.01,calibrate_split,14700,6300,21000,0.0,0.49895,1.0,0.53497,0.99605,0.0,0.0,0.0,0.0,
42,nfunswv2,nfbotv2,mlp,0.01,calibrate_rethreshold,14700,6300,21000,0.22412,0.55468,0.94041,0.53497,0.97266,0.0,0.0,0.0,0.0,
42,nfunswv2,nfbotv2,mlp,0.01,rethreshold_split,14700,6300,21000,0.46741,0.71277,0.69726,0.49851,0.0,1e-05,0.04887,0.0,0.0,
42,nftonv2,nf2018v2,rf,0.0001,calibrate_split,151,66,217,0.0,0.46854,0.0,0.5454,0.27905,0.0,0.0,0.00084,0.0,
42,nftonv2,nf2018v2,rf,0.0001,calibrate_rethreshold,151,66,217,0.19306,0.37953,0.67539,0.5454,0.13528,0.0,0.0,0.00084,0.0,
42,nftonv2,nf2018v2,rf,0.0001,rethreshold_split,151,66,217,0.19306,0.37953,0.67539,0.5454,0.19333,0.0,0.0,0.00084,0.0,
42,nftonv2,nf2018v2,rf,0.001,calibrate_split,1472,630,2102,0.0,0.46854,0.0,0.5454,0.27568,0.00042,0.00583,0.00084,0.0,
42,nftonv2,nf2018v2,rf,0.001,calibrate_rethreshold,1472,630,2102,0.19627,0.37335,0.68657,0.5454,0.10054,0.00042,0.00583,0.00084,0.0,
42,nftonv2,nf2018v2,rf,0.001,rethreshold_split,1472,630,2102,0.19627,0.37335,0.68657,0.5454,0.18667,0.00042,0.00583,0.00084,0.0,
42,nftonv2,nf2018v2,rf,0.01,calibrate_split,14701,6300,21001,0.0,0.46854,0.0,0.5454,0.30005,0.00042,0.00583,0.00084,0.0,
42,nftonv2,nf2018v2,rf,0.01,calibrate_rethreshold,14701,6300,21001,0.18719,0.59099,0.06689,0.5454,0.19808,0.00042,0.00583,0.00084,0.0,
42,nftonv2,nf2018v2,rf,0.01,rethreshold_split,14701,6300,21001,0.18719,0.59099,0.06689,0.5454,0.67667,0.00042,0.00583,0.00084,0.0,
42,nftonv2,nfunswv2,rf,0.0001,calibrate_split,101,43,144,0.0,0.49037,0.0,0.49871,0.0736,0.1159,0.07197,0.02911,0.01998,
42,nftonv2,nfunswv2,rf,0.0001,calibrate_rethreshold,101,43,144,0.24173,0.57158,0.00166,0.53783,0.93488,0.09156,0.00166,0.10717,0.02302,
42,nftonv2,nfunswv2,rf,0.0001,rethreshold_split,101,43,144,0.24173,0.57158,0.00166,0.53783,0.96,0.09156,0.00166,0.10717,0.02302,
42,nftonv2,nfunswv2,rf,0.001,calibrate_split,975,417,1392,0.0,0.49037,0.0,0.53783,0.04571,0.10717,0.00865,0.10717,0.02302,
42,nftonv2,nfunswv2,rf,0.001,calibrate_rethreshold,975,417,1392,-0.05259,0.25518,0.7039,0.49871,0.95884,0.01006,0.00046,0.02911,0.01998,
42,nftonv2,nfunswv2,rf,0.001,rethreshold_split,975,417,1392,-0.05259,0.25518,0.7039,0.49871,0.21,0.01006,0.00046,0.02911,0.01998,
42,nftonv2,nfunswv2,rf,0.01,calibrate_split,9734,4173,13907,0.0,0.49037,0.0,0.53783,0.04156,0.10333,0.00199,0.10717,0.02302,
42,nftonv2,nfunswv2,rf,0.01,calibrate_rethreshold,9734,4173,13907,0.24334,0.57287,0.00171,0.53783,0.04208,0.10333,0.00199,0.10717,0.02302,
42,nftonv2,nfunswv2,rf,0.01,rethreshold_split,9734,4173,13907,0.24334,0.57287,0.00171,0.53783,0.95667,0.10333,0.00199,0.10717,0.02302,
42,nftonv2,nfbotv2,rf,0.0001,calibrate_split,148,63,211,0.0,0.49895,1.0,0.51296,,,,0.00208,0.00204,
42,nftonv2,nfbotv2,rf,0.001,calibrate_split,1470,631,2101,0.0,0.49895,1.0,0.51296,0.99602,0.08274,0.05602,0.00208,0.00204,
42,nftonv2,nfbotv2,rf,0.001,calibrate_rethreshold,1470,631,2101,0.03447,0.50098,0.84505,0.51296,0.99589,0.08274,0.05602,0.00208,0.00204,
42,nftonv2,nfbotv2,rf,0.001,rethreshold_split,1470,631,2101,0.03447,0.50098,0.84505,0.51296,0.18667,0.08274,0.05602,0.00208,0.00204,
42,nftonv2,nfbotv2,rf,0.01,calibrate_split,14700,6300,21000,0.0,0.49895,1.0,0.51296,0.99788,0.00203,0.0,0.00208,0.00204,
42,nftonv2,nfbotv2,rf,0.01,calibrate_rethreshold,14700,6300,21000,0.02071,0.5103,0.97259,0.5002,0.00268,0.04328,0.05483,0.0,0.0,
42,nftonv2,nfbotv2,rf,0.01,rethreshold_split,14700,6300,21000,0.02071,0.5103,0.97259,0.5002,0.36,0.04328,0.05483,0.0,0.0,
42,nftonv2,nf2018v2,lgbm,0.0001,calibrate_split,151,66,217,0.0,0.46854,0.0,0.51806,0.18959,0.03999,0.0006,0.09304,0.04662,
42,nftonv2,nf2018v2,lgbm,0.0001,calibrate_rethreshold,151,66,217,0.35126,0.6727,0.05244,0.56867,0.86587,0.36222,0.05244,0.00291,8e-05,
42,nftonv2,nf2018v2,lgbm,0.0001,rethreshold_split,151,66,217,0.35126,0.6727,0.05244,0.56867,0.99962,0.36222,0.05244,0.00291,8e-05,
42,nftonv2,nf2018v2,lgbm,0.001,calibrate_split,1472,630,2102,0.0,0.46854,0.0,0.51806,0.14223,0.08087,0.00881,0.09304,0.04662,
42,nftonv2,nf2018v2,lgbm,0.001,calibrate_rethreshold,1472,630,2102,0.41078,0.70536,0.0673,0.56867,0.88761,4e-05,0.00075,0.00291,8e-05,
42,nftonv2,nf2018v2,lgbm,0.001,rethreshold_split,1472,630,2102,0.41078,0.70536,0.0673,0.56867,0.99947,4e-05,0.00075,0.00291,8e-05,
42,nftonv2,nf2018v2,lgbm,0.01,calibrate_split,14701,6300,21001,0.0,0.46854,0.0,0.51806,0.1443,0.08404,0.00909,0.09304,0.04662,
42,nftonv2,nf2018v2,lgbm,0.01,calibrate_rethreshold,14701,6300,21001,0.41067,0.70531,0.06744,0.56867,0.88941,0.0022,0.00708,0.00291,8e-05,
42,nftonv2,nf2018v2,lgbm,0.01,rethreshold_split,14701,6300,21001,0.41067,0.70531,0.06744,0.56867,0.99947,0.0022,0.00708,0.00291,8e-05,
42,nftonv2,nfunswv2,lgbm,0.0001,calibrate_split,101,43,144,0.0,0.49037,0.0,0.48459,0.07016,0.0606,0.06047,0.00688,0.00106,
42,nftonv2,nfunswv2,lgbm,0.0001,calibrate_rethreshold,101,43,144,0.11992,0.51451,0.00059,0.54813,0.9313,0.02501,0.00059,0.13945,0.02924,
42,nftonv2,nfunswv2,lgbm,0.0001,rethreshold_split,101,43,144,0.11992,0.51451,0.00059,0.54813,0.99997,0.02501,0.00059,0.13945,0.02924,
42,nftonv2,nfunswv2,lgbm,0.001,calibrate_split,975,417,1392,0.0,0.49037,0.0,0.54813,0.05739,0.09645,0.0051,0.13945,0.02924,
42,nftonv2,nfunswv2,lgbm,0.001,calibrate_rethreshold,975,417,1392,0.14225,0.52983,0.16325,0.54813,0.05564,0.09645,0.0051,0.13945,0.02924,
42,nftonv2,nfunswv2,lgbm,0.001,rethreshold_split,975,417,1392,0.14225,0.52983,0.16325,0.54813,0.96813,0.09645,0.0051,0.13945,0.02924,
42,nftonv2,nfunswv2,lgbm,0.01,calibrate_split,9734,4173,13907,0.0,0.49037,0.0,0.54813,0.06023,0.13906,0.00898,0.13945,0.02924,
42,nftonv2,nfunswv2,lgbm,0.01,calibrate_rethreshold,9734,4173,13907,0.21581,0.5871,0.00676,0.54813,0.06024,0.13906,0.00898,0.13945,0.02924,
42,nftonv2,nfunswv2,lgbm,0.01,rethreshold_split,9734,4173,13907,0.21581,0.5871,0.00676,0.54813,0.9996,0.13906,0.00898,0.13945,0.02924,
42,nftonv2,nfbotv2,lgbm,0.0001,calibrate_split,148,63,211,0.0,0.49895,1.0,0.56025,,,,0.00222,1e-05,
42,nftonv2,nfbotv2,lgbm,0.001,calibrate_split,1470,631,2101,0.0,0.49895,1.0,0.56025,0.9958,0.41514,0.25387,0.00222,1e-05,
42,nftonv2,nfbotv2,lgbm,0.001,calibrate_rethreshold,1470,631,2101,0.21444,0.59771,0.85936,0.56025,0.99577,0.41514,0.25387,0.00222,1e-05,
42,nftonv2,nfbotv2,lgbm,0.001,rethreshold_split,1470,631,2101,0.21444,0.59771,0.85936,0.56025,0.00029,0.41514,0.25387,0.00222,1e-05,
42,nftonv2,nfbotv2,lgbm,0.01,calibrate_split,14700,6300,21000,0.0,0.49895,1.0,0.56025,0.99702,0.00197,0.00834,0.00222,1e-05,
42,nftonv2,nfbotv2,lgbm,0.01,calibrate_rethreshold,14700,6300,21000,0.27636,0.59459,0.88915,0.56025,0.99561,0.00197,0.00834,0.00222,1e-05,
42,nftonv2,nfbotv2,lgbm,0.01,rethreshold_split,14700,6300,21000,0.27636,0.59459,0.88915,0.56025,0.00018,0.00197,0.00834,0.00222,1e-05,
42,nftonv2,nf2018v2,mlp,0.0001,calibrate_split,151,66,217,0.0,0.46854,0.0,0.55547,0.14968,0.14169,0.0023,0.22108,0.00562,
42,nftonv2,nf2018v2,mlp,0.0001,calibrate_rethreshold,151,66,217,0.33151,0.59445,0.0023,0.55547,0.14968,0.14169,0.0023,0.22108,0.00562,
42,nftonv2,nf2018v2,mlp,0.0001,rethreshold_split,151,66,217,0.33151,0.59445,0.0023,0.54834,0.99903,0.14169,0.0023,0.22108,0.00562,
42,nftonv2,nf2018v2,mlp,0.001,calibrate_split,1472,630,2102,0.0,0.46854,0.0,0.53069,0.12679,0.0,0.0,0.0,0.0,
42,nftonv2,nf2018v2,mlp,0.001,calibrate_rethreshold,1472,630,2102,0.3833,0.6277,0.00279,0.55542,0.89438,0.19312,0.00307,0.22108,0.00562,
42,nftonv2,nf2018v2,mlp,0.001,rethreshold_split,1472,630,2102,0.3833,0.6277,0.00279,0.54834,0.99822,0.19312,0.00307,0.22108,0.00562,
42,nftonv2,nf2018v2,mlp,0.01,calibrate_split,14701,6300,21001,0.0,0.46854,0.0,0.53067,0.12472,0.0,0.0,0.0,0.0,
42,nftonv2,nf2018v2,mlp,0.01,calibrate_rethreshold,14701,6300,21001,0.39622,0.64033,0.00398,0.55544,0.89453,0.22036,0.00929,0.22108,0.00562,
42,nftonv2,nf2018v2,mlp,0.01,rethreshold_split,14701,6300,21001,0.39622,0.64033,0.00398,0.54834,0.99738,0.22036,0.00929,0.22108,0.00562,
42,nftonv2,nfunswv2,mlp,0.0001,calibrate_split,101,43,144,0.0,0.49037,0.0,0.50054,0.07388,0.0,0.0,0.0,0.0,
42,nftonv2,nfunswv2,mlp,0.0001,calibrate_rethreshold,101,43,144,0.0172,0.41324,0.38645,0.50194,0.93552,0.0,0.0,0.0,0.0,
42,nftonv2,nfunswv2,mlp,0.0001,rethreshold_split,101,43,144,0.0172,0.41324,0.38645,0.50199,0.99203,0.0,0.0,0.0,0.0,
42,nftonv2,nfunswv2,mlp,0.001,calibrate_split,975,417,1392,0.0,0.49037,0.0,0.50197,0.04571,0.0,0.0,0.0,0.0,
42,nftonv2,nfunswv2,mlp,0.001,calibrate_rethreshold,975,417,1392,0.06308,0.29251,0.66652,0.50054,0.9543,0.0,0.0,0.0,0.0,
42,nftonv2,nfunswv2,mlp,0.001,rethreshold_split,975,417,1392,0.06308,0.29251,0.66652,0.50041,0.00046,0.0,0.0,0.0,0.0,
42,nftonv2,nfunswv2,mlp,0.01,calibrate_split,9734,4173,13907,0.0,0.49037,0.0,0.50197,0.04791,0.0,0.0,0.0,0.0,
42,nftonv2,nfunswv2,mlp,0.01,calibrate_rethreshold,9734,4173,13907,0.08772,0.2731,0.70511,0.5005,0.95209,0.0,0.0,0.0,0.0,
42,nftonv2,nfunswv2,mlp,0.01,rethreshold_split,9734,4173,13907,0.08772,0.2731,0.70511,0.50041,2e-05,0.0,0.0,0.0,0.0,
42,nftonv2,nfbotv2,mlp,0.0001,calibrate_split,148,63,211,0.0,0.49895,1.0,0.50501,,,,0.0,0.0,
42,nftonv2,nfbotv2,mlp,0.001,calibrate_split,1470,631,2101,0.0,0.49895,1.0,0.65293,0.99721,0.61355,0.18474,0.0,0.0,
42,nftonv2,nfbotv2,mlp,0.001,calibrate_rethreshold,1470,631,2101,0.05687,0.38878,0.18474,0.65293,0.99721,0.61355,0.18474,0.0,0.0,
42,nftonv2,nfbotv2,mlp,0.001,rethreshold_split,1470,631,2101,0.05687,0.38878,0.18474,0.65292,0.99758,0.61355,0.18474,1e-05,0.0,
42,nftonv2,nfbotv2,mlp,0.01,calibrate_split,14700,6300,21000,0.0,0.49895,1.0,0.65293,0.99817,0.0,0.0,0.0,0.0,
42,nftonv2,nfbotv2,mlp,0.01,calibrate_rethreshold,14700,6300,21000,0.46647,0.69266,0.75209,0.65293,0.92941,0.0,0.0,0.0,0.0,
42,nftonv2,nfbotv2,mlp,0.01,rethreshold_split,14700,6300,21000,0.46647,0.69266,0.75209,0.65292,0.0,0.0,0.0,1e-05,0.0,
42,nfbotv2,nf2018v2,rf,0.0001,calibrate_split,151,66,217,-0.02426,0.4677,0.00653,0.78865,0.37549,0.03531,0.01585,0.01837,0.0,
42,nfbotv2,nf2018v2,rf,0.0001,calibrate_rethreshold,151,66,217,0.73615,0.86633,0.04599,0.78865,0.23453,0.03531,0.01585,0.01837,0.0,
42,nfbotv2,nf2018v2,rf,0.0001,rethreshold_split,151,66,217,0.73615,0.86633,0.04599,0.78865,0.56667,0.03531,0.01585,0.01837,0.0,
42,nfbotv2,nf2018v2,rf,0.001,calibrate_split,1472,630,2102,0.27269,0.60983,0.02191,0.78865,0.88032,4e-05,0.0057,0.01837,0.0,
42,nfbotv2,nf2018v2,rf,0.001,calibrate_rethreshold,1472,630,2102,0.73535,0.86766,0.03228,0.78865,0.35911,4e-05,0.0057,0.01837,0.0,
42,nfbotv2,nf2018v2,rf,0.001,rethreshold_split,1472,630,2102,0.73535,0.86766,0.03228,0.78865,0.61667,4e-05,0.0057,0.01837,0.0,
42,nfbotv2,nf2018v2,rf,0.01,calibrate_split,14701,6300,21001,0.27086,0.61724,0.02959,0.78865,0.9018,0.01824,0.00738,0.01837,0.0,
42,nfbotv2,nf2018v2,rf,0.01,calibrate_rethreshold,14701,6300,21001,0.75938,0.87923,0.03551,0.78865,0.38056,0.01824,0.00738,0.01837,0.0,
42,nfbotv2,nf2018v2,rf,0.01,rethreshold_split,14701,6300,21001,0.75938,0.87923,0.03551,0.78865,0.59667,0.01824,0.00738,0.01837,0.0,
42,nfbotv2,nfunswv2,rf,0.0001,calibrate_split,101,43,144,0.0,0.49037,0.0,0.48794,0.06963,0.02435,0.09871,0.01389,0.0004,
42,nfbotv2,nfunswv2,rf,0.0001,calibrate_rethreshold,101,43,144,0.08931,0.37631,0.51184,0.5302,0.93061,0.02646,0.00496,0.02646,0.02487,
42,nfbotv2,nfunswv2,rf,0.0001,rethreshold_split,101,43,144,0.08931,0.37631,0.51184,0.5302,0.41333,0.02646,0.00496,0.02646,0.02487,
42,nfbotv2,nfunswv2,rf,0.001,calibrate_split,975,417,1392,0.0,0.49037,0.0,0.5302,0.06685,0.02646,0.00496,0.02646,0.02487,
42,nfbotv2,nfunswv2,rf,0.001,calibrate_rethreshold,975,417,1392,0.04662,0.50308,0.00194,0.48794,0.97168,0.01389,0.00194,0.01389,0.0004,
42,nfbotv2,nfunswv2,rf,0.001,rethreshold_split,975,417,1392,0.04662,0.50308,0.00194,0.48794,0.75667,0.01389,0.00194,0.01389,0.0004,
42,nfbotv2,nfunswv2,rf,0.01,calibrate_split,9734,4173,13907,0.0,0.49037,0.0,0.5302,0.09751,0.02329,8e-05,0.02646,0.02487,
42,nfbotv2,nfunswv2,rf,0.01,calibrate_rethreshold,9734,4173,13907,0.14328,0.51328,8e-05,0.5302,0.09751,0.02329,8e-05,0.02646,0.02487,
42,nfbotv2,nfunswv2,rf,0.01,rethreshold_split,9734,4173,13907,0.14328,0.51328,8e-05,0.5302,0.84667,0.02329,8e-05,0.02646,0.02487,
42,nfbotv2,nftonv2,rf,0.0001,calibrate_split,150,63,213,0.0,0.42062,1.0,0.74947,0.8598,0.11928,0.06531,0.01365,0.0,
42,nfbotv2,nftonv2,rf,0.0001,calibrate_rethreshold,150,63,213,0.6019,0.79747,0.36893,0.74947,0.65573,0.11928,0.06531,0.01365,0.0,
42,nfbotv2,nftonv2,rf,0.0001,rethreshold_split,150,63,213,0.6019,0.79747,0.36893,0.74947,0.1,0.11928,0.06531,0.01365,0.0,
42,nfbotv2,nftonv2,rf,0.001,calibrate_split,1470,630,2100,0.0,0.42062,1.0,0.74947,0.91672,0.01335,0.00213,0.01365,0.0,
42,nfbotv2,nftonv2,rf,0.001,calibrate_rethreshold,1470,630,2100,0.62755,0.80639,0.38674,0.74947,0.631,0.01335,0.00213,0.01365,0.0,
42,nfbotv2,nftonv2,rf,0.001,rethreshold_split,1470,630,2100,0.62755,0.80639,0.38674,0.74947,0.08667,0.01335,0.00213,0.01365,0.0,
42,nfbotv2,nftonv2,rf,0.01,calibrate_split,14700,6300,21000,0.0,0.42062,1.0,0.74947,0.92707,0.01379,0.01201,0.01365,0.0,
42,nfbotv2,nftonv2,rf,0.01,calibrate_rethreshold,14700,6300,21000,0.62755,0.80639,0.38674,0.74947,0.62208,0.01379,0.01201,0.01365,0.0,
42,nfbotv2,nftonv2,rf,0.01,rethreshold_split,14700,6300,21000,0.62755,0.80639,0.38674,0.74947,0.08667,0.01379,0.01201,0.01365,0.0,
42,nfbotv2,nf2018v2,lgbm,0.0001,calibrate_split,151,66,217,0.0,0.46854,0.0,0.5739,0.24362,0.0,0.0,0.0,0.0,
42,nfbotv2,nf2018v2,lgbm,0.0001,calibrate_rethreshold,151,66,217,0.31442,0.51475,0.4811,0.5739,0.24362,0.0,0.0,0.0,0.0,
42,nfbotv2,nf2018v2,lgbm,0.0001,rethreshold_split,151,66,217,0.31442,0.51475,0.4811,0.5739,1.0,0.0,0.0,0.0,0.0,
42,nfbotv2,nf2018v2,lgbm,0.001,calibrate_split,1472,630,2102,0.0,0.46854,0.0,0.5739,0.22225,0.0,0.0,0.0,0.0,
42,nfbotv2,nf2018v2,lgbm,0.001,calibrate_rethreshold,1472,630,2102,0.31442,0.51475,0.4811,0.5739,0.22225,0.0,0.0,0.0,0.0,
42,nfbotv2,nf2018v2,lgbm,0.001,rethreshold_split,1472,630,2102,0.31442,0.51475,0.4811,0.5739,1.0,0.0,0.0,0.0,0.0,
42,nfbotv2,nf2018v2,lgbm,0.01,calibrate_split,14701,6300,21001,0.0,0.46854,0.0,0.5739,0.21413,0.0,0.0,0.0,0.0,
42,nfbotv2,nf2018v2,lgbm,0.01,calibrate_rethreshold,14701,6300,21001,0.31442,0.51475,0.4811,0.5739,0.21413,0.0,0.0,0.0,0.0,
42,nfbotv2,nf2018v2,lgbm,0.01,rethreshold_split,14701,6300,21001,0.31442,0.51475,0.4811,0.5739,1.0,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,lgbm,0.0001,calibrate_split,101,43,144,0.0,0.49037,0.0,0.52394,0.13106,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,lgbm,0.0001,calibrate_rethreshold,101,43,144,0.17115,0.54515,0.15019,0.52394,0.13106,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,lgbm,0.0001,rethreshold_split,101,43,144,0.17115,0.54515,0.15019,0.52394,1.0,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,lgbm,0.001,calibrate_split,975,417,1392,0.0,0.49037,0.0,0.52394,0.12647,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,lgbm,0.001,calibrate_rethreshold,975,417,1392,0.17115,0.54515,0.15019,0.52394,0.12647,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,lgbm,0.001,rethreshold_split,975,417,1392,0.17115,0.54515,0.15019,0.52394,1.0,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,lgbm,0.01,calibrate_split,9734,4173,13907,0.0,0.49037,0.0,0.52394,0.11244,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,lgbm,0.01,calibrate_rethreshold,9734,4173,13907,0.17115,0.54515,0.15019,0.52394,0.11244,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,lgbm,0.01,rethreshold_split,9734,4173,13907,0.17115,0.54515,0.15019,0.52394,1.0,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,lgbm,0.0001,calibrate_split,150,63,213,0.0,0.42062,1.0,0.50969,0.75611,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,lgbm,0.0001,calibrate_rethreshold,150,63,213,0.04465,0.43517,0.2841,0.50969,0.75611,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,lgbm,0.0001,rethreshold_split,150,63,213,0.04465,0.43517,0.2841,0.50969,1.0,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,lgbm,0.001,calibrate_split,1470,630,2100,0.0,0.42062,1.0,0.50969,0.76339,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,lgbm,0.001,calibrate_rethreshold,1470,630,2100,0.04465,0.43517,0.2841,0.50969,0.76339,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,lgbm,0.001,rethreshold_split,1470,630,2100,0.04465,0.43517,0.2841,0.50969,1.0,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,lgbm,0.01,calibrate_split,14700,6300,21000,0.0,0.42062,1.0,0.50969,0.75672,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,lgbm,0.01,calibrate_rethreshold,14700,6300,21000,0.04465,0.43517,0.2841,0.50969,0.75672,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,lgbm,0.01,rethreshold_split,14700,6300,21000,0.04465,0.43517,0.2841,0.50969,1.0,0.0,0.0,0.0,0.0,
42,nfbotv2,nf2018v2,mlp,0.0001,calibrate_split,151,66,217,0.0,0.46854,0.0,0.70972,0.41487,0.58638,0.04898,0.06727,0.0,
42,nfbotv2,nf2018v2,mlp,0.0001,calibrate_rethreshold,151,66,217,0.54925,0.7745,0.04898,0.70972,0.41487,0.58638,0.04898,0.06727,0.0,
42,nfbotv2,nf2018v2,mlp,0.0001,rethreshold_split,151,66,217,0.54925,0.7745,0.04898,0.70974,0.99646,0.58638,0.04898,0.06727,0.0,
42,nfbotv2,nf2018v2,mlp,0.001,calibrate_split,1472,630,2102,0.0,0.46854,0.0,0.70972,0.37054,0.06394,0.00859,0.06727,0.0,
42,nfbotv2,nf2018v2,mlp,0.001,calibrate_rethreshold,1472,630,2102,0.56088,0.77979,0.04256,0.70972,0.36923,0.06394,0.00859,0.06727,0.0,
42,nfbotv2,nf2018v2,mlp,0.001,rethreshold_split,1472,630,2102,0.56088,0.77979,0.04256,0.70974,0.99806,0.06394,0.00859,0.06727,0.0,
42,nfbotv2,nf2018v2,mlp,0.01,calibrate_split,14701,6300,21001,0.0,0.46854,0.0,0.70972,0.36112,0.06647,0.00872,0.06727,0.0,
42,nfbotv2,nf2018v2,mlp,0.01,calibrate_rethreshold,14701,6300,21001,0.56097,0.7798,0.04233,0.70972,0.35983,0.06647,0.00872,0.06727,0.0,
42,nfbotv2,nf2018v2,mlp,0.01,rethreshold_split,14701,6300,21001,0.56097,0.7798,0.04233,0.70974,0.99811,0.06647,0.00872,0.06727,0.0,
42,nfbotv2,nfunswv2,mlp,0.0001,calibrate_split,101,43,144,0.0,0.49037,0.0,0.50125,0.08325,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,mlp,0.0001,calibrate_rethreshold,101,43,144,0.03341,0.37771,0.48413,0.50125,0.08317,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,mlp,0.0001,rethreshold_split,101,43,144,0.03341,0.37771,0.48413,0.50114,0.99825,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,mlp,0.001,calibrate_split,975,417,1392,0.0,0.49037,0.0,0.50125,0.04522,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,mlp,0.001,calibrate_rethreshold,975,417,1392,0.04995,0.1995,0.81023,0.50125,0.03052,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,mlp,0.001,rethreshold_split,975,417,1392,0.04995,0.1995,0.81023,0.50114,0.0,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,mlp,0.01,calibrate_split,9734,4173,13907,0.0,0.49037,0.0,0.50133,0.04474,0.0,0.0,0.0,0.0,
